act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,1,#Philo_Ant,76,10,76,10
1,1,2,#Antony_JC,19,3,65,9
1,1,2,#Cleopatra_Ant,18,2,65,9
1,1,2,#Philo_Ant,28,4,65,9
1,1,3,#Antony_JC,167,24,300,45
1,1,3,#Cleopatra_Ant,127,20,300,45
1,1,3,#MESSENGERS.X.1_Ant,6,1,300,45
1,1,4,#Demetrius_Ant,35,5,56,8
1,1,4,#Philo_Ant,21,3,56,8
1,2,5,#Alexas_Ant,52,10,529,82
1,2,5,#Charmian_Ant,285,42,529,82
1,2,5,#Enobarbus_Ant,27,5,529,82
1,2,5,#Iras_Ant,87,12,529,82
1,2,5,#Soothsayer_Ant,78,13,529,82
1,2,6,#Alexas_Ant,7,1,44,9
1,2,6,#Charmian_Ant,2,1,44,9
1,2,6,#Cleopatra_Ant,32,5,44,9
1,2,6,#Enobarbus_Ant,3,2,44,9
1,2,7,#Cleopatra_Ant,9,1,9,1
1,2,8,#Antony_JC,109,14,192,30
1,2,8,#MESSENGERS.ANTONY.1_Ant,83,16,192,30
1,2,9,#Antony_JC,15,3,24,5
1,2,9,#MESSENGERS.ANTONY.2_Ant,9,2,24,5
1,2,10,#Antony_JC,12,2,12,2
1,2,11,#Antony_JC,8,3,30,7
1,2,11,#MESSENGERS.ANTONY.3_Ant,22,4,30,7
1,2,12,#Antony_JC,73,9,73,9
1,2,13,#Antony_JC,208,31,506,69
1,2,13,#Enobarbus_Ant,298,38,506,69
1,3,14,#Charmian_Ant,6,1,45,6
1,3,14,#Cleopatra_Ant,39,5,45,6
1,3,15,#Charmian_Ant,48,6,65,8
1,3,15,#Cleopatra_Ant,17,2,65,8
1,3,16,#Antony_JC,278,49,741,113
1,3,16,#Charmian_Ant,4,1,741,113
1,3,16,#Cleopatra_Ant,459,63,741,113
1,4,17,#Lepidus_JC,40,6,269,37
1,4,17,#Octavius_JC,229,31,269,37
1,4,18,#Lepidus_JC,3,1,115,16
1,4,18,#MESSENGERS.CAESAR.1_Ant,49,7,115,16
1,4,18,#Octavius_JC,63,8,115,16
1,4,19,#Lepidus_JC,50,8,293,44
1,4,19,#MESSENGERS.CAESAR.2_Ant,67,10,293,44
1,4,19,#Octavius_JC,176,26,293,44
1,5,20,#Charmian_Ant,14,4,246,39
1,5,20,#Cleopatra_Ant,196,29,246,39
1,5,20,#Mardian_Ant,36,6,246,39
1,5,21,#Alexas_Ant,125,18,353,54
1,5,21,#Charmian_Ant,17,4,353,54
1,5,21,#Cleopatra_Ant,211,32,353,54
2,1,22,#Menas_Ant,53,9,217,32
2,1,22,#Pompey_Ant,164,23,217,32
2,1,23,#Menas_Ant,30,5,197,30
2,1,23,#Pompey_Ant,140,21,197,30
2,1,23,#Varrius_Ant,27,4,197,30
2,2,24,#Enobarbus_Ant,57,9,108,16
2,2,24,#Lepidus_JC,51,7,108,16
2,2,25,#Enobarbus_Ant,3,1,3,1
2,2,26,#Agrippa_Ant,135,19,1259,189
2,2,26,#Antony_JC,584,83,1259,189
2,2,26,#Enobarbus_Ant,68,9,1259,189
2,2,26,#Lepidus_JC,95,17,1259,189
2,2,26,#Maecenas_Ant,28,4,1259,189
2,2,26,#Octavius_JC,349,57,1259,189
2,2,27,#Agrippa_Ant,49,11,540,82
2,2,27,#Enobarbus_Ant,418,60,540,82
2,2,27,#Maecenas_Ant,73,11,540,82
2,3,28,#Antony_JC,49,8,66,12
2,3,28,#Octavia_Ant,16,3,66,12
2,3,28,#Octavius_JC,1,1,66,12
2,3,29,#Antony_JC,39,7,170,25
2,3,29,#Soothsayer_Ant,131,18,170,25
2,3,30,#Antony_JC,78,9,78,9
2,3,31,#Antony_JC,15,3,15,3
2,4,32,#Agrippa_Ant,14,3,71,14
2,4,32,#Lepidus_JC,43,8,71,14
2,4,32,#Maecenas_Ant,17,4,71,14
2,5,33,#Alexas_Ant,3,1,16,3
2,5,33,#Charmian_Ant,3,1,16,3
2,5,33,#Cleopatra_Ant,13,2,16,3
2,5,33,#Iras_Ant,3,1,16,3
2,5,34,#Charmian_Ant,33,5,174,24
2,5,34,#Cleopatra_Ant,135,18,174,24
2,5,34,#Mardian_Ant,6,1,174,24
2,5,35,#Cleopatra_Ant,339,48,429,66
2,5,35,#MESSENGERS.X.2_Ant,90,18,429,66
2,5,36,#Charmian_Ant,15,3,71,11
2,5,36,#Cleopatra_Ant,56,8,71,11
2,5,37,#Cleopatra_Ant,145,21,187,28
2,5,37,#MESSENGERS.X.2_Ant,42,7,187,28
2,5,38,#Charmian_Ant,7,3,63,10
2,5,38,#Cleopatra_Ant,56,7,63,10
2,5,39,#Cleopatra_Ant,47,7,47,7
2,6,40,#Agrippa_Ant,5,1,678,108
2,6,40,#Antony_JC,102,16,678,108
2,6,40,#Enobarbus_Ant,55,9,678,108
2,6,40,#Lepidus_JC,31,6,678,108
2,6,40,#Maecenas_Ant,5,1,678,108
2,6,40,#Octavius_JC,84,16,678,108
2,6,40,#Pompey_Ant,422,65,678,108
2,6,41,#Enobarbus_Ant,240,35,388,58
2,6,41,#Menas_Ant,148,23,388,58
2,7,42,#SERVANTS.0.1_Ant,21,3,21,3
2,7,43,#SERVANTS.0.1_Ant,45,6,103,13
2,7,43,#SERVANTS.0.2_Ant,58,7,103,13
2,7,44,#Agrippa_Ant,14,2,878,138
2,7,44,#Antony_JC,210,31,878,138
2,7,44,#Boy_Ant,39,6,878,138
2,7,44,#CAPTAINS_Ant,14,2,878,138
2,7,44,#Enobarbus_Ant,108,18,878,138
2,7,44,#Lepidus_JC,85,14,878,138
2,7,44,#Maecenas_Ant,14,2,878,138
2,7,44,#Menas_Ant,196,30,878,138
2,7,44,#Octavius_JC,119,20,878,138
2,7,44,#Pompey_Ant,205,31,878,138
2,7,45,#Enobarbus_Ant,11,2,43,8
2,7,45,#Menas_Ant,32,6,43,8
3,1,46,#Silius_Ant,67,12,287,42
3,1,46,#Ventidius_Ant,220,30,287,42
3,2,47,#Agrippa_Ant,46,8,167,27
3,2,47,#Enobarbus_Ant,121,19,167,27
3,2,48,#Agrippa_Ant,30,5,361,56
3,2,48,#Antony_JC,125,20,361,56
3,2,48,#Enobarbus_Ant,41,6,361,56
3,2,48,#Lepidus_JC,13,2,361,56
3,2,48,#Octavia_Ant,17,3,361,56
3,2,48,#Octavius_JC,135,20,361,56
3,3,49,#Alexas_Ant,4,1,15,3
3,3,49,#Cleopatra_Ant,11,2,15,3
3,3,50,#Alexas_Ant,16,3,281,52
3,3,50,#Charmian_Ant,14,4,281,52
3,3,50,#Cleopatra_Ant,159,28,281,52
3,3,50,#MESSENGERS.X.2_Ant,92,17,281,52
3,3,51,#Charmian_Ant,21,5,82,13
3,3,51,#Cleopatra_Ant,61,8,82,13
3,4,52,#Antony_JC,186,25,298,41
3,4,52,#Octavia_Ant,112,16,298,41
3,5,53,#Enobarbus_Ant,55,9,173,27
3,5,53,#Eros_Ant,118,18,173,27
3,6,54,#Agrippa_Ant,22,4,283,44
3,6,54,#Maecenas_Ant,15,3,283,44
3,6,54,#Octavius_JC,246,37,283,44
3,6,55,#Agrippa_Ant,2,1,464,68
3,6,55,#Maecenas_Ant,37,6,464,68
3,6,55,#Octavia_Ant,89,14,464,68
3,6,55,#Octavius_JC,336,47,464,68
3,7,56,#Cleopatra_Ant,81,11,161,23
3,7,56,#Enobarbus_Ant,80,12,161,23
3,7,57,#Antony_JC,99,16,267,44
3,7,57,#Canidius_Ant,35,6,267,44
3,7,57,#Cleopatra_Ant,20,4,267,44
3,7,57,#Enobarbus_Ant,113,18,267,44
3,7,58,#Antony_JC,2,1,15,3
3,7,58,#MESSENGERS.X.3_Ant,13,2,15,3
3,7,59,#Antony_JC,35,5,35,5
3,7,60,#Antony_JC,7,2,51,8
3,7,60,#SOLDIERS.ANTONY.X.1_Ant,44,6,51,8
3,7,61,#Canidius_Ant,56,9,99,16
3,7,61,#SOLDIERS.ANTONY.X.1_Ant,43,7,99,16
3,7,62,#Canidius_Ant,12,2,16,3
3,7,62,#MESSENGERS.X.4_Ant,4,1,16,3
3,8,63,#Octavius_JC,30,6,32,7
3,8,63,#Taurus_Ant,2,1,32,7
3,9,64,#Antony_JC,30,4,30,4
3,10,65,#Enobarbus_Ant,30,4,30,4
3,10,66,#Enobarbus_Ant,26,6,153,25
