source,target,key,n_lines,n_tokens,edge_index,edge_type
#HenryIV_1H4,1.01.0001,0,33,247,1,active
1.01.0001,#ATTENDANTS_1H4,0,33,247,1,passive
1.01.0001,#Bedford_H5,0,33,247,1,passive
1.01.0001,#Westmoreland_1H4,0,33,247,1,passive
#Westmoreland_1H4,1.01.0001,0,13,93,2,active
1.01.0001,#ATTENDANTS_1H4,1,13,93,2,passive
1.01.0001,#Bedford_H5,1,13,93,2,passive
1.01.0001,#HenryIV_1H4,0,13,93,2,passive
#HenryIV_1H4,1.01.0001,1,2,17,3,active
1.01.0001,#ATTENDANTS_1H4,2,2,17,3,passive
1.01.0001,#Bedford_H5,2,2,17,3,passive
1.01.0001,#Westmoreland_1H4,1,2,17,3,passive
#Westmoreland_1H4,1.01.0001,1,13,91,4,active
1.01.0001,#ATTENDANTS_1H4,3,13,91,4,passive
1.01.0001,#Bedford_H5,3,13,91,4,passive
1.01.0001,#HenryIV_1H4,1,13,91,4,passive
#HenryIV_1H4,1.01.0001,2,14,102,5,active
1.01.0001,#ATTENDANTS_1H4,4,14,102,5,passive
1.01.0001,#Bedford_H5,4,14,102,5,passive
1.01.0001,#Westmoreland_1H4,2,14,102,5,passive
#Westmoreland_1H4,1.01.0001,2,1,12,6,active
1.01.0001,#ATTENDANTS_1H4,5,1,12,6,passive
1.01.0001,#Bedford_H5,5,1,12,6,passive
1.01.0001,#HenryIV_1H4,2,1,12,6,passive
#HenryIV_1H4,1.01.0001,3,18,146,7,active
1.01.0001,#ATTENDANTS_1H4,6,18,146,7,passive
1.01.0001,#Bedford_H5,6,18,146,7,passive
1.01.0001,#Westmoreland_1H4,3,18,146,7,passive
#Westmoreland_1H4,1.01.0001,3,4,29,8,active
1.01.0001,#ATTENDANTS_1H4,7,4,29,8,passive
1.01.0001,#Bedford_H5,7,4,29,8,passive
1.01.0001,#HenryIV_1H4,3,4,29,8,passive
#HenryIV_1H4,1.01.0001,4,8,62,9,active
1.01.0001,#ATTENDANTS_1H4,8,8,62,9,passive
1.01.0001,#Bedford_H5,8,8,62,9,passive
1.01.0001,#Westmoreland_1H4,4,8,62,9,passive
#Westmoreland_1H4,1.01.0001,4,1,4,10,active
1.01.0001,#ATTENDANTS_1H4,9,1,4,10,passive
1.01.0001,#Bedford_H5,9,1,4,10,passive
1.01.0001,#HenryIV_1H4,4,1,4,10,passive
#Falstaff_1H4,1.02.0002,0,1,9,11,active
1.02.0002,#HenryV_H5,0,1,9,11,passive
#HenryV_H5,1.02.0002,0,12,96,12,active
1.02.0002,#Falstaff_1H4,0,12,96,12,passive
#Falstaff_1H4,1.02.0002,1,6,54,13,active
1.02.0002,#HenryV_H5,1,6,54,13,passive
#HenryV_H5,1.02.0002,1,1,2,14,active
1.02.0002,#Falstaff_1H4,1,1,2,14,passive
#Falstaff_1H4,1.02.0002,2,2,18,15,active
1.02.0002,#HenryV_H5,2,2,18,15,passive
#HenryV_H5,1.02.0002,2,1,6,16,active
1.02.0002,#Falstaff_1H4,2,1,6,16,passive
#Falstaff_1H4,1.02.0002,3,8,67,17,active
1.02.0002,#HenryV_H5,3,8,67,17,passive
#HenryV_H5,1.02.0002,3,10,93,18,active
1.02.0002,#Falstaff_1H4,3,10,93,18,passive
#Falstaff_1H4,1.02.0002,4,2,19,19,active
1.02.0002,#HenryV_H5,4,2,19,19,passive
#HenryV_H5,1.02.0002,4,3,23,20,active
1.02.0002,#Falstaff_1H4,4,3,23,20,passive
#Falstaff_1H4,1.02.0002,5,3,24,21,active
1.02.0002,#HenryV_H5,5,3,24,21,passive
#HenryV_H5,1.02.0002,5,2,14,22,active
1.02.0002,#Falstaff_1H4,5,2,14,22,passive
#Falstaff_1H4,1.02.0002,6,2,13,23,active
1.02.0002,#HenryV_H5,6,2,13,23,passive
#HenryV_H5,1.02.0002,6,1,10,24,active
1.02.0002,#Falstaff_1H4,6,1,10,24,passive
#Falstaff_1H4,1.02.0002,7,2,11,25,active
1.02.0002,#HenryV_H5,7,2,11,25,passive
#HenryV_H5,1.02.0002,7,3,20,26,active
1.02.0002,#Falstaff_1H4,7,3,20,26,passive
#Falstaff_1H4,1.02.0002,8,7,59,27,active
1.02.0002,#HenryV_H5,8,7,59,27,passive
#HenryV_H5,1.02.0002,8,1,3,28,active
1.02.0002,#Falstaff_1H4,8,1,3,28,passive
#Falstaff_1H4,1.02.0002,9,2,12,29,active
1.02.0002,#HenryV_H5,9,2,12,29,passive
#HenryV_H5,1.02.0002,9,3,20,30,active
1.02.0002,#Falstaff_1H4,9,3,20,30,passive
#Falstaff_1H4,1.02.0002,10,3,23,31,active
1.02.0002,#HenryV_H5,10,3,23,31,passive
#HenryV_H5,1.02.0002,10,1,4,32,active
1.02.0002,#Falstaff_1H4,10,1,4,32,passive
#Falstaff_1H4,1.02.0002,11,3,25,33,active
1.02.0002,#HenryV_H5,11,3,25,33,passive
#HenryV_H5,1.02.0002,11,1,8,34,active
1.02.0002,#Falstaff_1H4,11,1,8,34,passive
#Falstaff_1H4,1.02.0002,12,1,8,35,active
1.02.0002,#HenryV_H5,12,1,8,35,passive
#HenryV_H5,1.02.0002,12,2,11,36,active
1.02.0002,#Falstaff_1H4,12,2,11,36,passive
#Falstaff_1H4,1.02.0002,13,10,87,37,active
1.02.0002,#HenryV_H5,13,10,87,37,passive
#HenryV_H5,1.02.0002,13,2,15,38,active
1.02.0002,#Falstaff_1H4,13,2,15,38,passive
#Falstaff_1H4,1.02.0002,14,9,84,39,active
1.02.0002,#HenryV_H5,14,9,84,39,passive
#HenryV_H5,1.02.0002,14,1,8,40,active
1.02.0002,#Falstaff_1H4,14,1,8,40,passive
#Falstaff_1H4,1.02.0002,15,2,18,41,active
1.02.0002,#HenryV_H5,15,2,18,41,passive
#HenryV_H5,1.02.0002,15,2,13,42,active
1.02.0002,#Falstaff_1H4,15,2,13,42,passive
#Falstaff_1H4,1.02.0002,16,2,17,43,active
1.02.0002,#HenryV_H5,16,2,17,43,passive
#Falstaff_1H4,1.02.0003,0,5,43,44,active
1.02.0003,#HenryV_H5,0,5,43,44,passive
1.02.0003,#Poins_1H4,0,5,43,44,passive
#HenryV_H5,1.02.0003,0,1,3,45,active
1.02.0003,#Falstaff_1H4,0,1,3,45,passive
1.02.0003,#Poins_1H4,1,1,3,45,passive
#Poins_1H4,1.02.0003,0,5,41,46,active
1.02.0003,#Falstaff_1H4,1,5,41,46,passive
1.02.0003,#HenryV_H5,1,5,41,46,passive
#HenryV_H5,1.02.0003,1,3,28,47,active
1.02.0003,#Falstaff_1H4,2,3,28,47,passive
1.02.0003,#Poins_1H4,2,3,28,47,passive
#Poins_1H4,1.02.0003,1,2,11,48,active
1.02.0003,#Falstaff_1H4,3,2,11,48,passive
1.02.0003,#HenryV_H5,2,2,11,48,passive
#HenryV_H5,1.02.0003,2,2,9,49,active
1.02.0003,#Falstaff_1H4,4,2,9,49,passive
1.02.0003,#Poins_1H4,3,2,9,49,passive
#Poins_1H4,1.02.0003,2,10,85,50,active
1.02.0003,#Falstaff_1H4,5,10,85,50,passive
1.02.0003,#HenryV_H5,3,10,85,50,passive
#Falstaff_1H4,1.02.0003,1,2,16,51,active
1.02.0003,#HenryV_H5,4,2,16,51,passive
1.02.0003,#Poins_1H4,4,2,16,51,passive
#Poins_1H4,1.02.0003,3,1,3,52,active
1.02.0003,#Falstaff_1H4,6,1,3,52,passive
1.02.0003,#HenryV_H5,5,1,3,52,passive
#Falstaff_1H4,1.02.0003,2,1,5,53,active
1.02.0003,#HenryV_H5,6,1,5,53,passive
1.02.0003,#Poins_1H4,5,1,5,53,passive
#HenryV_H5,1.02.0003,3,1,11,54,active
1.02.0003,#Falstaff_1H4,7,1,11,54,passive
1.02.0003,#Poins_1H4,6,1,11,54,passive
#Falstaff_1H4,1.02.0003,3,4,25,55,active
1.02.0003,#HenryV_H5,7,4,25,55,passive
1.02.0003,#Poins_1H4,7,4,25,55,passive
#HenryV_H5,1.02.0003,4,1,10,56,active
1.02.0003,#Falstaff_1H4,8,1,10,56,passive
1.02.0003,#Poins_1H4,8,1,10,56,passive
#Falstaff_1H4,1.02.0003,4,1,4,57,active
1.02.0003,#HenryV_H5,8,1,4,57,passive
1.02.0003,#Poins_1H4,9,1,4,57,passive
#HenryV_H5,1.02.0003,5,1,8,58,active
1.02.0003,#Falstaff_1H4,9,1,8,58,passive
1.02.0003,#Poins_1H4,10,1,8,58,passive
#Falstaff_1H4,1.02.0003,5,2,12,59,active
1.02.0003,#HenryV_H5,9,2,12,59,passive
1.02.0003,#Poins_1H4,11,2,12,59,passive
#HenryV_H5,1.02.0003,6,1,3,60,active
1.02.0003,#Falstaff_1H4,10,1,3,60,passive
1.02.0003,#Poins_1H4,12,1,3,60,passive
#Poins_1H4,1.02.0003,4,3,24,61,active
1.02.0003,#Falstaff_1H4,11,3,24,61,passive
1.02.0003,#HenryV_H5,10,3,24,61,passive
#Falstaff_1H4,1.02.0003,6,7,55,62,active
1.02.0003,#HenryV_H5,11,7,55,62,passive
1.02.0003,#Poins_1H4,13,7,55,62,passive
#HenryV_H5,1.02.0003,7,2,7,63,active
1.02.0003,#Falstaff_1H4,12,2,7,63,passive
1.02.0003,#Poins_1H4,14,2,7,63,passive
#Poins_1H4,1.02.0004,0,7,63,64,active
1.02.0004,#HenryV_H5,0,7,63,64,passive
#HenryV_H5,1.02.0004,0,1,9,65,active
1.02.0004,#Poins_1H4,0,1,9,65,passive
#Poins_1H4,1.02.0004,1,5,45,66,active
1.02.0004,#HenryV_H5,1,5,45,66,passive
#HenryV_H5,1.02.0004,1,3,23,67,active
1.02.0004,#Poins_1H4,1,3,23,67,passive
#Poins_1H4,1.02.0004,2,5,38,68,active
1.02.0004,#HenryV_H5,2,5,38,68,passive
#HenryV_H5,1.02.0004,2,1,11,69,active
1.02.0004,#Poins_1H4,2,1,11,69,passive
#Poins_1H4,1.02.0004,3,9,79,70,active
1.02.0004,#HenryV_H5,3,9,79,70,passive
#HenryV_H5,1.02.0004,3,3,21,71,active
1.02.0004,#Poins_1H4,3,3,21,71,passive
#Poins_1H4,1.02.0004,4,1,3,72,active
1.02.0004,#HenryV_H5,4,1,3,72,passive
#HenryV_H5,1.02.0005,0,23,178,73,active
#HenryIV_1H4,1.03.0006,0,9,71,74,active
1.03.0006,#ATTENDANTS_1H4,0,9,71,74,passive
1.03.0006,#Blunt_1H4,0,9,71,74,passive
1.03.0006,#Hotspur_R2,0,9,71,74,passive
1.03.0006,#Northumberland_R2,0,9,71,74,passive
1.03.0006,#Worcester_1H4,0,9,71,74,passive
#Worcester_1H4,1.03.0006,0,4,31,75,active
1.03.0006,#ATTENDANTS_1H4,1,4,31,75,passive
1.03.0006,#Blunt_1H4,1,4,31,75,passive
1.03.0006,#HenryIV_1H4,0,4,31,75,passive
1.03.0006,#Hotspur_R2,1,4,31,75,passive
1.03.0006,#Northumberland_R2,1,4,31,75,passive
#Northumberland_R2,1.03.0006,0,1,2,76,active
1.03.0006,#ATTENDANTS_1H4,2,1,2,76,passive
1.03.0006,#Blunt_1H4,2,1,2,76,passive
1.03.0006,#HenryIV_1H4,1,1,2,76,passive
1.03.0006,#Hotspur_R2,2,1,2,76,passive
1.03.0006,#Worcester_1H4,1,1,2,76,passive
#HenryIV_1H4,1.03.0006,1,7,55,77,active
1.03.0006,#ATTENDANTS_1H4,3,7,55,77,passive
1.03.0006,#Blunt_1H4,3,7,55,77,passive
1.03.0006,#Hotspur_R2,3,7,55,77,passive
1.03.0006,#Northumberland_R2,2,7,55,77,passive
1.03.0006,#Worcester_1H4,2,7,55,77,passive
#HenryIV_1H4,1.03.0007,0,1,5,78,active
1.03.0007,#ATTENDANTS_1H4,0,1,5,78,passive
1.03.0007,#Blunt_1H4,0,1,5,78,passive
1.03.0007,#Hotspur_R2,0,1,5,78,passive
1.03.0007,#Northumberland_R2,0,1,5,78,passive
#Northumberland_R2,1.03.0007,0,7,47,79,active
1.03.0007,#ATTENDANTS_1H4,1,7,47,79,passive
1.03.0007,#Blunt_1H4,1,7,47,79,passive
1.03.0007,#HenryIV_1H4,0,7,47,79,passive
1.03.0007,#Hotspur_R2,1,7,47,79,passive
#Hotspur_R2,1.03.0007,0,42,311,80,active
1.03.0007,#ATTENDANTS_1H4,2,42,311,80,passive
1.03.0007,#Blunt_1H4,2,42,311,80,passive
1.03.0007,#HenryIV_1H4,1,42,311,80,passive
