act,scene,stagegroup,setting,speaker,onstage,n_tokens,n_lines
1,1,1,1,#Shipmaster_Tmp,#Boatswain_Tmp #Shipmaster_Tmp,1,1
1,1,1,2,#Boatswain_Tmp,#Boatswain_Tmp #Shipmaster_Tmp,4,1
1,1,1,3,#Shipmaster_Tmp,#Boatswain_Tmp #Shipmaster_Tmp,16,2
1,1,2,4,#Boatswain_Tmp,#Boatswain_Tmp #SAILORS_Tmp,27,4
1,1,3,5,#Alonso_Tmp,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,10,2
1,1,3,6,#Boatswain_Tmp,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,5,1
1,1,3,7,#Antonio_Tmp,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,5,1
1,1,3,8,#Boatswain_Tmp,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,17,2
1,1,3,9,#Gonzalo_Tmp,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,1
1,1,3,10,#Boatswain_Tmp,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,20,3
1,1,3,11,#Gonzalo_Tmp,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,7,2
1,1,3,12,#Boatswain_Tmp,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,72,8
1,1,4,13,#Gonzalo_Tmp,#Alonso_Tmp #Antonio_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,53,6
1,1,5,14,#Boatswain_Tmp,#Boatswain_Tmp #SAILORS_Tmp,29,4
1,1,6,15,#Boatswain_Tmp,#Antonio_Tmp #Boatswain_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,18,2
1,1,6,16,#Sebastian_Tmp,#Antonio_Tmp #Boatswain_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,10,2
1,1,6,17,#Boatswain_Tmp,#Antonio_Tmp #Boatswain_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,3,1
1,1,6,18,#Antonio_Tmp,#Antonio_Tmp #Boatswain_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,17,3
1,1,6,19,#Gonzalo_Tmp,#Antonio_Tmp #Boatswain_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,21,3
1,1,6,20,#Boatswain_Tmp,#Antonio_Tmp #Boatswain_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,15,2
1,1,6,21,#SAILORS_Tmp,#Antonio_Tmp #Boatswain_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,8,1
