node1,node2,n_lines,n_tokens
#COMMONERS.Carpenter_JC,1.01.0001,65,477
#COMMONERS.Cobbler_JC,1.01.0001,65,477
#COMMONERS_JC,1.01.0001,65,477
#Flavius_JC,1.01.0001,65,477
#Marullus_JC,1.01.0001,65,477
#Flavius_JC,1.01.0002,15,110
#Marullus_JC,1.01.0002,15,110
#Antony_JC,1.02.0003,29,165
#Brutus_JC,1.02.0003,29,165
#COMMONERS_JC,1.02.0003,29,165
#Caesar_JC,1.02.0003,29,165
#Calphurnia_JC,1.02.0003,29,165
#Casca_JC,1.02.0003,29,165
#Cassius_JC,1.02.0003,29,165
#Cicero_JC,1.02.0003,29,165
#Decius_JC,1.02.0003,29,165
#Flavius_JC,1.02.0003,29,165
#Marullus_JC,1.02.0003,29,165
#Portia_JC,1.02.0003,29,165
#Soothsayer_JC,1.02.0003,29,165
#Brutus_JC,1.02.0004,158,1226
#Cassius_JC,1.02.0004,158,1226
#Antony_JC,1.02.0005,37,289
#Brutus_JC,1.02.0005,37,289
#Caesar_JC,1.02.0005,37,289
#Calphurnia_JC,1.02.0005,37,289
#Casca_JC,1.02.0005,37,289
#Cassius_JC,1.02.0005,37,289
#Cicero_JC,1.02.0005,37,289
#Decius_JC,1.02.0005,37,289
#Flavius_JC,1.02.0005,37,289
#Marullus_JC,1.02.0005,37,289
#Portia_JC,1.02.0005,37,289
#Brutus_JC,1.02.0006,82,671
#Casca_JC,1.02.0006,82,671
#Cassius_JC,1.02.0006,82,671
#Brutus_JC,1.02.0007,13,106
#Cassius_JC,1.02.0007,13,106
#Cassius_JC,1.02.0008,15,119
#Casca_JC,1.03.0009,41,304
#Cicero_JC,1.03.0009,41,304
#Casca_JC,1.03.0010,94,706
#Cassius_JC,1.03.0010,94,706
#Casca_JC,1.03.0011,22,183
#Cassius_JC,1.03.0011,22,183
#Cinna_JC,1.03.0011,22,183
#Casca_JC,1.03.0012,12,96
#Cassius_JC,1.03.0012,12,96
#Brutus_JC,2.01.0013,5,38
#Brutus_JC,2.01.0014,4,25
#Lucius_JC,2.01.0014,4,25
#Brutus_JC,2.01.0015,27,206
#Brutus_JC,2.01.0016,9,66
#Lucius_JC,2.01.0016,9,66
#Brutus_JC,2.01.0017,16,111
#Brutus_JC,2.01.0018,2,14
#Lucius_JC,2.01.0018,2,14
#Brutus_JC,2.01.0019,9,61
#Brutus_JC,2.01.0020,11,61
#Lucius_JC,2.01.0020,11,61
#Brutus_JC,2.01.0021,10,65
#Brutus_JC,2.01.0022,154,1117
#Casca_JC,2.01.0022,154,1117
#Cassius_JC,2.01.0022,154,1117
#Cinna_JC,2.01.0022,154,1117
#Decius_JC,2.01.0022,154,1117
#Metellus_JC,2.01.0022,154,1117
#Trebonius_JC,2.01.0022,154,1117
#Brutus_JC,2.01.0023,5,35
#Brutus_JC,2.01.0024,81,609
#Portia_JC,2.01.0024,81,609
#Brutus_JC,2.01.0025,1,5
#Brutus_JC,2.01.0026,3,19
#Ligarius_JC,2.01.0026,3,19
#Lucius_JC,2.01.0026,3,19
#Brutus_JC,2.01.0027,26,187
#Ligarius_JC,2.01.0027,26,187
#Caesar_JC,2.02.0028,3,24
#Caesar_JC,2.02.0029,4,20
#SERVANTS.CAESAR.1_JC,2.02.0029,4,20
#Caesar_JC,2.02.0030,32,243
#Calphurnia_JC,2.02.0030,32,243
#Caesar_JC,2.02.0031,21,159
#Calphurnia_JC,2.02.0031,21,159
#SERVANTS.CAESAR.1_JC,2.02.0031,21,159
#Caesar_JC,2.02.0032,52,405
#Calphurnia_JC,2.02.0032,52,405
#Decius_JC,2.02.0032,52,405
#SERVANTS.CAESAR.1_JC,2.02.0032,52,405
#Brutus_JC,2.02.0033,10,59
#Caesar_JC,2.02.0033,10,59
#Calphurnia_JC,2.02.0033,10,59
#Casca_JC,2.02.0033,10,59
#Cinna_JC,2.02.0033,10,59
#Decius_JC,2.02.0033,10,59
#Ligarius_JC,2.02.0033,10,59
#Metellus_JC,2.02.0033,10,59
#Publius_JC,2.02.0033,10,59
#SERVANTS.CAESAR.1_JC,2.02.0033,10,59
#Trebonius_JC,2.02.0033,10,59
#Antony_JC,2.02.0034,5,30
#Brutus_JC,2.02.0034,5,30
#Caesar_JC,2.02.0034,5,30
#Calphurnia_JC,2.02.0034,5,30
#Casca_JC,2.02.0034,5,30
#Cinna_JC,2.02.0034,5,30
#Decius_JC,2.02.0034,5,30
#Ligarius_JC,2.02.0034,5,30
#Metellus_JC,2.02.0034,5,30
#Publius_JC,2.02.0034,5,30
#SERVANTS.CAESAR.1_JC,2.02.0034,5,30
#Trebonius_JC,2.02.0034,5,30
#Antony_JC,2.02.0035,10,84
#Brutus_JC,2.02.0035,10,84
#Caesar_JC,2.02.0035,10,84
#Calphurnia_JC,2.02.0035,10,84
#Casca_JC,2.02.0035,10,84
#Cinna_JC,2.02.0035,10,84
#Decius_JC,2.02.0035,10,84
#Ligarius_JC,2.02.0035,10,84
#Metellus_JC,2.02.0035,10,84
#Publius_JC,2.02.0035,10,84
#Trebonius_JC,2.02.0035,10,84
#Artemidorus_JC,2.03.0036,16,117
#Lucius_JC,2.04.0037,23,164
#Portia_JC,2.04.0037,23,164
#Lucius_JC,2.04.0038,21,151
#Portia_JC,2.04.0038,21,151
#Soothsayer_JC,2.04.0038,21,151
#Lucius_JC,2.04.0039,10,68
#Portia_JC,2.04.0039,10,68
#Antony_JC,3.01.0040,16,94
#Artemidorus_JC,3.01.0040,16,94
#Brutus_JC,3.01.0040,16,94
#Caesar_JC,3.01.0040,16,94
#Casca_JC,3.01.0040,16,94
#Cassius_JC,3.01.0040,16,94
#Cinna_JC,3.01.0040,16,94
#Decius_JC,3.01.0040,16,94
#Lepidus_JC,3.01.0040,16,94
#Metellus_JC,3.01.0040,16,94
#PETITIONERS_JC,3.01.0040,16,94
#Popilius_JC,3.01.0040,16,94
#Publius_JC,3.01.0040,16,94
#SENATORS_JC,3.01.0040,16,94
#Soothsayer_JC,3.01.0040,16,94
#Trebonius_JC,3.01.0040,16,94
#Antony_JC,3.01.0041,13,88
#Artemidorus_JC,3.01.0041,13,88
#Brutus_JC,3.01.0041,13,88
#Caesar_JC,3.01.0041,13,88
#Casca_JC,3.01.0041,13,88
#Cassius_JC,3.01.0041,13,88
#Cinna_JC,3.01.0041,13,88
#Decius_JC,3.01.0041,13,88
#Lepidus_JC,3.01.0041,13,88
#Metellus_JC,3.01.0041,13,88
#PETITIONERS_JC,3.01.0041,13,88
#Publius_JC,3.01.0041,13,88
#SENATORS_JC,3.01.0041,13,88
#Soothsayer_JC,3.01.0041,13,88
#Trebonius_JC,3.01.0041,13,88
#Artemidorus_JC,3.01.0042,75,507
#Brutus_JC,3.01.0042,75,507
#Caesar_JC,3.01.0042,75,507
#Casca_JC,3.01.0042,75,507
#Cassius_JC,3.01.0042,75,507
#Cinna_JC,3.01.0042,75,507
#Decius_JC,3.01.0042,75,507
#Lepidus_JC,3.01.0042,75,507
#Metellus_JC,3.01.0042,75,507
#PETITIONERS_JC,3.01.0042,75,507
#Publius_JC,3.01.0042,75,507
#SENATORS_JC,3.01.0042,75,507
#Soothsayer_JC,3.01.0042,75,507
#Brutus_JC,3.01.0043,32,217
#Caesar_JC,3.01.0043,32,217
#Casca_JC,3.01.0043,32,217
#Cassius_JC,3.01.0043,32,217
#Cinna_JC,3.01.0043,32,217
#Decius_JC,3.01.0043,32,217
#Metellus_JC,3.01.0043,32,217
#Trebonius_JC,3.01.0043,32,217
#Brutus_JC,3.01.0044,22,159
#Caesar_JC,3.01.0044,22,159
#Casca_JC,3.01.0044,22,159
#Cassius_JC,3.01.0044,22,159
#Cinna_JC,3.01.0044,22,159
#Decius_JC,3.01.0044,22,159
#Metellus_JC,3.01.0044,22,159
#SERVANTS.ANTONY.1_JC,3.01.0044,22,159
#Trebonius_JC,3.01.0044,22,159
#Brutus_JC,3.01.0045,4,33
#Caesar_JC,3.01.0045,4,33
#Casca_JC,3.01.0045,4,33
#Cassius_JC,3.01.0045,4,33
#Cinna_JC,3.01.0045,4,33
#Decius_JC,3.01.0045,4,33
#Metellus_JC,3.01.0045,4,33
#Trebonius_JC,3.01.0045,4,33
#Antony_JC,3.01.0046,117,860
#Brutus_JC,3.01.0046,117,860
#Caesar_JC,3.01.0046,117,860
#Casca_JC,3.01.0046,117,860
