node1,node2,n_lines,n_tokens
#Iago_Oth,1.01.0001,88,630
#Roderigo_Oth,1.01.0001,88,630
#Brabantio_Oth,1.01.0002,72,510
#Iago_Oth,1.01.0002,72,510
#Roderigo_Oth,1.01.0002,72,510
#Iago_Oth,1.01.0003,17,134
#Roderigo_Oth,1.01.0003,17,134
#Brabantio_Oth,1.01.0004,29,205
#Roderigo_Oth,1.01.0004,29,205
#SERVANTS.BRABANTIO_Oth,1.01.0004,29,205
#ATTENDANTS_Oth,1.02.0005,38,270
#Iago_Oth,1.02.0005,38,270
#Othello_Oth,1.02.0005,38,270
#ATTENDANTS_Oth,1.02.0006,20,132
#Cassio_Oth,1.02.0006,20,132
#Iago_Oth,1.02.0006,20,132
#OFFICERS_Oth,1.02.0006,20,132
#Othello_Oth,1.02.0006,20,132
#ATTENDANTS_Oth,1.02.0007,7,31
#Cassio_Oth,1.02.0007,7,31
#Iago_Oth,1.02.0007,7,31
#OFFICERS_Oth,1.02.0007,7,31
#ATTENDANTS_Oth,1.02.0008,3,16
#Cassio_Oth,1.02.0008,3,16
#Iago_Oth,1.02.0008,3,16
#OFFICERS_Oth,1.02.0008,3,16
#Othello_Oth,1.02.0008,3,16
#ATTENDANTS_Oth,1.02.0009,55,371
#Brabantio_Oth,1.02.0009,55,371
#Cassio_Oth,1.02.0009,55,371
#Iago_Oth,1.02.0009,55,371
#OFFICERS.0_Oth,1.02.0009,55,371
#OFFICERS_Oth,1.02.0009,55,371
#Othello_Oth,1.02.0009,55,371
#Roderigo_Oth,1.02.0009,55,371
#Duke_Oth,1.03.0010,2,10
#OFFICERS_Oth,1.03.0010,2,10
#SENATORS_Oth,1.03.0010,2,10
#Duke_Oth,1.03.0011,3,17
#OFFICERS_Oth,1.03.0011,3,17
#SENATORS.0.1_Oth,1.03.0011,3,17
#SENATORS_Oth,1.03.0011,3,17
#Duke_Oth,1.03.0012,9,64
#OFFICERS_Oth,1.03.0012,9,64
#SENATORS.0.1_Oth,1.03.0012,9,64
#SENATORS.0.2_Oth,1.03.0012,9,64
#SENATORS_Oth,1.03.0012,9,64
#Duke_Oth,1.03.0013,1,6
#OFFICERS_Oth,1.03.0013,1,6
#SENATORS.0.1_Oth,1.03.0013,1,6
#SENATORS.0.2_Oth,1.03.0013,1,6
#SENATORS_Oth,1.03.0013,1,6
#Sailor_Oth,1.03.0013,1,6
#Duke_Oth,1.03.0014,5,27
#OFFICERS.0.1_Oth,1.03.0014,5,27
#OFFICERS_Oth,1.03.0014,5,27
#SENATORS.0.1_Oth,1.03.0014,5,27
#SENATORS.0.2_Oth,1.03.0014,5,27
#SENATORS_Oth,1.03.0014,5,27
#Sailor_Oth,1.03.0014,5,27
#Duke_Oth,1.03.0015,18,125
#OFFICERS.0.1_Oth,1.03.0015,18,125
#OFFICERS_Oth,1.03.0015,18,125
#SENATORS.0.1_Oth,1.03.0015,18,125
#SENATORS.0.2_Oth,1.03.0015,18,125
#SENATORS_Oth,1.03.0015,18,125
#Duke_Oth,1.03.0016,11,71
#MESSENGERS.X.1_Oth,1.03.0016,11,71
#OFFICERS.0.1_Oth,1.03.0016,11,71
#OFFICERS_Oth,1.03.0016,11,71
#SENATORS.0.1_Oth,1.03.0016,11,71
#SENATORS.0.2_Oth,1.03.0016,11,71
#SENATORS_Oth,1.03.0016,11,71
#Duke_Oth,1.03.0017,6,30
#OFFICERS.0.1_Oth,1.03.0017,6,30
#OFFICERS_Oth,1.03.0017,6,30
#SENATORS.0.1_Oth,1.03.0017,6,30
#SENATORS.0.2_Oth,1.03.0017,6,30
#SENATORS_Oth,1.03.0017,6,30
#Brabantio_Oth,1.03.0018,87,593
#Cassio_Oth,1.03.0018,87,593
#Duke_Oth,1.03.0018,87,593
#Iago_Oth,1.03.0018,87,593
#OFFICERS.0.1_Oth,1.03.0018,87,593
#OFFICERS.0_Oth,1.03.0018,87,593
#OFFICERS_Oth,1.03.0018,87,593
#Othello_Oth,1.03.0018,87,593
#Roderigo_Oth,1.03.0018,87,593
