act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,1,#Jeweler_Tim,26,4,302,47
1,1,1,#Merchant_Tim,35,6,302,47
1,1,1,#Painter_Tim,60,10,302,47
1,1,1,#Poet_Tim,181,27,302,47
1,1,2,#Painter_Tim,99,18,431,63
1,1,2,#Poet_Tim,332,45,431,63
1,1,3,#MESSENGERS.X.1_Tim,43,7,122,17
1,1,3,#Timon_Tim,79,10,122,17
1,1,4,#OldMan_Tim,207,29,334,49
1,1,4,#SERVANTS.TIMON.Lucilius_Tim,35,5,334,49
1,1,4,#Timon_Tim,92,15,334,49
1,1,5,#Jeweler_Tim,43,6,192,28
1,1,5,#Merchant_Tim,15,2,192,28
1,1,5,#Painter_Tim,16,3,192,28
1,1,5,#Poet_Tim,8,1,192,28
1,1,5,#Timon_Tim,110,16,192,28
1,1,6,#Apemantus_Tim,237,39,368,68
1,1,6,#Jeweler_Tim,9,2,368,68
1,1,6,#Merchant_Tim,13,3,368,68
1,1,6,#Painter_Tim,3,1,368,68
1,1,6,#Poet_Tim,17,5,368,68
1,1,6,#Timon_Tim,89,18,368,68
1,1,7,#MESSENGERS.X.2_Tim,9,2,20,4
1,1,7,#Timon_Tim,11,2,20,4
1,1,8,#Timon_Tim,28,3,28,3
1,1,9,#Alcibiades_Tim,14,2,70,12
1,1,9,#Apemantus_Tim,34,6,70,12
1,1,9,#Timon_Tim,22,4,70,12
1,1,10,#Apemantus_Tim,12,2,23,4
1,1,10,#LORDS.0.1_Tim,11,2,23,4
1,1,11,#Apemantus_Tim,57,7,82,12
1,1,11,#LORDS.0.1_Tim,2,1,82,12
1,1,11,#LORDS.0.2_Tim,23,4,82,12
1,1,12,#LORDS.0.1_Tim,29,5,78,12
1,1,12,#LORDS.0.2_Tim,49,7,78,12
1,2,13,#FRIENDS.Ventidius_Tim,59,9,152,21
1,2,13,#Timon_Tim,93,12,152,21
1,2,14,#Apemantus_Tim,185,23,286,35
1,2,14,#LORDS.0.1_Tim,7,1,286,35
1,2,14,#Timon_Tim,94,11,286,35
1,2,15,#Alcibiades_Tim,31,4,470,59
1,2,15,#Apemantus_Tim,169,24,470,59
1,2,15,#LORDS.0.1_Tim,30,4,470,59
1,2,15,#LORDS.0.2_Tim,25,3,470,59
1,2,15,#Timon_Tim,215,24,470,59
1,2,16,#Apemantus_Tim,1,1,14,3
1,2,16,#LORDS.0.3_Tim,9,1,14,3
1,2,16,#Timon_Tim,4,1,14,3
1,2,17,#SERVANTS.TIMON.X.1_Tim,28,4,41,7
1,2,17,#Timon_Tim,13,3,41,7
1,2,18,#Cupid_Tim,47,6,67,9
1,2,18,#FRIENDS.Lucius_Tim,8,1,67,9
1,2,18,#Timon_Tim,12,2,67,9
1,2,19,#Apemantus_Tim,108,15,154,21
1,2,19,#Timon_Tim,46,6,154,21
1,2,20,#Apemantus_Tim,14,2,40,6
1,2,20,#LADIES.0.1_Tim,9,1,40,6
1,2,20,#LADIES_Tim,4,1,40,6
1,2,20,#Timon_Tim,13,2,40,6
1,2,21,#Flavius_Tim,52,7,59,9
1,2,21,#Timon_Tim,7,2,59,9
1,2,22,#LORDS.0.1_Tim,4,1,4,1
1,2,23,#ATTENDANTS.TIMON.0.1_Tim,5,1,7,2
1,2,23,#LORDS.0.2_Tim,2,1,7,2
1,2,24,#Alcibiades_Tim,4,1,49,7
1,2,24,#FRIENDS.Lucius_Tim,4,1,49,7
1,2,24,#FRIENDS.Ventidius_Tim,4,1,49,7
1,2,24,#LORDS.0.1_Tim,8,1,49,7
1,2,24,#LORDS.0.2_Tim,4,1,49,7
1,2,24,#LORDS.0.3_Tim,4,1,49,7
1,2,24,#Timon_Tim,37,5,49,7
1,2,25,#SERVANTS.TIMON.1_Tim,16,2,20,3
1,2,25,#Timon_Tim,4,1,20,3
1,2,26,#Flavius_Tim,17,3,34,6
1,2,26,#Timon_Tim,17,3,34,6
1,2,27,#SERVANTS.TIMON.2_Tim,22,3,33,5
1,2,27,#Timon_Tim,11,2,33,5
1,2,28,#SERVANTS.TIMON.3_Tim,26,4,43,7
1,2,28,#Timon_Tim,17,3,43,7
1,2,29,#Flavius_Tim,122,15,122,15
1,2,30,#Alcibiades_Tim,5,1,214,30
1,2,30,#LORDS.0.1_Tim,27,4,214,30
1,2,30,#LORDS.0.2_Tim,12,2,214,30
1,2,30,#LORDS.0.3_Tim,7,1,214,30
1,2,30,#LORDS_Tim,4,1,214,30
1,2,30,#Timon_Tim,159,21,214,30
1,2,31,#Apemantus_Tim,95,12,132,17
1,2,31,#Timon_Tim,37,5,132,17
1,2,32,#Apemantus_Tim,30,4,30,4
2,1,33,#SENATORS.X_Tim,115,14,115,14
2,1,34,#SENATORS.X_Tim,166,21,178,24
2,1,34,#SERVANTS.Caphis_Tim,12,3,178,24
2,2,35,#Flavius_Tim,76,10,76,10
2,2,36,#SERVANTS.Caphis_Tim,23,4,35,7
2,2,36,#SERVANTS.ISIDORE.1_Tim,3,1,35,7
2,2,36,#SERVANTS.VARRO.1_Tim,9,2,35,7
2,2,37,#SERVANTS.Caphis_Tim,73,10,168,28
2,2,37,#SERVANTS.ISIDORE.1_Tim,23,4,168,28
2,2,37,#SERVANTS.VARRO.1_Tim,16,3,168,28
2,2,37,#Timon_Tim,56,11,168,28
2,2,38,#Flavius_Tim,31,6,68,13
2,2,38,#Timon_Tim,37,7,68,13
2,2,39,#Apemantus_Tim,55,11,134,27
2,2,39,#Fool_Tim,23,3,134,27
2,2,39,#SERVANTS.Caphis_Tim,30,7,134,27
2,2,39,#SERVANTS.ISIDORE.1_Tim,25,7,134,27
2,2,39,#SERVANTS.VARRO.1_Tim,25,7,134,27
2,2,40,#Apemantus_Tim,48,7,103,15
2,2,40,#Fool_Tim,7,1,103,15
2,2,40,#SERVANTS.Page_Tim,48,7,103,15
2,2,41,#Apemantus_Tim,63,10,229,33
2,2,41,#Fool_Tim,138,17,229,33
2,2,41,#SERVANTS.Caphis_Tim,13,3,229,33
2,2,41,#SERVANTS.ISIDORE.1_Tim,13,3,229,33
2,2,41,#SERVANTS.VARRO.1_Tim,28,6,229,33
2,2,42,#Apemantus_Tim,5,1,18,3
2,2,42,#Fool_Tim,13,2,18,3
2,2,43,#Flavius_Tim,9,1,9,1
2,2,44,#Flavius_Tim,326,44,508,71
2,2,44,#Timon_Tim,182,27,508,71
2,2,45,#SERVANTS.TIMON.Flaminius_Tim,10,2,62,9
2,2,45,#SERVANTS.TIMON.Servilius_Tim,4,1,62,9
2,2,45,#SERVANTS.TIMON.X.2_Tim,4,1,62,9
2,2,45,#Timon_Tim,52,7,62,9
2,2,46,#Flavius_Tim,117,16,299,40
2,2,46,#Timon_Tim,182,24,299,40
2,2,47,#Flavius_Tim,20,3,20,3
3,1,48,#SERVANTS.LUCULLUS.1_Tim,13,2,17,3
3,1,48,#SERVANTS.TIMON.Flaminius_Tim,4,1,17,3
3,1,49,#FRIENDS.Lucullus_Tim,35,5,38,6
3,1,49,#SERVANTS.LUCULLUS.1_Tim,3,1,38,6
3,1,50,#FRIENDS.Lucullus_Tim,126,15,175,22
3,1,50,#SERVANTS.TIMON.Flaminius_Tim,49,7,175,22
3,1,51,#FRIENDS.Lucullus_Tim,52,7,64,9
3,1,51,#SERVANTS.LUCULLUS.1_Tim,7,1,64,9
3,1,51,#SERVANTS.TIMON.Flaminius_Tim,5,1,64,9
3,1,52,#FRIENDS.Lucullus_Tim,69,10,91,13
3,1,52,#SERVANTS.TIMON.Flaminius_Tim,22,3,91,13
3,1,53,#SERVANTS.TIMON.Flaminius_Tim,107,14,107,14
3,2,54,#FRIENDS.Lucius_Tim,98,13,187,24
3,2,54,#STRANGERS.1_Tim,44,5,187,24
3,2,54,#STRANGERS.2_Tim,45,6,187,24
