source,target,n_lines,n_tokens,edge_type
#ATTENDANTS.ALBANY_Lr,5.03.0119,5,33,active
#ATTENDANTS.CORDELIA.1_Lr,4.06.0096,5,26,active
#ATTENDANTS.CORDELIA.1_Lr,4.06.0097,11,75,active
#ATTENDANTS.CORDELIA.1_Lr,4.07.0101,2,13,active
#ATTENDANTS.CORDELIA.1_Lr,4.07.0102,7,43,active
#ATTENDANTS.CORDELIA.1_Lr,5.03.0123,1,6,active
#ATTENDANTS.LEAR.0.3_Lr,1.04.0017,14,105,active
#ATTENDANTS.X.1_Lr,1.05.0032,1,3,active
#ATTENDANTS.X.2_Lr,2.04.0045,3,15,active
#ATTENDANTS.X.2_Lr,2.04.0047,1,10,active
#ATTENDANTS.X.3_Lr,3.01.0055,19,123,active
#ATTENDANTS.X.4_Lr,4.03.0089,35,229,active
#Albany_Lr,1.01.0003,1,3,active
#Albany_Lr,1.04.0022,3,18,active
#Albany_Lr,1.04.0023,1,8,active
#Albany_Lr,1.04.0024,1,4,active
#Albany_Lr,1.04.0025,2,13,active
#Albany_Lr,1.04.0026,1,6,active
#Albany_Lr,1.04.0028,3,21,active
#Albany_Lr,4.02.0086,32,204,active
#Albany_Lr,4.02.0087,6,29,active
#Albany_Lr,4.02.0088,7,45,active
#Albany_Lr,5.01.0105,10,78,active
#Albany_Lr,5.01.0106,1,4,active
#Albany_Lr,5.01.0107,1,7,active
#Albany_Lr,5.01.0108,1,9,active
#Albany_Lr,5.01.0109,1,5,active
#Albany_Lr,5.03.0115,32,212,active
#Albany_Lr,5.03.0116,2,11,active
#Albany_Lr,5.03.0117,10,59,active
#Albany_Lr,5.03.0118,11,71,active
#Albany_Lr,5.03.0119,2,6,active
#Albany_Lr,5.03.0120,1,8,active
#Albany_Lr,5.03.0121,8,42,active
#Albany_Lr,5.03.0122,4,22,active
#Albany_Lr,5.03.0123,3,19,active
#Albany_Lr,5.03.0124,14,102,active
#Burgundy_Lr,1.01.0004,12,68,active
#Cordelia_Lr,1.01.0003,23,143,active
#Cordelia_Lr,1.01.0004,16,111,active
#Cordelia_Lr,1.01.0005,12,83,active
#Cordelia_Lr,4.00.0090,8,57,active
#Cordelia_Lr,4.00.0091,9,60,active
#Cordelia_Lr,4.00.0092,8,54,active
#Cordelia_Lr,4.07.0100,13,93,active
#Cordelia_Lr,4.07.0101,28,188,active
