node1,node2,n_lines,n_tokens
#Bassianus_Tit,1.01.0001,63,453
#Marcus_Tit,1.01.0001,63,453
#ROMANS_Tit,1.01.0001,63,453
#SENATORS_Tit,1.01.0001,63,453
#Saturninus_Tit,1.01.0001,63,453
#TRIBUNES_Tit,1.01.0001,63,453
#Captain_Tit,1.01.0002,6,41
#ROMANS_Tit,1.01.0002,6,41
#Aaron_Tit,1.01.0003,60,454
#Alarbus_Tit,1.01.0003,60,454
#Captain_Tit,1.01.0003,60,454
#Chiron_Tit,1.01.0003,60,454
#Demetrius_Tit,1.01.0003,60,454
#Lucius_Tit,1.01.0003,60,454
#Martius_Tit,1.01.0003,60,454
#Mutius_Tit,1.01.0003,60,454
#Quintus_Tit,1.01.0003,60,454
#ROMANS.0_Tit,1.01.0003,60,454
#ROMANS_Tit,1.01.0003,60,454
#Tamora_Tit,1.01.0003,60,454
#Titus_Tit,1.01.0003,60,454
#Aaron_Tit,1.01.0004,12,80
#Captain_Tit,1.01.0004,12,80
#Chiron_Tit,1.01.0004,12,80
#Demetrius_Tit,1.01.0004,12,80
#ROMANS.0_Tit,1.01.0004,12,80
#ROMANS_Tit,1.01.0004,12,80
#Tamora_Tit,1.01.0004,12,80
#Titus_Tit,1.01.0004,12,80
#Aaron_Tit,1.01.0005,15,115
#Captain_Tit,1.01.0005,15,115
#Chiron_Tit,1.01.0005,15,115
#Demetrius_Tit,1.01.0005,15,115
#Lucius_Tit,1.01.0005,15,115
#Martius_Tit,1.01.0005,15,115
#Mutius_Tit,1.01.0005,15,115
#Quintus_Tit,1.01.0005,15,115
#ROMANS.0_Tit,1.01.0005,15,115
#ROMANS_Tit,1.01.0005,15,115
#Tamora_Tit,1.01.0005,15,115
#Titus_Tit,1.01.0005,15,115
#Aaron_Tit,1.01.0006,12,91
#Captain_Tit,1.01.0006,12,91
#Chiron_Tit,1.01.0006,12,91
#Demetrius_Tit,1.01.0006,12,91
#Lavinia_Tit,1.01.0006,12,91
#Lucius_Tit,1.01.0006,12,91
#Martius_Tit,1.01.0006,12,91
#Mutius_Tit,1.01.0006,12,91
#Quintus_Tit,1.01.0006,12,91
#ROMANS.0_Tit,1.01.0006,12,91
#ROMANS_Tit,1.01.0006,12,91
#Tamora_Tit,1.01.0006,12,91
#Titus_Tit,1.01.0006,12,91
#Aaron_Tit,1.01.0007,110,785
#Bassianus_Tit,1.01.0007,110,785
#Captain_Tit,1.01.0007,110,785
