node1,node2,n_lines,n_tokens
#ATTENDANTS_1H4,1.01.0001,107,803
#Bedford_H5,1.01.0001,107,803
#HenryIV_1H4,1.01.0001,107,803
#Westmoreland_1H4,1.01.0001,107,803
#Falstaff_1H4,1.02.0002,111,894
#HenryV_H5,1.02.0002,111,894
#Falstaff_1H4,1.02.0003,55,403
#HenryV_H5,1.02.0003,55,403
#Poins_1H4,1.02.0003,55,403
#HenryV_H5,1.02.0004,35,292
#Poins_1H4,1.02.0004,35,292
#HenryV_H5,1.02.0005,23,178
#ATTENDANTS_1H4,1.03.0006,21,159
#Blunt_1H4,1.03.0006,21,159
#HenryIV_1H4,1.03.0006,21,159
#Hotspur_R2,1.03.0006,21,159
#Northumberland_R2,1.03.0006,21,159
#Worcester_1H4,1.03.0006,21,159
#ATTENDANTS_1H4,1.03.0007,105,766
#Blunt_1H4,1.03.0007,105,766
#HenryIV_1H4,1.03.0007,105,766
#Hotspur_R2,1.03.0007,105,766
#Northumberland_R2,1.03.0007,105,766
#Hotspur_R2,1.03.0008,6,48
#Northumberland_R2,1.03.0008,6,48
#Hotspur_R2,1.03.0009,181,1323
#Northumberland_R2,1.03.0009,181,1323
#Worcester_1H4,1.03.0009,181,1323
#TRAVELERS.CARRIERS.1_1H4,2.01.0010,4,27
#Ostler_1H4,2.01.0011,4,26
#TRAVELERS.CARRIERS.1_1H4,2.01.0011,4,26
#Ostler_1H4,2.01.0012,26,198
#TRAVELERS.CARRIERS.1_1H4,2.01.0012,26,198
#TRAVELERS.CARRIERS.2_1H4,2.01.0012,26,198
#Gadshill_1H4,2.01.0013,17,101
#Ostler_1H4,2.01.0013,17,101
#TRAVELERS.CARRIERS.1_1H4,2.01.0013,17,101
#TRAVELERS.CARRIERS.2_1H4,2.01.0013,17,101
#Gadshill_1H4,2.01.0014,1,3
#Ostler_1H4,2.01.0014,1,3
#Chamberlain_1H4,2.01.0015,51,419
#Gadshill_1H4,2.01.0015,51,419
#Ostler_1H4,2.01.0015,51,419
#Bardolph_1H4,2.02.0016,3,17
#HenryV_H5,2.02.0016,3,17
#Peto_1H4,2.02.0016,3,17
#Poins_1H4,2.02.0016,3,17
#Falstaff_1H4,2.02.0017,6,33
#HenryV_H5,2.02.0017,6,33
#Falstaff_1H4,2.02.0018,21,189
#Bardolph_1H4,2.02.0019,20,154
#Falstaff_1H4,2.02.0019,20,154
#HenryV_H5,2.02.0019,20,154
#Peto_1H4,2.02.0019,20,154
#Poins_1H4,2.02.0019,20,154
#Bardolph_1H4,2.02.0020,28,171
#Falstaff_1H4,2.02.0020,28,171
#Gadshill_1H4,2.02.0020,28,171
#HenryV_H5,2.02.0020,28,171
#Peto_1H4,2.02.0020,28,171
#Poins_1H4,2.02.0020,28,171
#Bardolph_1H4,2.02.0021,2,15
#Falstaff_1H4,2.02.0021,2,15
#Gadshill_1H4,2.02.0021,2,15
#Peto_1H4,2.02.0021,2,15
#Bardolph_1H4,2.02.0022,16,90
#Falstaff_1H4,2.02.0022,16,90
#Gadshill_1H4,2.02.0022,16,90
#Peto_1H4,2.02.0022,16,90
#TRAVELERS.CARRIERS_1H4,2.02.0022,16,90
#TRAVELERS.GENTLEMEN.0.1_1H4,2.02.0022,16,90
#TRAVELERS.GENTLEMEN_1H4,2.02.0022,16,90
#HenryV_H5,2.02.0023,5,42
#Poins_1H4,2.02.0023,5,42
#TRAVELERS.GENTLEMEN.0.1_1H4,2.02.0023,5,42
#Bardolph_1H4,2.02.0024,7,41
#Falstaff_1H4,2.02.0024,7,41
#Gadshill_1H4,2.02.0024,7,41
#HenryV_H5,2.02.0024,7,41
#Peto_1H4,2.02.0024,7,41
#Poins_1H4,2.02.0024,7,41
#TRAVELERS.GENTLEMEN.0.1_1H4,2.02.0024,7,41
#HenryV_H5,2.02.0025,9,63
#Poins_1H4,2.02.0025,9,63
#TRAVELERS.GENTLEMEN.0.1_1H4,2.02.0025,9,63
#Hotspur_R2,2.03.0026,36,345
#Hotspur_R2,2.03.0027,32,240
#LadyPercy_1H4,2.03.0027,32,240
#Hotspur_R2,2.03.0028,9,64
#LadyPercy_1H4,2.03.0028,9,64
#SERVANTS.HOTSPUR.1_1H4,2.03.0028,9,64
#Hotspur_R2,2.03.0029,47,342
#LadyPercy_1H4,2.03.0029,47,342
#HenryV_H5,2.04.0030,34,315
#Poins_1H4,2.04.0030,34,315
#HenryV_H5,2.04.0031,3,5
#Poins_1H4,2.04.0031,3,5
#DRAWERS.Francis_1H4,2.04.0032,45,244
#HenryV_H5,2.04.0032,45,244
#Poins_1H4,2.04.0032,45,244
#DRAWERS.Francis_1H4,2.04.0033,2,14
#HenryV_H5,2.04.0033,2,14
#Poins_1H4,2.04.0033,2,14
#Vintner_1H4,2.04.0033,2,14
#HenryV_H5,2.04.0034,4,28
