source,target,n_lines,n_tokens,edge_type
#Antony_JC,1.02.0003,3,14,active
#Antony_JC,1.02.0005,3,16,active
#Antony_JC,2.02.0034,1,5,active
#Antony_JC,3.01.0046,62,459,active
#Antony_JC,3.01.0047,22,173,active
#Antony_JC,3.01.0048,18,132,active
#Antony_JC,3.02.0055,141,1104,active
#Antony_JC,3.02.0056,2,14,active
#Antony_JC,3.02.0057,7,47,active
#Antony_JC,4.01.0063,6,43,active
#Antony_JC,4.01.0064,33,249,active
#Antony_JC,5.01.0085,6,44,active
#Antony_JC,5.01.0086,3,22,active
#Antony_JC,5.01.0087,14,93,active
#Antony_JC,5.04.0100,8,57,active
#Antony_JC,5.05.0103,8,65,active
#Artemidorus_JC,2.03.0036,16,117,active
#Artemidorus_JC,3.01.0040,4,28,active
#Brutus_JC,1.02.0003,1,9,active
#Brutus_JC,1.02.0004,49,367,active
#Brutus_JC,1.02.0005,8,62,active
#Brutus_JC,1.02.0006,9,66,active
#Brutus_JC,1.02.0007,6,57,active
#Brutus_JC,2.01.0013,5,38,active
#Brutus_JC,2.01.0014,2,17,active
#Brutus_JC,2.01.0015,27,206,active
#Brutus_JC,2.01.0016,3,25,active
#Brutus_JC,2.01.0017,16,111,active
#Brutus_JC,2.01.0018,1,8,active
#Brutus_JC,2.01.0019,9,61,active
#Brutus_JC,2.01.0020,4,10,active
#Brutus_JC,2.01.0021,10,65,active
#Brutus_JC,2.01.0022,75,572,active
#Brutus_JC,2.01.0023,5,35,active
#Brutus_JC,2.01.0024,17,119,active
#Brutus_JC,2.01.0025,1,5,active
#Brutus_JC,2.01.0026,2,9,active
#Brutus_JC,2.01.0027,10,76,active
#Brutus_JC,2.02.0033,1,4,active
#Brutus_JC,2.02.0035,2,17,active
#Brutus_JC,3.01.0041,5,31,active
#Brutus_JC,3.01.0042,12,82,active
#Brutus_JC,3.01.0043,15,108,active
#Brutus_JC,3.01.0044,6,40,active
#Brutus_JC,3.01.0045,1,10,active
#Brutus_JC,3.01.0046,41,304,active
#Brutus_JC,3.02.0049,7,46,active
#Brutus_JC,3.02.0052,29,278,active
#Brutus_JC,3.02.0053,7,68,active
#Brutus_JC,3.02.0054,8,54,active
#Brutus_JC,4.02.0065,20,130,active
#Brutus_JC,4.02.0066,3,16,active
#Brutus_JC,4.02.0069,12,94,active
#Brutus_JC,4.03.0071,80,558,active
#Brutus_JC,4.03.0072,4,27,active
#Brutus_JC,4.03.0073,2,12,active
#Brutus_JC,4.03.0074,1,5,active
#Brutus_JC,4.03.0075,10,56,active
#Brutus_JC,4.03.0076,2,18,active
