act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
1,1,1,#ATTENDANTS.1_Cym,#ATTENDANTS.1_Cym #ATTENDANTS.2_Cym,506,67
1,1,1,#ATTENDANTS.2_Cym,#ATTENDANTS.1_Cym #ATTENDANTS.2_Cym,71,13
1,1,2,#Posthumus_Cym,#Imogen_Cym #Posthumus_Cym #Queen_Cym,8,2
1,1,2,#Queen_Cym,#Imogen_Cym #Posthumus_Cym #Queen_Cym,104,14
1,1,3,#Imogen_Cym,#Imogen_Cym #Posthumus_Cym,68,10
1,1,3,#Posthumus_Cym,#Imogen_Cym #Posthumus_Cym,75,10
1,1,4,#Queen_Cym,#Imogen_Cym #Posthumus_Cym #Queen_Cym,47,7
1,1,5,#Imogen_Cym,#Imogen_Cym #Posthumus_Cym,48,9
1,1,5,#Posthumus_Cym,#Imogen_Cym #Posthumus_Cym,100,14
1,1,6,#Cymbeline_Cym,#ATTENDANTS_Cym #Cymbeline_Cym #Imogen_Cym #Posthumus_Cym,28,4
1,1,6,#Posthumus_Cym,#ATTENDANTS_Cym #Cymbeline_Cym #Imogen_Cym #Posthumus_Cym,18,4
1,1,7,#Cymbeline_Cym,#ATTENDANTS_Cym #Cymbeline_Cym #Imogen_Cym,52,10
1,1,7,#Imogen_Cym,#ATTENDANTS_Cym #Cymbeline_Cym #Imogen_Cym,118,19
1,1,8,#Cymbeline_Cym,#ATTENDANTS_Cym #Cymbeline_Cym #Imogen_Cym #Queen_Cym,35,6
1,1,8,#Queen_Cym,#ATTENDANTS_Cym #Cymbeline_Cym #Imogen_Cym #Queen_Cym,24,5
1,1,9,#Queen_Cym,#Imogen_Cym #Queen_Cym,5,1
1,1,10,#Imogen_Cym,#Imogen_Cym #Pisanio_Cym #Queen_Cym,66,8
1,1,10,#Pisanio_Cym,#Imogen_Cym #Pisanio_Cym #Queen_Cym,70,10
1,1,10,#Queen_Cym,#Imogen_Cym #Pisanio_Cym #Queen_Cym,40,8
1,2,11,#ATTENDANTS.CLOTEN.1_Cym,#ATTENDANTS.CLOTEN.1_Cym #ATTENDANTS.CLOTEN.2_Cym #Cloten_Cym,109,14
1,2,11,#ATTENDANTS.CLOTEN.2_Cym,#ATTENDANTS.CLOTEN.1_Cym #ATTENDANTS.CLOTEN.2_Cym #Cloten_Cym,98,17
1,2,11,#Cloten_Cym,#ATTENDANTS.CLOTEN.1_Cym #ATTENDANTS.CLOTEN.2_Cym #Cloten_Cym,58,10
1,3,12,#Imogen_Cym,#Imogen_Cym #Pisanio_Cym,241,32
1,3,12,#Pisanio_Cym,#Imogen_Cym #Pisanio_Cym,74,12
1,3,13,#Imogen_Cym,#Imogen_Cym #LADIES.IMOGEN_Cym #Pisanio_Cym,14,2
1,3,13,#LADIES.IMOGEN_Cym,#Imogen_Cym #LADIES.IMOGEN_Cym #Pisanio_Cym,7,2
1,3,13,#Pisanio_Cym,#Imogen_Cym #LADIES.IMOGEN_Cym #Pisanio_Cym,3,1
1,4,14,#Frenchman_Cym,#Dutchman_Cym #Frenchman_Cym #Iachimo_Cym #Philario_Cym #Spaniard_Cym,25,4
1,4,14,#Iachimo_Cym,#Dutchman_Cym #Frenchman_Cym #Iachimo_Cym #Philario_Cym #Spaniard_Cym,146,18
1,4,14,#Philario_Cym,#Dutchman_Cym #Frenchman_Cym #Iachimo_Cym #Philario_Cym #Spaniard_Cym,42,6
1,4,15,#Frenchman_Cym,#Dutchman_Cym #Frenchman_Cym #Iachimo_Cym #Philario_Cym #Posthumus_Cym #Spaniard_Cym,150,20
