act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Duke_Err,346,47,1190,158
1,1,#Egeon_Err,840,110,1190,158
1,1,#OFFICERS.Jailer_Err,4,1,1190,158
1,2,#AntipholusOfSyracuse_Err,442,56,858,108
1,2,#DromioOfEphesus_Err,285,35,467,57
1,2,#DromioOfSyracuse_Err,17,2,138,18
1,2,#Merchant1_Err,114,15,250,32
2,1,#Adriana_Err,441,56,930,121
2,1,#DromioOfEphesus_Err,265,35,342,47
2,1,#Luciana_Err,224,30,930,121
2,2,#Adriana_Err,503,64,891,113
2,2,#AntipholusOfSyracuse_Err,609,88,1692,232
2,2,#DromioOfSyracuse_Err,511,71,1641,226
2,2,#Luciana_Err,69,9,891,113
3,1,#Adriana_Err,21,2,40,5
3,1,#Angelo_Err,21,3,1176,172
3,1,#AntipholusOfEphesus_Err,415,55,1176,172
3,1,#Balthasar_Err,202,29,1176,172
3,1,#DromioOfEphesus_Err,310,47,1176,172
3,1,#DromioOfSyracuse_Err,144,25,881,130
3,1,#Luce_Err,63,11,183,28
3,2,#Angelo_Err,81,10,121,15
3,2,#AntipholusOfSyracuse_Err,623,90,1492,203
3,2,#DromioOfSyracuse_Err,500,64,648,96
3,2,#Luciana_Err,288,39,590,76
4,1,#Angelo_Err,284,34,915,110
4,1,#AntipholusOfEphesus_Err,414,49,810,97
4,1,#DromioOfEphesus_Err,11,1,72,8
4,1,#DromioOfSyracuse_Err,131,16,238,29
4,1,#Merchant2_Err,84,11,915,110
4,1,#OFFICERS.X_Err,30,4,915,110
4,2,#Adriana_Err,258,37,588,82
4,2,#DromioOfSyracuse_Err,251,35,342,49
4,2,#Luciana_Err,79,10,430,61
4,3,#AntipholusOfSyracuse_Err,188,28,637,82
4,3,#Courtesan_Err,217,26,426,53
4,3,#DromioOfSyracuse_Err,361,44,554,71
4,4,#Adriana_Err,266,34,877,114
4,4,#AntipholusOfEphesus_Err,345,48,1053,138
4,4,#AntipholusOfSyracuse_Err,42,5,132,16
4,4,#Courtesan_Err,49,6,877,114
4,4,#DromioOfEphesus_Err,326,42,995,131
4,4,#DromioOfSyracuse_Err,64,7,132,16
4,4,#Luciana_Err,44,5,877,114
4,4,#OFFICERS.X_Err,65,10,1198,157
4,4,#Pinch_Err,103,12,732,95
5,1,#Abbess_Err,552,74,1201,159
5,1,#Adriana_Err,604,75,3002,388
5,1,#Angelo_Err,248,31,3258,420
5,1,#AntipholusOfEphesus_Err,571,74,1827,235
5,1,#AntipholusOfSyracuse_Err,179,23,897,114
5,1,#Courtesan_Err,27,3,3002,388
5,1,#DromioOfEphesus_Err,159,23,1928,250
5,1,#DromioOfSyracuse_Err,96,12,998,129
5,1,#Duke_Err,347,46,2246,287
5,1,#Egeon_Err,257,33,2246,287
5,1,#Luciana_Err,56,8,3002,388
5,1,#Merchant2_Err,184,23,3258,420
5,1,#Messenger_Err,130,16,1933,249
1,1,#ATTENDANTS_Err,0,0,1190,158
4,4,#SERVANTS.PINCH_Err,0,0,188,26
5,1,#Headsman_Err,0,0,2246,287
5,1,#OFFICERS_Err,0,0,2246,287
5,1,#OTHERS_Err,0,0,3002,388
