node,node_type
#Antonio_TGV,character
#Crab_TGV,character
#Duke_TGV,character
#Eglamour_TGV,character
#Host_TGV,character
#Julia_TGV,character
#Lance_TGV,character
#Lucetta_TGV,character
#MUSICIANS_TGV,character
#OUTLAWS.1_TGV,character
#OUTLAWS.2_TGV,character
#OUTLAWS.3_TGV,character
#Pantino_TGV,character
#Proteus_TGV,character
#SERVANTS.1_TGV,character
#Speed_TGV,character
#Sylvia_TGV,character
#Thurio_TGV,character
#Valentine_TGV,character
1.01.0001,text_unit
1.01.0002,text_unit
1.01.0003,text_unit
1.01.0004,text_unit
1.02.0005,text_unit
1.02.0006,text_unit
1.02.0007,text_unit
1.02.0008,text_unit
1.02.0009,text_unit
1.03.0010,text_unit
1.03.0011,text_unit
1.03.0012,text_unit
1.03.0013,text_unit
2.01.0014,text_unit
2.01.0015,text_unit
2.01.0016,text_unit
2.02.0017,text_unit
2.02.0018,text_unit
2.02.0019,text_unit
2.03.0020,text_unit
2.03.0021,text_unit
2.04.0022,text_unit
2.04.0023,text_unit
2.04.0024,text_unit
2.04.0025,text_unit
2.04.0026,text_unit
2.04.0027,text_unit
2.04.0028,text_unit
2.04.0029,text_unit
2.05.0030,text_unit
2.06.0031,text_unit
2.07.0032,text_unit
3.01.0033,text_unit
3.01.0034,text_unit
3.01.0035,text_unit
3.01.0036,text_unit
3.01.0037,text_unit
3.01.0038,text_unit
3.01.0039,text_unit
3.01.0040,text_unit
3.02.0041,text_unit
3.02.0042,text_unit
4.01.0043,text_unit
4.01.0044,text_unit
4.02.0045,text_unit
4.02.0046,text_unit
4.02.0047,text_unit
4.02.0048,text_unit
4.02.0049,text_unit
4.02.0050,text_unit
4.03.0051,text_unit
4.03.0052,text_unit
4.04.0053,text_unit
4.04.0054,text_unit
4.04.0055,text_unit
4.04.0056,text_unit
4.04.0057,text_unit
4.04.0058,text_unit
5.01.0059,text_unit
5.01.0060,text_unit
5.02.0061,text_unit
5.02.0062,text_unit
5.02.0063,text_unit
5.02.0064,text_unit
5.02.0065,text_unit
5.03.0066,text_unit
5.03.0067,text_unit
5.04.0068,text_unit
5.04.0069,text_unit
5.04.0070,text_unit
