node,node_type
#AnnePage_Wiv,character
#BOYS_Wiv,character
#Bardolph_1H4,character
#DoctorCaius_Wiv,character
#Falstaff_1H4,character
#Fenton_Wiv,character
#Host_Wiv,character
#HughEvans_Wiv,character
#John_Wiv,character
#MasterFord_Wiv,character
#MasterPage_Wiv,character
#MistressFord_Wiv,character
#MistressPage_Wiv,character
#MistressQuickly_1H4,character
#Nym_H5,character
#Pistol_2H4,character
#Robert_Wiv,character
#Robin_Wiv,character
#Rugby_Wiv,character
#Shallow_2H4,character
#Simple_Wiv,character
#Slender_Wiv,character
#WilliamPage_Wiv,character
1.01,text_unit
1.02,text_unit
1.03,text_unit
1.04,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
3.04,text_unit
3.05,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
4.04,text_unit
4.05,text_unit
4.06,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
5.04,text_unit
5.05,text_unit
