source,target,n_lines,n_tokens,edge_type
#Bianca_Oth,3.04.0079,17,112,active
#Bianca_Oth,4.01.0084,11,102,active
#Bianca_Oth,5.01.0107,4,28,active
#Bianca_Oth,5.01.0109,3,25,active
#Bianca_Oth,5.02.0113,1,3,active
#Brabantio_Oth,1.01.0002,25,161,active
#Brabantio_Oth,1.01.0004,25,177,active
#Brabantio_Oth,1.02.0009,33,235,active
#Brabantio_Oth,1.03.0018,33,225,active
#Brabantio_Oth,1.03.0020,32,247,active
#Cassio_Oth,1.02.0006,13,85,active
#Cassio_Oth,1.02.0007,3,11,active
#Cassio_Oth,1.02.0008,1,8,active
#Cassio_Oth,2.01.0027,8,57,active
#Cassio_Oth,2.01.0028,4,25,active
#Cassio_Oth,2.01.0029,5,32,active
#Cassio_Oth,2.01.0030,17,118,active
#Cassio_Oth,2.01.0031,12,75,active
#Cassio_Oth,2.01.0032,8,54,active
#Cassio_Oth,2.03.0037,3,17,active
#Cassio_Oth,2.03.0038,17,102,active
#Cassio_Oth,2.03.0040,24,179,active
#Cassio_Oth,2.03.0045,7,35,active
#Cassio_Oth,2.03.0047,1,8,active
#Cassio_Oth,2.03.0050,35,264,active
#Cassio_Oth,3.01.0054,3,16,active
#Cassio_Oth,3.01.0057,7,49,active
#Cassio_Oth,3.01.0058,7,45,active
#Cassio_Oth,3.01.0059,3,9,active
#Cassio_Oth,3.01.0060,5,30,active
#Cassio_Oth,3.03.0063,9,56,active
#Cassio_Oth,3.03.0064,3,19,active
#Cassio_Oth,3.04.0077,13,96,active
#Cassio_Oth,3.04.0078,1,5,active
#Cassio_Oth,3.04.0079,25,176,active
#Cassio_Oth,4.01.0081,2,8,active
#Cassio_Oth,4.01.0083,20,139,active
#Cassio_Oth,4.01.0084,4,26,active
#Cassio_Oth,4.01.0085,3,17,active
#Cassio_Oth,5.01.0102,3,22,active
#Cassio_Oth,5.01.0103,1,8,active
#Cassio_Oth,5.01.0104,1,6,active
#Cassio_Oth,5.01.0105,2,10,active
#Cassio_Oth,5.01.0106,7,41,active
#Cassio_Oth,5.01.0107,2,11,active
#Cassio_Oth,5.02.0113,1,3,active
#Cassio_Oth,5.02.0117,14,99,active
#Clown_Oth,3.01.0055,2,15,active
#Clown_Oth,3.01.0056,11,91,active
#Clown_Oth,3.01.0057,3,26,active
#Clown_Oth,3.04.0073,12,95,active
