node,node_type
#ATTENDANTS_2H4,character
#Archbishop_1H4,character
#BEADLES.0.1_2H4,character
#BEADLES_2H4,character
#Bardolph_1H4,character
#Bedford_H5,character
#Blunt_2H4,character
#Bullcalf_2H4,character
#ChiefJustice_2H4,character
#Chorus_2H4,character
#Clarence_2H4,character
#Colevile_2H4,character
#DRAWERS.1_2H4,character
#DRAWERS.Francis_1H4,character
#DRAWERS.Will_2H4,character
#DRAWERS.X_2H4,character
#Davy_2H4,character
#DollTearsheet_2H4,character
#Epilogue_2H4,character
#Falstaff_1H4,character
#Feeble_2H4,character
#GROOMS.1_2H4,character
#GROOMS.2_2H4,character
#Gloucester_2H4,character
#Harcourt_2H4,character
#Hastings_2H4,character
#HenryIV_1H4,character
#HenryV_H5,character
#LadyNorthumberland_2H4,character
#LadyPercy_1H4,character
#LordBardolph_2H4,character
#MESSENGERS.1_2H4,character
#MESSENGERS.Gower_2H4,character
#MUSICIANS_2H4,character
#Man_2H4,character
#MistressQuickly_1H4,character
#Morton_2H4,character
#Mouldy_2H4,character
#Mowbray_2H4,character
#Northumberland_R2,character
#OFFICERS.Fang_2H4,character
#OFFICERS.Snare_2H4,character
#OFFICERS_2H4,character
#Peto_1H4,character
#Pistol_2H4,character
#Poins_1H4,character
#Porter_2H4,character
#SERVANTS.CHIEFJUSTICE.1_2H4,character
#SERVANTS.FALSTAFF.1_2H4,character
#SERVANTS.HENRY_2H4,character
#SOLDIERS.HENRY_2H4,character
#SOLDIERS.REBEL_2H4,character
#Shadow_2H4,character
#Shallow_2H4,character
#Silence_2H4,character
#Surrey_2H4,character
#Travers_2H4,character
#Wart_2H4,character
#Warwick_2H4,character
#Westmoreland_1H4,character
0.00,text_unit
1.01,text_unit
1.02,text_unit
1.03,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
2.04,text_unit
3.01,text_unit
3.02,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
5.04,text_unit
5.05,text_unit
6.00,text_unit
