node1,node2,n_lines,n_tokens
#Edmund_Lr,1.01.0001,33,243
#Gloucester_Lr,1.01.0001,33,243
#Kent_Lr,1.01.0001,33,243
#ATTENDANTS_Lr,1.01.0002,3,12
#Albany_Lr,1.01.0002,3,12
#Cordelia_Lr,1.01.0002,3,12
#Cornwall_Lr,1.01.0002,3,12
#Edmund_Lr,1.01.0002,3,12
#Gloucester_Lr,1.01.0002,3,12
#Goneril_Lr,1.01.0002,3,12
#Kent_Lr,1.01.0002,3,12
#Lear_Lr,1.01.0002,3,12
#Regan_Lr,1.01.0002,3,12
#ATTENDANTS_Lr,1.01.0003,178,1199
#Albany_Lr,1.01.0003,178,1199
#Cordelia_Lr,1.01.0003,178,1199
#Cornwall_Lr,1.01.0003,178,1199
#Edmund_Lr,1.01.0003,178,1199
#Goneril_Lr,1.01.0003,178,1199
#Kent_Lr,1.01.0003,178,1199
#Lear_Lr,1.01.0003,178,1199
#Regan_Lr,1.01.0003,178,1199
#ATTENDANTS.0_Lr,1.01.0004,96,647
#ATTENDANTS_Lr,1.01.0004,96,647
#Albany_Lr,1.01.0004,96,647
#Burgundy_Lr,1.01.0004,96,647
#Cordelia_Lr,1.01.0004,96,647
#Cornwall_Lr,1.01.0004,96,647
#Edmund_Lr,1.01.0004,96,647
#France_Lr,1.01.0004,96,647
#Gloucester_Lr,1.01.0004,96,647
#Goneril_Lr,1.01.0004,96,647
#Lear_Lr,1.01.0004,96,647
#Regan_Lr,1.01.0004,96,647
#ATTENDANTS.0_Lr,1.01.0005,19,126
#Cordelia_Lr,1.01.0005,19,126
#France_Lr,1.01.0005,19,126
#Goneril_Lr,1.01.0005,19,126
#Regan_Lr,1.01.0005,19,126
#ATTENDANTS.0_Lr,1.01.0006,27,193
#Goneril_Lr,1.01.0006,27,193
#Regan_Lr,1.01.0006,27,193
#Edmund_Lr,1.02.0007,23,165
#Edmund_Lr,1.02.0008,101,780
#Gloucester_Lr,1.02.0008,101,780
#Edmund_Lr,1.02.0009,16,138
#Edgar_Lr,1.02.0010,46,325
#Edmund_Lr,1.02.0010,46,325
#Edmund_Lr,1.02.0011,6,50
#Goneril_Lr,1.03.0012,29,218
#Oswald_Lr,1.03.0012,29,218
#Kent_Lr,1.04.0013,8,57
#ATTENDANTS.LEAR_Lr,1.04.0014,36,249
#Kent_Lr,1.04.0014,36,249
#Lear_Lr,1.04.0014,36,249
#ATTENDANTS.LEAR_Lr,1.04.0015,2,9
#Kent_Lr,1.04.0015,2,9
#Lear_Lr,1.04.0015,2,9
#Oswald_Lr,1.04.0015,2,9
#ATTENDANTS.LEAR_Lr,1.04.0016,3,18
#Kent_Lr,1.04.0016,3,18
#Lear_Lr,1.04.0016,3,18
#ATTENDANTS.LEAR.0.3_Lr,1.04.0017,28,209
#ATTENDANTS.LEAR_Lr,1.04.0017,28,209
#Kent_Lr,1.04.0017,28,209
#Lear_Lr,1.04.0017,28,209
#ATTENDANTS.LEAR.0.3_Lr,1.04.0018,16,98
#ATTENDANTS.LEAR_Lr,1.04.0018,16,98
#Kent_Lr,1.04.0018,16,98
#Lear_Lr,1.04.0018,16,98
#Oswald_Lr,1.04.0018,16,98
#ATTENDANTS.LEAR.0.3_Lr,1.04.0019,2,12
#ATTENDANTS.LEAR_Lr,1.04.0019,2,12
#Kent_Lr,1.04.0019,2,12
#Lear_Lr,1.04.0019,2,12
#ATTENDANTS.LEAR.0.3_Lr,1.04.0020,98,664
#ATTENDANTS.LEAR_Lr,1.04.0020,98,664
#Fool_Lr,1.04.0020,98,664
#Kent_Lr,1.04.0020,98,664
#Lear_Lr,1.04.0020,98,664
#ATTENDANTS.LEAR.0.3_Lr,1.04.0021,73,515
#ATTENDANTS.LEAR_Lr,1.04.0021,73,515
#Fool_Lr,1.04.0021,73,515
#Goneril_Lr,1.04.0021,73,515
#Kent_Lr,1.04.0021,73,515
#Lear_Lr,1.04.0021,73,515
#ATTENDANTS.LEAR.0.3_Lr,1.04.0022,37,259
#ATTENDANTS.LEAR_Lr,1.04.0022,37,259
#Albany_Lr,1.04.0022,37,259
#Fool_Lr,1.04.0022,37,259
#Goneril_Lr,1.04.0022,37,259
#Kent_Lr,1.04.0022,37,259
#Lear_Lr,1.04.0022,37,259
#ATTENDANTS.LEAR.0.3_Lr,1.04.0023,4,27
#Albany_Lr,1.04.0023,4,27
#Goneril_Lr,1.04.0023,4,27
#ATTENDANTS.LEAR.0.3_Lr,1.04.0024,20,142
#Albany_Lr,1.04.0024,20,142
#Fool_Lr,1.04.0024,20,142
#Goneril_Lr,1.04.0024,20,142
#Lear_Lr,1.04.0024,20,142
#ATTENDANTS.LEAR.0.3_Lr,1.04.0025,12,70
#Albany_Lr,1.04.0025,12,70
#Fool_Lr,1.04.0025,12,70
#Goneril_Lr,1.04.0025,12,70
#ATTENDANTS.LEAR.0.3_Lr,1.04.0026,15,104
#Albany_Lr,1.04.0026,15,104
#Goneril_Lr,1.04.0026,15,104
#ATTENDANTS.LEAR.0.3_Lr,1.04.0027,8,49
#Albany_Lr,1.04.0027,8,49
#Goneril_Lr,1.04.0027,8,49
#Oswald_Lr,1.04.0027,8,49
#ATTENDANTS.LEAR.0.3_Lr,1.04.0028,10,56
#Albany_Lr,1.04.0028,10,56
#Goneril_Lr,1.04.0028,10,56
#ATTENDANTS.X.1_Lr,1.05.0029,7,50
#Fool_Lr,1.05.0029,7,50
#Kent_Lr,1.05.0029,7,50
#Lear_Lr,1.05.0029,7,50
#ATTENDANTS.X.1_Lr,1.05.0030,26,173
#Fool_Lr,1.05.0030,26,173
#Lear_Lr,1.05.0030,26,173
#Fool_Lr,1.05.0031,13,89
#Lear_Lr,1.05.0031,13,89
#ATTENDANTS.X.1_Lr,1.05.0032,6,32
#Fool_Lr,1.05.0032,6,32
#Lear_Lr,1.05.0032,6,32
#Curan_Lr,2.01.0033,13,93
#Edmund_Lr,2.01.0033,13,93
#Edmund_Lr,2.01.0034,6,48
#Edgar_Lr,2.01.0035,16,108
#Edmund_Lr,2.01.0035,16,108
#Edmund_Lr,2.01.0036,5,29
#Edmund_Lr,2.01.0037,11,54
#Gloucester_Lr,2.01.0037,11,54
#SERVANTS_Lr,2.01.0037,11,54
#Edmund_Lr,2.01.0038,49,338
#Gloucester_Lr,2.01.0038,49,338
#ATTENDANTS.REGAN_Lr,2.01.0039,52,359
#Cornwall_Lr,2.01.0039,52,359
#Edmund_Lr,2.01.0039,52,359
#Gloucester_Lr,2.01.0039,52,359
#Regan_Lr,2.01.0039,52,359
#Kent_Lr,2.02.0040,44,287
#Oswald_Lr,2.02.0040,44,287
#Cornwall_Lr,2.02.0041,121,826
#Edmund_Lr,2.02.0041,121,826
#Gloucester_Lr,2.02.0041,121,826
#Kent_Lr,2.02.0041,121,826
#Oswald_Lr,2.02.0041,121,826
#Regan_Lr,2.02.0041,121,826
#SERVANTS_Lr,2.02.0041,121,826
#Gloucester_Lr,2.02.0042,9,70
#Kent_Lr,2.02.0042,9,70
#Kent_Lr,2.02.0043,15,93
#Edgar_Lr,2.03.0044,21,152
#ATTENDANTS.X.2_Lr,2.04.0045,5,30
#Fool_Lr,2.04.0045,5,30
#Lear_Lr,2.04.0045,5,30
#ATTENDANTS.X.2_Lr,2.04.0046,62,366
#Fool_Lr,2.04.0046,62,366
#Kent_Lr,2.04.0046,62,366
#Lear_Lr,2.04.0046,62,366
#ATTENDANTS.X.2_Lr,2.04.0047,26,200
#Fool_Lr,2.04.0047,26,200
#Kent_Lr,2.04.0047,26,200
#ATTENDANTS.X.2_Lr,2.04.0048,41,256
#Fool_Lr,2.04.0048,41,256
#Gloucester_Lr,2.04.0048,41,256
#Kent_Lr,2.04.0048,41,256
#Lear_Lr,2.04.0048,41,256
#ATTENDANTS.X.2_Lr,2.04.0049,6,55
#Fool_Lr,2.04.0049,6,55
#Kent_Lr,2.04.0049,6,55
#Lear_Lr,2.04.0049,6,55
#ATTENDANTS.X.2_Lr,2.04.0050,69,467
#Cornwall_Lr,2.04.0050,69,467
#Fool_Lr,2.04.0050,69,467
#Gloucester_Lr,2.04.0050,69,467
#Kent_Lr,2.04.0050,69,467
#Lear_Lr,2.04.0050,69,467
#Regan_Lr,2.04.0050,69,467
#SERVANTS_Lr,2.04.0050,69,467
#ATTENDANTS.X.2_Lr,2.04.0051,7,44
#Cornwall_Lr,2.04.0051,7,44
#Fool_Lr,2.04.0051,7,44
#Gloucester_Lr,2.04.0051,7,44
#Kent_Lr,2.04.0051,7,44
#Lear_Lr,2.04.0051,7,44
#Oswald_Lr,2.04.0051,7,44
#Regan_Lr,2.04.0051,7,44
#SERVANTS_Lr,2.04.0051,7,44
#ATTENDANTS.X.2_Lr,2.04.0052,111,820
#Cornwall_Lr,2.04.0052,111,820
#Fool_Lr,2.04.0052,111,820
#Gloucester_Lr,2.04.0052,111,820
#Goneril_Lr,2.04.0052,111,820
#Kent_Lr,2.04.0052,111,820
#Lear_Lr,2.04.0052,111,820
#Oswald_Lr,2.04.0052,111,820
#Regan_Lr,2.04.0052,111,820
#SERVANTS_Lr,2.04.0052,111,820
#Cornwall_Lr,2.04.0053,9,62
#Goneril_Lr,2.04.0053,9,62
#Oswald_Lr,2.04.0053,9,62
#Regan_Lr,2.04.0053,9,62
#SERVANTS_Lr,2.04.0053,9,62
#Cornwall_Lr,2.04.0054,17,123
#Gloucester_Lr,2.04.0054,17,123
#Goneril_Lr,2.04.0054,17,123
#Oswald_Lr,2.04.0054,17,123
#Regan_Lr,2.04.0054,17,123
#SERVANTS_Lr,2.04.0054,17,123
#ATTENDANTS.X.3_Lr,3.01.0055,62,432
#Kent_Lr,3.01.0055,62,432
#Fool_Lr,3.02.0056,40,262
#Lear_Lr,3.02.0056,40,262
#Fool_Lr,3.02.0057,45,314
#Kent_Lr,3.02.0057,45,314
#Lear_Lr,3.02.0057,45,314
#Fool_Lr,3.02.0058,18,123
#Edmund_Lr,3.03.0059,20,179
#Gloucester_Lr,3.03.0059,20,179
#Edmund_Lr,3.03.0060,5,40
#Fool_Lr,3.04.0061,31,241
#Kent_Lr,3.04.0061,31,241
#Lear_Lr,3.04.0061,31,241
#Kent_Lr,3.04.0062,10,67
#Lear_Lr,3.04.0062,10,67
#Edgar_Lr,3.04.0063,2,8
#Kent_Lr,3.04.0063,2,8
#Lear_Lr,3.04.0063,2,8
#Edgar_Lr,3.04.0064,77,599
#Fool_Lr,3.04.0064,77,599
#Kent_Lr,3.04.0064,77,599
#Lear_Lr,3.04.0064,77,599
#Edgar_Lr,3.04.0065,77,524
#Fool_Lr,3.04.0065,77,524
#Gloucester_Lr,3.04.0065,77,524
#Kent_Lr,3.04.0065,77,524
#Lear_Lr,3.04.0065,77,524
#Cornwall_Lr,3.05.0066,26,192
#Edmund_Lr,3.05.0066,26,192
#Gloucester_Lr,3.06.0067,5,45
#Kent_Lr,3.06.0067,5,45
#Edgar_Lr,3.06.0068,85,567
#Fool_Lr,3.06.0068,85,567
#Kent_Lr,3.06.0068,85,567
#Lear_Lr,3.06.0068,85,567
#Edgar_Lr,3.06.0069,20,137
#Fool_Lr,3.06.0069,20,137
#Gloucester_Lr,3.06.0069,20,137
#Kent_Lr,3.06.0069,20,137
#Lear_Lr,3.06.0069,20,137
#Edgar_Lr,3.06.0070,16,104
#Cornwall_Lr,3.07.0071,14,92
#Edmund_Lr,3.07.0071,14,92
#Goneril_Lr,3.07.0071,14,92
#Regan_Lr,3.07.0071,14,92
#SERVANTS_Lr,3.07.0071,14,92
#Cornwall_Lr,3.07.0072,8,54
#Edmund_Lr,3.07.0072,8,54
#Goneril_Lr,3.07.0072,8,54
#Oswald_Lr,3.07.0072,8,54
#Regan_Lr,3.07.0072,8,54
#SERVANTS_Lr,3.07.0072,8,54
#Cornwall_Lr,3.07.0073,2,7
#Edmund_Lr,3.07.0073,2,7
#Goneril_Lr,3.07.0073,2,7
#Regan_Lr,3.07.0073,2,7
#SERVANTS_Lr,3.07.0073,2,7
#Cornwall_Lr,3.07.0074,6,45
#Regan_Lr,3.07.0074,6,45
#SERVANTS_Lr,3.07.0074,6,45
#Cornwall_Lr,3.07.0075,57,353
#Gloucester_Lr,3.07.0075,57,353
#Regan_Lr,3.07.0075,57,353
#SERVANTS.0_Lr,3.07.0075,57,353
#SERVANTS_Lr,3.07.0075,57,353
#Cornwall_Lr,3.07.0076,27,183
#Gloucester_Lr,3.07.0076,27,183
#Regan_Lr,3.07.0076,27,183
#SERVANTS.0.1_Lr,3.07.0076,27,183
#SERVANTS.0_Lr,3.07.0076,27,183
#SERVANTS_Lr,3.07.0076,27,183
#Cornwall_Lr,3.07.0077,5,39
#Regan_Lr,3.07.0077,5,39
#SERVANTS.0.1_Lr,3.07.0077,5,39
#SERVANTS_Lr,3.07.0077,5,39
#SERVANTS.0.1_Lr,3.07.0078,2,13
#SERVANTS.0.2_Lr,3.07.0078,2,13
#SERVANTS_Lr,3.07.0078,2,13
#SERVANTS.0.1_Lr,3.07.0079,8,61
#SERVANTS.0.2_Lr,3.07.0079,8,61
#SERVANTS.0.3_Lr,3.07.0079,8,61
#SERVANTS_Lr,3.07.0079,8,61
#ATTENDANTS.CORDELIA_Lr,4.00.0090,8,57
#Cordelia_Lr,4.00.0090,8,57
#Doctor_Lr,4.00.0090,8,57
#SOLDIERS.CORDELIA_Lr,4.00.0090,8,57
#ATTENDANTS.CORDELIA_Lr,4.00.0091,14,92
#Cordelia_Lr,4.00.0091,14,92
#Doctor_Lr,4.00.0091,14,92
#ATTENDANTS.CORDELIA_Lr,4.00.0092,10,62
#Cordelia_Lr,4.00.0092,10,62
#Doctor_Lr,4.00.0092,10,62
#MESSENGERS.X.2_Lr,4.00.0092,10,62
#Edgar_Lr,4.01.0080,9,70
#Edgar_Lr,4.01.0081,49,356
#Gloucester_Lr,4.01.0081,49,356
#OldMan_Lr,4.01.0081,49,356
#Edgar_Lr,4.01.0082,32,214
#Gloucester_Lr,4.01.0082,32,214
#Edmund_Lr,4.02.0083,2,14
#Goneril_Lr,4.02.0083,2,14
#Edmund_Lr,4.02.0084,28,196
#Goneril_Lr,4.02.0084,28,196
#Oswald_Lr,4.02.0084,28,196
#Goneril_Lr,4.02.0085,6,28
#Oswald_Lr,4.02.0085,6,28
#Albany_Lr,4.02.0086,47,299
#Goneril_Lr,4.02.0086,47,299
#Albany_Lr,4.02.0087,23,147
#Goneril_Lr,4.02.0087,23,147
#MESSENGERS.X.1_Lr,4.02.0087,23,147
#Albany_Lr,4.02.0088,12,82
#MESSENGERS.X.1_Lr,4.02.0088,12,82
#ATTENDANTS.X.4_Lr,4.03.0089,66,432
#Kent_Lr,4.03.0089,66,432
#Oswald_Lr,4.05.0093,45,314
#Regan_Lr,4.05.0093,45,314
#Edgar_Lr,4.06.0094,98,654
#Gloucester_Lr,4.06.0094,98,654
#Edgar_Lr,4.06.0095,107,832
#Gloucester_Lr,4.06.0095,107,832
#Lear_Lr,4.06.0095,107,832
#ATTENDANTS.CORDELIA.1_Lr,4.06.0096,18,125
#Edgar_Lr,4.06.0096,18,125
#Gloucester_Lr,4.06.0096,18,125
#Lear_Lr,4.06.0096,18,125
#SERVANTS.CORDELIA_Lr,4.06.0096,18,125
#ATTENDANTS.CORDELIA.1_Lr,4.06.0097,17,106
#Edgar_Lr,4.06.0097,17,106
#Gloucester_Lr,4.06.0097,17,106
#Edgar_Lr,4.06.0098,12,77
#Gloucester_Lr,4.06.0098,12,77
#Edgar_Lr,4.06.0099,64,477
#Gloucester_Lr,4.06.0099,64,477
#Oswald_Lr,4.06.0099,64,477
#ATTENDANTS.CORDELIA.1_Lr,4.07.0100,24,157
#Cordelia_Lr,4.07.0100,24,157
#Doctor_Lr,4.07.0100,24,157
#Kent_Lr,4.07.0100,24,157
#ATTENDANTS.CORDELIA.1_Lr,4.07.0101,75,545
#Cordelia_Lr,4.07.0101,75,545
#Doctor_Lr,4.07.0101,75,545
#Kent_Lr,4.07.0101,75,545
#Lear_Lr,4.07.0101,75,545
#SERVANTS.CORDELIA_Lr,4.07.0101,75,545
#ATTENDANTS.CORDELIA.1_Lr,4.07.0102,11,69
#Kent_Lr,4.07.0102,11,69
#Kent_Lr,4.07.0103,2,17
#ATTENDANTS.REGAN_Lr,5.01.0104,20,132
#Edmund_Lr,5.01.0104,20,132
#Regan_Lr,5.01.0104,20,132
#SOLDIERS.REGAN_Lr,5.01.0104,20,132
#ATTENDANTS.REGAN_Lr,5.01.0105,22,145
#Albany_Lr,5.01.0105,22,145
#Edmund_Lr,5.01.0105,22,145
#Goneril_Lr,5.01.0105,22,145
#Regan_Lr,5.01.0105,22,145
#SOLDIERS.GONERIL_Lr,5.01.0105,22,145
#SOLDIERS.REGAN_Lr,5.01.0105,22,145
#ATTENDANTS.REGAN_Lr,5.01.0106,3,18
#Albany_Lr,5.01.0106,3,18
#Edgar_Lr,5.01.0106,3,18
#Edmund_Lr,5.01.0106,3,18
#Goneril_Lr,5.01.0106,3,18
#Regan_Lr,5.01.0106,3,18
#SOLDIERS.GONERIL_Lr,5.01.0106,3,18
#SOLDIERS.REGAN_Lr,5.01.0106,3,18
#Albany_Lr,5.01.0107,11,79
#Edgar_Lr,5.01.0107,11,79
#Albany_Lr,5.01.0108,1,9
#Albany_Lr,5.01.0109,5,34
#Edmund_Lr,5.01.0109,5,34
#Edmund_Lr,5.01.0110,15,122
#Edgar_Lr,5.02.0111,5,34
#Gloucester_Lr,5.02.0111,5,34
#Edgar_Lr,5.02.0112,8,57
#Gloucester_Lr,5.02.0112,8,57
#Cordelia_Lr,5.03.0113,30,220
#Edmund_Lr,5.03.0113,30,220
#Lear_Lr,5.03.0113,30,220
#SOLDIERS.CAPTAINS.1_Lr,5.03.0113,30,220
#SOLDIERS_Lr,5.03.0113,30,220
#Edmund_Lr,5.03.0114,15,115
#SOLDIERS.CAPTAINS.1_Lr,5.03.0114,15,115
#Albany_Lr,5.03.0115,84,539
#Edmund_Lr,5.03.0115,84,539
#Goneril_Lr,5.03.0115,84,539
#Regan_Lr,5.03.0115,84,539
#SOLDIERS.CAPTAINS.2_Lr,5.03.0115,84,539
#SOLDIERS_Lr,5.03.0115,84,539
#Albany_Lr,5.03.0116,10,58
#Edmund_Lr,5.03.0116,10,58
#Goneril_Lr,5.03.0116,10,58
#Herald_Lr,5.03.0116,10,58
#SOLDIERS.CAPTAINS.2_Lr,5.03.0116,10,58
#SOLDIERS_Lr,5.03.0116,10,58
#Albany_Lr,5.03.0117,54,357
#Edgar_Lr,5.03.0117,54,357
#Edmund_Lr,5.03.0117,54,357
#Goneril_Lr,5.03.0117,54,357
#Herald_Lr,5.03.0117,54,357
#SOLDIERS.CAPTAINS.2_Lr,5.03.0117,54,357
#SOLDIERS_Lr,5.03.0117,54,357
#Albany_Lr,5.03.0118,67,502
#Edgar_Lr,5.03.0118,67,502
#Edmund_Lr,5.03.0118,67,502
#Herald_Lr,5.03.0118,67,502
#SOLDIERS.CAPTAINS.2_Lr,5.03.0118,67,502
#SOLDIERS_Lr,5.03.0118,67,502
#ATTENDANTS.ALBANY_Lr,5.03.0119,12,64
#Albany_Lr,5.03.0119,12,64
#Edgar_Lr,5.03.0119,12,64
