node1,node2,n_lines,n_tokens
#ATTENDANTS_MM,1.01,90,645
#Angelo_MM,1.01,90,645
#Duke_MM,1.01,90,645
#Escalus_MM,1.01,90,645
#Bawd_MM,1.02,192,1350
#Claudio_MM,1.02,192,1350
#GENTLEMEN.1_MM,1.02,192,1350
#GENTLEMEN.2_MM,1.02,192,1350
#Juliet_MM,1.02,192,1350
#Lucio_MM,1.02,192,1350
#OFFICERS_MM,1.02,192,1350
#Pompey_MM,1.02,192,1350
#Provost_MM,1.02,192,1350
#Duke_MM,1.03,58,439
#FriarThomas_MM,1.03,58,439
#Isabella_MM,1.04,100,705
#Lucio_MM,1.04,100,705
#Nun_MM,1.04,100,705
#Angelo_MM,2.01,295,2153
#Elbow_MM,2.01,295,2153
#Escalus_MM,2.01,295,2153
#Froth_MM,2.01,295,2153
#Justice_MM,2.01,295,2153
#OFFICERS_MM,2.01,295,2153
#Pompey_MM,2.01,295,2153
#Provost_MM,2.01,295,2153
#SERVANTS_MM,2.01,295,2153
#Angelo_MM,2.02,224,1539
#Isabella_MM,2.02,224,1539
#Lucio_MM,2.02,224,1539
#Provost_MM,2.02,224,1539
#SERVANTS.1_MM,2.02,224,1539
#Duke_MM,2.03,48,330
#Juliet_MM,2.03,48,330
#Provost_MM,2.03,48,330
#Angelo_MM,2.04,202,1472
#Isabella_MM,2.04,202,1472
#SERVANTS.1_MM,2.04,202,1472
#Claudio_MM,3.01,296,2180
#Duke_MM,3.01,296,2180
#Isabella_MM,3.01,296,2180
#Provost_MM,3.01,296,2180
#Bawd_MM,3.02,282,2154
#Duke_MM,3.02,282,2154
#Elbow_MM,3.02,282,2154
#Escalus_MM,3.02,282,2154
#Lucio_MM,3.02,282,2154
#OFFICERS_MM,3.02,282,2154
#Pompey_MM,3.02,282,2154
#Provost_MM,3.02,282,2154
#Boy_MM,4.01,83,589
#Duke_MM,4.01,83,589
#Isabella_MM,4.01,83,589
#Mariana_MM,4.01,83,589
#Abhorson_MM,4.02,227,1661
#Claudio_MM,4.02,227,1661
#Duke_MM,4.02,227,1661
#Messenger_MM,4.02,227,1661
#OFFICERS.1_MM,4.02,227,1661
#Pompey_MM,4.02,227,1661
#Provost_MM,4.02,227,1661
#Abhorson_MM,4.03,194,1367
#Barnardine_MM,4.03,194,1367
#Duke_MM,4.03,194,1367
#Isabella_MM,4.03,194,1367
#Lucio_MM,4.03,194,1367
#Pompey_MM,4.03,194,1367
#Provost_MM,4.03,194,1367
#Angelo_MM,4.04,36,262
#Escalus_MM,4.04,36,262
#Duke_MM,4.05,14,109
#FriarPeter_MM,4.05,14,109
#Varrius_MM,4.05,14,109
#FriarPeter_MM,4.06,18,127
#Isabella_MM,4.06,18,127
#Mariana_MM,4.06,18,127
#ATTENDANTS_MM,5.01,613,4215
#Angelo_MM,5.01,613,4215
#Barnardine_MM,5.01,613,4215
#CITIZENS_MM,5.01,613,4215
#Claudio_MM,5.01,613,4215
#Duke_MM,5.01,613,4215
#Escalus_MM,5.01,613,4215
#FriarPeter_MM,5.01,613,4215
#Isabella_MM,5.01,613,4215
#Juliet_MM,5.01,613,4215
#Lucio_MM,5.01,613,4215
#Mariana_MM,5.01,613,4215
#OFFICERS.0.1_MM,5.01,613,4215
#OFFICERS.0.2_MM,5.01,613,4215
#OFFICERS_MM,5.01,613,4215
#Provost_MM,5.01,613,4215
#Varrius_MM,5.01,613,4215
