act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,459,59,#Antonio_MV #Salarino_MV #Solanio_MV
1,1,2,91,13,#Antonio_MV #Bassanio_MV #Gratiano_MV #Lorenzo_MV #Salarino_MV #Solanio_MV
1,1,3,353,47,#Antonio_MV #Bassanio_MV #Gratiano_MV #Lorenzo_MV
1,1,4,584,73,#Antonio_MV #Bassanio_MV
1,2,5,1034,121,#Nerissa_MV #Portia_MV
1,2,6,107,13,#Nerissa_MV #Portia_MV #SERVANTS.1_MV
1,3,7,273,39,#Bassanio_MV #Shylock_MV
1,3,8,1103,151,#Antonio_MV #Bassanio_MV #Shylock_MV
1,3,9,35,4,#Antonio_MV #Bassanio_MV
2,1,10,364,49,#ATTENDANTS.MOROCCO_MV #ATTENDANTS.PORTIA_MV #Morocco_MV #Nerissa_MV #Portia_MV
2,2,11,271,31,#LanceletGobbo_MV
2,2,12,675,81,#LanceletGobbo_MV #OldGobbo_MV
2,2,13,40,5,#ATTENDANTS.BASSANIO.1_MV #ATTENDANTS.BASSANIO.2_MV #ATTENDANTS.BASSANIO.Leonardo_MV #Bassanio_MV #LanceletGobbo_MV #OldGobbo_MV
2,2,14,277,37,#ATTENDANTS.BASSANIO.2_MV #ATTENDANTS.BASSANIO.Leonardo_MV #Bassanio_MV #LanceletGobbo_MV #OldGobbo_MV
2,2,15,119,13,#ATTENDANTS.BASSANIO.Leonardo_MV #Bassanio_MV #LanceletGobbo_MV #OldGobbo_MV
2,2,16,37,5,#ATTENDANTS.BASSANIO.Leonardo_MV #Bassanio_MV
2,2,17,7,2,#ATTENDANTS.BASSANIO.Leonardo_MV #Bassanio_MV #Gratiano_MV
2,2,18,242,36,#Bassanio_MV #Gratiano_MV
2,3,19,114,15,#Jessica_MV #LanceletGobbo_MV
2,3,20,49,6,#Jessica_MV
2,4,21,60,9,#Gratiano_MV #Lorenzo_MV #Salarino_MV #Solanio_MV
2,4,22,87,14,#Gratiano_MV #LanceletGobbo_MV #Lorenzo_MV #Salarino_MV #Solanio_MV
2,4,23,43,8,#Gratiano_MV #Lorenzo_MV #Salarino_MV #Solanio_MV
2,4,24,94,12,#Gratiano_MV #Lorenzo_MV
2,5,25,68,10,#LanceletGobbo_MV #Shylock_MV
2,5,26,261,34,#Jessica_MV #LanceletGobbo_MV #Shylock_MV
2,5,27,92,12,#Jessica_MV #Shylock_MV
2,5,28,16,2,#Jessica_MV
2,6,29,144,20,#Gratiano_MV #Salarino_MV
2,6,30,50,6,#Gratiano_MV #Lorenzo_MV #Salarino_MV
2,6,31,198,26,#Gratiano_MV #Jessica_MV #Lorenzo_MV #Salarino_MV
2,6,32,61,7,#Gratiano_MV #Lorenzo_MV #Salarino_MV
2,6,33,16,2,#Gratiano_MV #Jessica_MV #Lorenzo_MV #Salarino_MV
2,6,34,61,9,#Antonio_MV #Gratiano_MV
2,7,35,607,85,#ATTENDANTS.MOROCCO_MV #ATTENDANTS.PORTIA_MV #Morocco_MV #Nerissa_MV #Portia_MV
2,7,36,15,2,#ATTENDANTS.PORTIA_MV #Nerissa_MV #Portia_MV
2,8,37,413,56,#Salarino_MV #Solanio_MV
2,9,38,23,3,#ATTENDANTS.PORTIA_MV #Nerissa_MV
2,9,39,569,81,#ATTENDANTS.ARRAGON_MV #ATTENDANTS.PORTIA_MV #Arragon_MV #Nerissa_MV #Portia_MV
2,9,40,41,6,#ATTENDANTS.PORTIA_MV #Nerissa_MV #Portia_MV
2,9,41,131,19,#ATTENDANTS.PORTIA_MV #Messenger_MV #Nerissa_MV #Portia_MV
3,1,42,175,22,#Salarino_MV #Solanio_MV
3,1,43,422,50,#Salarino_MV #Shylock_MV #Solanio_MV
3,1,44,24,3,#SERVANTS.2_MV #Salarino_MV #Shylock_MV #Solanio_MV
3,1,45,17,3,#SERVANTS.2_MV #Salarino_MV #Shylock_MV #Solanio_MV #Tubal_MV
3,1,46,394,51,#Shylock_MV #Tubal_MV
3,2,47,511,64,#ATTENDANTS.BASSANIO_MV #ATTENDANTS.PORTIA_MV #Bassanio_MV #Gratiano_MV #Nerissa_MV #Portia_MV
3,2,48,1180,158,#ATTENDANTS.BASSANIO_MV #ATTENDANTS.PORTIA_MV #Bassanio_MV #Gratiano_MV #MUSICIANS_MV #Nerissa_MV #Portia_MV
3,2,49,877,117,#ATTENDANTS.BASSANIO_MV #ATTENDANTS.PORTIA_MV #Bassanio_MV #Gratiano_MV #Jessica_MV #Lorenzo_MV #MUSICIANS_MV #Nerissa_MV #Portia_MV #Salerio_MV
3,3,50,147,18,#Antonio_MV #Jailer_MV #Shylock_MV #Solanio_MV
3,3,51,147,21,#Antonio_MV #Jailer_MV #Solanio_MV
