node1,node2,key,act,scene,stagegroup,n_tokens,n_lines,edge_index
#Boatswain_Tmp,#Shipmaster_Tmp,0,1,1,1,21,4,1
#Boatswain_Tmp,#SAILORS_Tmp,0,1,1,2,27,4,2
#Alonso_Tmp,#Antonio_Tmp,0,1,1,3,140,20,3
#Alonso_Tmp,#Ferdinand_Tmp,0,1,1,3,140,20,3
#Alonso_Tmp,#Gonzalo_Tmp,0,1,1,3,140,20,3
#Alonso_Tmp,#Sebastian_Tmp,0,1,1,3,140,20,3
#Antonio_Tmp,#Ferdinand_Tmp,0,1,1,3,140,20,3
#Antonio_Tmp,#Gonzalo_Tmp,0,1,1,3,140,20,3
#Antonio_Tmp,#Sebastian_Tmp,0,1,1,3,140,20,3
#Boatswain_Tmp,#Alonso_Tmp,0,1,1,3,140,20,3
#Boatswain_Tmp,#Antonio_Tmp,0,1,1,3,140,20,3
#Boatswain_Tmp,#Ferdinand_Tmp,0,1,1,3,140,20,3
#Boatswain_Tmp,#Gonzalo_Tmp,0,1,1,3,140,20,3
#Boatswain_Tmp,#SAILORS_Tmp,1,1,1,3,140,20,3
#Boatswain_Tmp,#Sebastian_Tmp,0,1,1,3,140,20,3
#Ferdinand_Tmp,#Gonzalo_Tmp,0,1,1,3,140,20,3
#Ferdinand_Tmp,#Sebastian_Tmp,0,1,1,3,140,20,3
#Gonzalo_Tmp,#Sebastian_Tmp,0,1,1,3,140,20,3
#SAILORS_Tmp,#Alonso_Tmp,0,1,1,3,140,20,3
#SAILORS_Tmp,#Antonio_Tmp,0,1,1,3,140,20,3
#SAILORS_Tmp,#Ferdinand_Tmp,0,1,1,3,140,20,3
#SAILORS_Tmp,#Gonzalo_Tmp,0,1,1,3,140,20,3
#SAILORS_Tmp,#Sebastian_Tmp,0,1,1,3,140,20,3
#Alonso_Tmp,#Antonio_Tmp,1,1,1,4,53,6,4
#Alonso_Tmp,#Ferdinand_Tmp,1,1,1,4,53,6,4
#Alonso_Tmp,#Gonzalo_Tmp,1,1,1,4,53,6,4
#Alonso_Tmp,#Sebastian_Tmp,1,1,1,4,53,6,4
#Antonio_Tmp,#Ferdinand_Tmp,1,1,1,4,53,6,4
#Antonio_Tmp,#Gonzalo_Tmp,1,1,1,4,53,6,4
#Antonio_Tmp,#Sebastian_Tmp,1,1,1,4,53,6,4
#Ferdinand_Tmp,#Gonzalo_Tmp,1,1,1,4,53,6,4
#Ferdinand_Tmp,#Sebastian_Tmp,1,1,1,4,53,6,4
#Gonzalo_Tmp,#Sebastian_Tmp,1,1,1,4,53,6,4
#SAILORS_Tmp,#Alonso_Tmp,1,1,1,4,53,6,4
#SAILORS_Tmp,#Antonio_Tmp,1,1,1,4,53,6,4
#SAILORS_Tmp,#Ferdinand_Tmp,1,1,1,4,53,6,4
#SAILORS_Tmp,#Gonzalo_Tmp,1,1,1,4,53,6,4
#SAILORS_Tmp,#Sebastian_Tmp,1,1,1,4,53,6,4
#Boatswain_Tmp,#SAILORS_Tmp,2,1,1,5,29,4,5
#Antonio_Tmp,#Gonzalo_Tmp,2,1,1,6,92,14,6
#Antonio_Tmp,#Sebastian_Tmp,2,1,1,6,92,14,6
#Boatswain_Tmp,#Antonio_Tmp,1,1,1,6,92,14,6
#Boatswain_Tmp,#Gonzalo_Tmp,1,1,1,6,92,14,6
#Boatswain_Tmp,#SAILORS_Tmp,3,1,1,6,92,14,6
#Boatswain_Tmp,#Sebastian_Tmp,1,1,1,6,92,14,6
#Gonzalo_Tmp,#Sebastian_Tmp,2,1,1,6,92,14,6
#SAILORS_Tmp,#Antonio_Tmp,2,1,1,6,92,14,6
#SAILORS_Tmp,#Gonzalo_Tmp,2,1,1,6,92,14,6
#SAILORS_Tmp,#Sebastian_Tmp,2,1,1,6,92,14,6
#Antonio_Tmp,#Gonzalo_Tmp,3,1,1,7,48,7,7
#Antonio_Tmp,#Sebastian_Tmp,3,1,1,7,48,7,7
#Boatswain_Tmp,#Antonio_Tmp,2,1,1,7,48,7,7
#Boatswain_Tmp,#Gonzalo_Tmp,2,1,1,7,48,7,7
#Boatswain_Tmp,#Sebastian_Tmp,2,1,1,7,48,7,7
#Gonzalo_Tmp,#Sebastian_Tmp,3,1,1,7,48,7,7
#Antonio_Tmp,#Gonzalo_Tmp,4,1,1,8,30,4,8
#Antonio_Tmp,#Sebastian_Tmp,4,1,1,8,30,4,8
#Gonzalo_Tmp,#Sebastian_Tmp,4,1,1,8,30,4,8
#Miranda_Tmp,#Prospero_Tmp,0,1,2,10,1540,223,10
#Miranda_Tmp,#Ariel_Tmp,0,1,2,11,959,139,11
#Miranda_Tmp,#Prospero_Tmp,1,1,2,11,959,139,11
#Prospero_Tmp,#Ariel_Tmp,0,1,2,11,959,139,11
#Miranda_Tmp,#Prospero_Tmp,2,1,2,12,76,14,12
#Miranda_Tmp,#Caliban_Tmp,0,1,2,13,17,3,13
#Miranda_Tmp,#Prospero_Tmp,3,1,2,13,17,3,13
#Prospero_Tmp,#Caliban_Tmp,0,1,2,13,17,3,13
#Ariel_Tmp,#Caliban_Tmp,0,1,2,14,15,3,14
#Miranda_Tmp,#Ariel_Tmp,1,1,2,14,15,3,14
#Miranda_Tmp,#Caliban_Tmp,1,1,2,14,15,3,14
#Miranda_Tmp,#Prospero_Tmp,4,1,2,14,15,3,14
#Prospero_Tmp,#Ariel_Tmp,1,1,2,14,15,3,14
#Prospero_Tmp,#Caliban_Tmp,1,1,2,14,15,3,14
#Miranda_Tmp,#Caliban_Tmp,2,1,2,15,479,69,15
#Miranda_Tmp,#Prospero_Tmp,5,1,2,15,479,69,15
#Prospero_Tmp,#Caliban_Tmp,2,1,2,15,479,69,15
#Ferdinand_Tmp,#Ariel_Tmp,0,1,2,16,1020,162,16
#Ferdinand_Tmp,#Miranda_Tmp,0,1,2,16,1020,162,16
#Ferdinand_Tmp,#Prospero_Tmp,0,1,2,16,1020,162,16
#Miranda_Tmp,#Ariel_Tmp,2,1,2,16,1020,162,16
#Miranda_Tmp,#Prospero_Tmp,6,1,2,16,1020,162,16
#Prospero_Tmp,#Ariel_Tmp,2,1,2,16,1020,162,16
#Adrian_Tmp,#Francisco_Tmp,0,2,1,17,1233,201,17
#Alonso_Tmp,#Adrian_Tmp,0,2,1,17,1233,201,17
#Alonso_Tmp,#Antonio_Tmp,2,2,1,17,1233,201,17
#Alonso_Tmp,#Francisco_Tmp,0,2,1,17,1233,201,17
#Alonso_Tmp,#Gonzalo_Tmp,2,2,1,17,1233,201,17
#Alonso_Tmp,#Sebastian_Tmp,2,2,1,17,1233,201,17
#Antonio_Tmp,#Adrian_Tmp,0,2,1,17,1233,201,17
#Antonio_Tmp,#Francisco_Tmp,0,2,1,17,1233,201,17
#Antonio_Tmp,#Gonzalo_Tmp,5,2,1,17,1233,201,17
#Antonio_Tmp,#Sebastian_Tmp,5,2,1,17,1233,201,17
