node1,node2,n_lines,n_tokens
#ATTENDANTS_Err,1.01,158,1190
#Duke_Err,1.01,158,1190
#Egeon_Err,1.01,158,1190
#OFFICERS.Jailer_Err,1.01,158,1190
#AntipholusOfSyracuse_Err,1.02,108,858
#DromioOfEphesus_Err,1.02,108,858
#DromioOfSyracuse_Err,1.02,108,858
#Merchant1_Err,1.02,108,858
#Adriana_Err,2.01,121,930
#DromioOfEphesus_Err,2.01,121,930
#Luciana_Err,2.01,121,930
#Adriana_Err,2.02,232,1692
#AntipholusOfSyracuse_Err,2.02,232,1692
#DromioOfSyracuse_Err,2.02,232,1692
#Luciana_Err,2.02,232,1692
#Adriana_Err,3.01,172,1176
#Angelo_Err,3.01,172,1176
#AntipholusOfEphesus_Err,3.01,172,1176
#Balthasar_Err,3.01,172,1176
#DromioOfEphesus_Err,3.01,172,1176
#DromioOfSyracuse_Err,3.01,172,1176
#Luce_Err,3.01,172,1176
#Angelo_Err,3.02,203,1492
#AntipholusOfSyracuse_Err,3.02,203,1492
#DromioOfSyracuse_Err,3.02,203,1492
#Luciana_Err,3.02,203,1492
#Angelo_Err,4.01,115,954
#AntipholusOfEphesus_Err,4.01,115,954
#DromioOfEphesus_Err,4.01,115,954
#DromioOfSyracuse_Err,4.01,115,954
#Merchant2_Err,4.01,115,954
#OFFICERS.X_Err,4.01,115,954
#Adriana_Err,4.02,82,588
#DromioOfSyracuse_Err,4.02,82,588
#Luciana_Err,4.02,82,588
#AntipholusOfSyracuse_Err,4.03,98,766
#Courtesan_Err,4.03,98,766
#DromioOfSyracuse_Err,4.03,98,766
#Adriana_Err,4.04,169,1304
#AntipholusOfEphesus_Err,4.04,169,1304
#AntipholusOfSyracuse_Err,4.04,169,1304
#Courtesan_Err,4.04,169,1304
#DromioOfEphesus_Err,4.04,169,1304
#DromioOfSyracuse_Err,4.04,169,1304
#Luciana_Err,4.04,169,1304
#OFFICERS.X_Err,4.04,169,1304
#Pinch_Err,4.04,169,1304
#SERVANTS.PINCH_Err,4.04,169,1304
#Abbess_Err,5.01,441,3410
#Adriana_Err,5.01,441,3410
#Angelo_Err,5.01,441,3410
#AntipholusOfEphesus_Err,5.01,441,3410
#AntipholusOfSyracuse_Err,5.01,441,3410
#Courtesan_Err,5.01,441,3410
#DromioOfEphesus_Err,5.01,441,3410
#DromioOfSyracuse_Err,5.01,441,3410
#Duke_Err,5.01,441,3410
#Egeon_Err,5.01,441,3410
#Headsman_Err,5.01,441,3410
#Luciana_Err,5.01,441,3410
#Merchant2_Err,5.01,441,3410
#Messenger_Err,5.01,441,3410
#OFFICERS_Err,5.01,441,3410
#OTHERS_Err,5.01,441,3410
