act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,272,34,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6
1,1,2,119,15,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #Warwick_2H6 #York_1H6
1,1,3,972,124,#Clifford_3H6 #EdwardIV_3H6 #Exeter_3H6 #HenryVI_1H6 #Montague_3H6 #Norfolk_3H6 #Northumberland_3H6 #RichardIII_R3 #SOLDIERS.LANCASTER_3H6 #Warwick_2H6 #Westmorland_3H6 #York_1H6
1,1,4,139,19,#Clifford_3H6 #EdwardIV_3H6 #Exeter_3H6 #HenryVI_1H6 #Montague_3H6 #Norfolk_3H6 #Northumberland_3H6 #RichardIII_R3 #SOLDIERS.LANCASTER_3H6 #SOLDIERS.YORK_3H6 #Warwick_2H6 #Westmorland_3H6 #York_1H6
1,1,5,164,22,#EdwardIV_3H6 #Exeter_3H6 #HenryVI_1H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6
1,1,6,9,1,#Exeter_3H6 #HenryVI_1H6
1,1,7,428,56,#Exeter_3H6 #HenryVI_1H6 #PrinceEdward_3H6 #QueenMargaret_1H6
1,1,8,84,10,#Exeter_3H6 #HenryVI_1H6
1,2,9,22,3,#EdwardIV_3H6 #Montague_3H6 #RichardIII_R3
1,2,10,344,44,#EdwardIV_3H6 #Montague_3H6 #RichardIII_R3 #York_1H6
1,2,11,42,5,#EdwardIV_3H6 #MESSENGERS.X.1_3H6 #Montague_3H6 #RichardIII_R3 #York_1H6
1,2,12,72,10,#EdwardIV_3H6 #Montague_3H6 #RichardIII_R3 #York_1H6
1,2,13,115,14,#EdwardIV_3H6 #HughMortimer_3H6 #JohnMortimer_3H6 #RichardIII_R3 #York_1H6
1,3,14,9,1,#Rutland_3H6 #Tutor_3H6
1,3,15,58,8,#Clifford_3H6 #Rutland_3H6 #SOLDIERS.LANCASTER_3H6 #Tutor_3H6
1,3,16,342,44,#Clifford_3H6 #Rutland_3H6 #SOLDIERS.LANCASTER_3H6
1,4,17,213,26,#York_1H6
1,4,18,1256,160,#Clifford_3H6 #Northumberland_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #York_1H6
2,1,19,333,42,#EdwardIV_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6
2,1,20,197,25,#EdwardIV_3H6 #MESSENGERS.X.2_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6
2,1,21,226,29,#EdwardIV_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6
2,1,22,879,110,#EdwardIV_3H6 #Montague_3H6 #RichardIII_R3 #SOLDIERS.WARWICK_3H6 #SOLDIERS.YORK_3H6 #Warwick_2H6
2,1,23,36,5,#EdwardIV_3H6 #MESSENGERS.X.3_3H6 #Montague_3H6 #RichardIII_R3 #SOLDIERS.WARWICK_3H6 #SOLDIERS.YORK_3H6 #Warwick_2H6
2,2,24,520,66,#Clifford_3H6 #HenryVI_1H6 #Northumberland_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6
2,2,25,46,6,#Clifford_3H6 #HenryVI_1H6 #MESSENGERS.X.4_3H6 #Northumberland_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6
2,2,26,65,9,#Clifford_3H6 #HenryVI_1H6 #Northumberland_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6
2,2,27,775,100,#Clarence_3H6 #Clifford_3H6 #EdwardIV_3H6 #HenryVI_1H6 #Montague_3H6 #Norfolk_3H6 #Northumberland_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6
2,3,28,41,5,#Warwick_2H6
2,3,29,16,2,#EdwardIV_3H6 #Warwick_2H6
2,3,30,51,6,#Clarence_3H6 #EdwardIV_3H6 #Warwick_2H6
2,3,31,349,43,#Clarence_3H6 #EdwardIV_3H6 #RichardIII_R3 #Warwick_2H6
2,4,32,87,11,#Clifford_3H6 #RichardIII_R3
2,4,33,16,2,#RichardIII_R3 #Warwick_2H6
2,5,34,428,54,#HenryVI_1H6
2,5,35,203,24,#HenryVI_1H6 #Son_3H6
2,5,36,279,35,#Father_3H6 #HenryVI_1H6 #Son_3H6
2,5,37,76,9,#Father_3H6 #HenryVI_1H6
2,5,38,15,2,#HenryVI_1H6
2,5,39,115,15,#Exeter_3H6 #HenryVI_1H6 #PrinceEdward_3H6 #QueenMargaret_1H6
2,6,40,235,29,#Clifford_3H6
2,6,41,643,82,#Clarence_3H6 #Clifford_3H6 #EdwardIV_3H6 #Montague_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6
