node,node_type
#ATTENDANTS_AYL,character
#Adam_AYL,character
#Audrey_AYL,character
#Celia_AYL,character
#Charles_AYL,character
#Corin_AYL,character
#Dennis_AYL,character
#DukeFrederick_AYL,character
#DukeSenior_AYL,character
#Hymen_AYL,character
#Jaques_AYL,character
#LORDS.FREDERICK.0.1_AYL,character
#LORDS.FREDERICK.0.2_AYL,character
#LORDS.FREDERICK.LeBeau_AYL,character
#LORDS.FREDERICK_AYL,character
#LORDS.SENIOR.0.1_AYL,character
#LORDS.SENIOR.0.2_AYL,character
#LORDS.SENIOR.Amiens_AYL,character
#LORDS.SENIOR_AYL,character
#OliverMartext_AYL,character
#Oliver_AYL,character
#Orlando_AYL,character
#Phoebe_AYL,character
#Rosalind_AYL,character
#SERVANTS.1_AYL,character
#SERVANTS.2_AYL,character
#SecondBrother_AYL,character
#Silvius_AYL,character
#Touchstone_AYL,character
#William_AYL,character
1.01,text_unit
1.02,text_unit
1.03,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
2.04,text_unit
2.05,text_unit
2.06,text_unit
2.07,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
3.04,text_unit
3.05,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
5.04,text_unit
6.00,text_unit
