node1,node2,key,act,scene,n_tokens,n_lines,edge_index
#WITCHES.1_Mac,#WITCHES.2_Mac,0,1,1,61,13,1
#WITCHES.1_Mac,#WITCHES.3_Mac,0,1,1,61,13,1
#WITCHES.2_Mac,#WITCHES.3_Mac,0,1,1,61,13,1
#ATTENDANTS_Mac,#Angus_Mac,0,1,2,485,78,2
#ATTENDANTS_Mac,#Donalbain_Mac,0,1,2,485,78,2
#ATTENDANTS_Mac,#Duncan_Mac,0,1,2,485,78,2
#ATTENDANTS_Mac,#Lennox_Mac,0,1,2,485,78,2
#ATTENDANTS_Mac,#Malcolm_Mac,0,1,2,485,78,2
#ATTENDANTS_Mac,#Ross_Mac,0,1,2,485,78,2
#ATTENDANTS_Mac,#SOLDIERS.Captain_Mac,0,1,2,485,78,2
#Angus_Mac,#Donalbain_Mac,0,1,2,485,78,2
#Angus_Mac,#Duncan_Mac,0,1,2,485,78,2
#Angus_Mac,#Lennox_Mac,0,1,2,485,78,2
#Angus_Mac,#Malcolm_Mac,0,1,2,485,78,2
#Angus_Mac,#Ross_Mac,0,1,2,485,78,2
#Angus_Mac,#SOLDIERS.Captain_Mac,0,1,2,485,78,2
#Donalbain_Mac,#Duncan_Mac,0,1,2,485,78,2
#Donalbain_Mac,#Lennox_Mac,0,1,2,485,78,2
#Donalbain_Mac,#Malcolm_Mac,0,1,2,485,78,2
#Donalbain_Mac,#Ross_Mac,0,1,2,485,78,2
#Donalbain_Mac,#SOLDIERS.Captain_Mac,0,1,2,485,78,2
#Duncan_Mac,#Lennox_Mac,0,1,2,485,78,2
#Duncan_Mac,#Malcolm_Mac,0,1,2,485,78,2
#Duncan_Mac,#Ross_Mac,0,1,2,485,78,2
#Duncan_Mac,#SOLDIERS.Captain_Mac,0,1,2,485,78,2
#Lennox_Mac,#Malcolm_Mac,0,1,2,485,78,2
#Lennox_Mac,#Ross_Mac,0,1,2,485,78,2
#Lennox_Mac,#SOLDIERS.Captain_Mac,0,1,2,485,78,2
#Malcolm_Mac,#Ross_Mac,0,1,2,485,78,2
#Malcolm_Mac,#SOLDIERS.Captain_Mac,0,1,2,485,78,2
#Ross_Mac,#SOLDIERS.Captain_Mac,0,1,2,485,78,2
#Angus_Mac,#Banquo_Mac,0,1,3,1143,175,3
#Angus_Mac,#Macbeth_Mac,0,1,3,1143,175,3
#Angus_Mac,#Ross_Mac,1,1,3,1143,175,3
#Banquo_Mac,#Macbeth_Mac,0,1,3,1143,175,3
#Ross_Mac,#Banquo_Mac,0,1,3,1143,175,3
#Ross_Mac,#Macbeth_Mac,0,1,3,1143,175,3
#WITCHES.1_Mac,#Angus_Mac,0,1,3,1143,175,3
#WITCHES.1_Mac,#Banquo_Mac,0,1,3,1143,175,3
#WITCHES.1_Mac,#Macbeth_Mac,0,1,3,1143,175,3
#WITCHES.1_Mac,#Ross_Mac,0,1,3,1143,175,3
#WITCHES.1_Mac,#WITCHES.2_Mac,1,1,3,1143,175,3
#WITCHES.1_Mac,#WITCHES.3_Mac,1,1,3,1143,175,3
#WITCHES.2_Mac,#Angus_Mac,0,1,3,1143,175,3
#WITCHES.2_Mac,#Banquo_Mac,0,1,3,1143,175,3
#WITCHES.2_Mac,#Macbeth_Mac,0,1,3,1143,175,3
#WITCHES.2_Mac,#Ross_Mac,0,1,3,1143,175,3
#WITCHES.2_Mac,#WITCHES.3_Mac,1,1,3,1143,175,3
#WITCHES.3_Mac,#Angus_Mac,0,1,3,1143,175,3
#WITCHES.3_Mac,#Banquo_Mac,0,1,3,1143,175,3
#WITCHES.3_Mac,#Macbeth_Mac,0,1,3,1143,175,3
#WITCHES.3_Mac,#Ross_Mac,0,1,3,1143,175,3
#ATTENDANTS_Mac,#Angus_Mac,1,1,4,467,65,4
#ATTENDANTS_Mac,#Banquo_Mac,0,1,4,467,65,4
#ATTENDANTS_Mac,#Donalbain_Mac,1,1,4,467,65,4
#ATTENDANTS_Mac,#Duncan_Mac,1,1,4,467,65,4
#ATTENDANTS_Mac,#Lennox_Mac,1,1,4,467,65,4
#ATTENDANTS_Mac,#Macbeth_Mac,0,1,4,467,65,4
#ATTENDANTS_Mac,#Malcolm_Mac,1,1,4,467,65,4
#ATTENDANTS_Mac,#Ross_Mac,1,1,4,467,65,4
#Angus_Mac,#Banquo_Mac,1,1,4,467,65,4
#Angus_Mac,#Donalbain_Mac,1,1,4,467,65,4
#Angus_Mac,#Duncan_Mac,1,1,4,467,65,4
#Angus_Mac,#Lennox_Mac,1,1,4,467,65,4
#Angus_Mac,#Macbeth_Mac,1,1,4,467,65,4
#Angus_Mac,#Malcolm_Mac,1,1,4,467,65,4
#Angus_Mac,#Ross_Mac,2,1,4,467,65,4
#Banquo_Mac,#Macbeth_Mac,1,1,4,467,65,4
#Donalbain_Mac,#Banquo_Mac,0,1,4,467,65,4
#Donalbain_Mac,#Duncan_Mac,1,1,4,467,65,4
#Donalbain_Mac,#Lennox_Mac,1,1,4,467,65,4
#Donalbain_Mac,#Macbeth_Mac,0,1,4,467,65,4
#Donalbain_Mac,#Malcolm_Mac,1,1,4,467,65,4
#Donalbain_Mac,#Ross_Mac,1,1,4,467,65,4
#Duncan_Mac,#Banquo_Mac,0,1,4,467,65,4
#Duncan_Mac,#Lennox_Mac,1,1,4,467,65,4
#Duncan_Mac,#Macbeth_Mac,0,1,4,467,65,4
#Duncan_Mac,#Malcolm_Mac,1,1,4,467,65,4
#Duncan_Mac,#Ross_Mac,1,1,4,467,65,4
#Lennox_Mac,#Banquo_Mac,0,1,4,467,65,4
#Lennox_Mac,#Macbeth_Mac,0,1,4,467,65,4
#Lennox_Mac,#Malcolm_Mac,1,1,4,467,65,4
#Lennox_Mac,#Ross_Mac,1,1,4,467,65,4
#Malcolm_Mac,#Banquo_Mac,0,1,4,467,65,4
#Malcolm_Mac,#Macbeth_Mac,0,1,4,467,65,4
#Malcolm_Mac,#Ross_Mac,1,1,4,467,65,4
#Ross_Mac,#Banquo_Mac,1,1,4,467,65,4
#Ross_Mac,#Macbeth_Mac,1,1,4,467,65,4
#LadyMacbeth_Mac,#MESSENGERS.1_Mac,0,1,5,606,87,5
#Macbeth_Mac,#LadyMacbeth_Mac,0,1,5,606,87,5
#Macbeth_Mac,#MESSENGERS.1_Mac,0,1,5,606,87,5
#ATTENDANTS_Mac,#Angus_Mac,2,1,6,253,39,6
#ATTENDANTS_Mac,#Banquo_Mac,1,1,6,253,39,6
#ATTENDANTS_Mac,#Donalbain_Mac,2,1,6,253,39,6
#ATTENDANTS_Mac,#Duncan_Mac,2,1,6,253,39,6
#ATTENDANTS_Mac,#LadyMacbeth_Mac,0,1,6,253,39,6
#ATTENDANTS_Mac,#Lennox_Mac,2,1,6,253,39,6
#ATTENDANTS_Mac,#Macduff_Mac,0,1,6,253,39,6
#ATTENDANTS_Mac,#Malcolm_Mac,2,1,6,253,39,6
#ATTENDANTS_Mac,#Ross_Mac,2,1,6,253,39,6
#Angus_Mac,#Banquo_Mac,2,1,6,253,39,6
#Angus_Mac,#Donalbain_Mac,2,1,6,253,39,6
#Angus_Mac,#Duncan_Mac,2,1,6,253,39,6
#Angus_Mac,#LadyMacbeth_Mac,0,1,6,253,39,6
#Angus_Mac,#Lennox_Mac,2,1,6,253,39,6
#Angus_Mac,#Macduff_Mac,0,1,6,253,39,6
#Angus_Mac,#Malcolm_Mac,2,1,6,253,39,6
#Angus_Mac,#Ross_Mac,3,1,6,253,39,6
#Banquo_Mac,#LadyMacbeth_Mac,0,1,6,253,39,6
#Banquo_Mac,#Macduff_Mac,0,1,6,253,39,6
#Donalbain_Mac,#Banquo_Mac,1,1,6,253,39,6
#Donalbain_Mac,#Duncan_Mac,2,1,6,253,39,6
#Donalbain_Mac,#LadyMacbeth_Mac,0,1,6,253,39,6
#Donalbain_Mac,#Lennox_Mac,2,1,6,253,39,6
#Donalbain_Mac,#Macduff_Mac,0,1,6,253,39,6
#Donalbain_Mac,#Malcolm_Mac,2,1,6,253,39,6
#Donalbain_Mac,#Ross_Mac,2,1,6,253,39,6
#Duncan_Mac,#Banquo_Mac,1,1,6,253,39,6
#Duncan_Mac,#LadyMacbeth_Mac,0,1,6,253,39,6
#Duncan_Mac,#Lennox_Mac,2,1,6,253,39,6
#Duncan_Mac,#Macduff_Mac,0,1,6,253,39,6
#Duncan_Mac,#Malcolm_Mac,2,1,6,253,39,6
#Duncan_Mac,#Ross_Mac,2,1,6,253,39,6
#LadyMacbeth_Mac,#Macduff_Mac,0,1,6,253,39,6
#Lennox_Mac,#Banquo_Mac,1,1,6,253,39,6
#Lennox_Mac,#LadyMacbeth_Mac,0,1,6,253,39,6
#Lennox_Mac,#Macduff_Mac,0,1,6,253,39,6
#Lennox_Mac,#Malcolm_Mac,2,1,6,253,39,6
#Lennox_Mac,#Ross_Mac,2,1,6,253,39,6
#Malcolm_Mac,#Banquo_Mac,1,1,6,253,39,6
#Malcolm_Mac,#LadyMacbeth_Mac,0,1,6,253,39,6
#Malcolm_Mac,#Macduff_Mac,0,1,6,253,39,6
#Malcolm_Mac,#Ross_Mac,2,1,6,253,39,6
#Ross_Mac,#Banquo_Mac,2,1,6,253,39,6
#Ross_Mac,#LadyMacbeth_Mac,0,1,6,253,39,6
#Ross_Mac,#Macduff_Mac,0,1,6,253,39,6
#Macbeth_Mac,#LadyMacbeth_Mac,1,1,7,688,96,7
#Banquo_Mac,#Fleance_Mac,0,2,1,519,77,8
#Banquo_Mac,#Macbeth_Mac,2,2,1,519,77,8
#Banquo_Mac,#SERVANTS.X.1_Mac,0,2,1,519,77,8
#Fleance_Mac,#SERVANTS.X.1_Mac,0,2,1,519,77,8
#Macbeth_Mac,#Fleance_Mac,0,2,1,519,77,8
#Macbeth_Mac,#SERVANTS.X.1_Mac,0,2,1,519,77,8
#Macbeth_Mac,#LadyMacbeth_Mac,2,2,2,619,95,9
#Banquo_Mac,#LadyMacbeth_Mac,1,2,3,1161,172,10
#Banquo_Mac,#Macbeth_Mac,3,2,3,1161,172,10
#Banquo_Mac,#Macduff_Mac,1,2,3,1161,172,10
#Banquo_Mac,#Porter_Mac,0,2,3,1161,172,10
#Donalbain_Mac,#Banquo_Mac,2,2,3,1161,172,10
#Donalbain_Mac,#LadyMacbeth_Mac,1,2,3,1161,172,10
#Donalbain_Mac,#Lennox_Mac,3,2,3,1161,172,10
#Donalbain_Mac,#Macbeth_Mac,1,2,3,1161,172,10
#Donalbain_Mac,#Macduff_Mac,1,2,3,1161,172,10
#Donalbain_Mac,#Malcolm_Mac,3,2,3,1161,172,10
#Donalbain_Mac,#Porter_Mac,0,2,3,1161,172,10
#Donalbain_Mac,#Ross_Mac,3,2,3,1161,172,10
#LadyMacbeth_Mac,#Macduff_Mac,1,2,3,1161,172,10
#LadyMacbeth_Mac,#Porter_Mac,0,2,3,1161,172,10
#Lennox_Mac,#Banquo_Mac,2,2,3,1161,172,10
#Lennox_Mac,#LadyMacbeth_Mac,1,2,3,1161,172,10
#Lennox_Mac,#Macbeth_Mac,1,2,3,1161,172,10
#Lennox_Mac,#Macduff_Mac,1,2,3,1161,172,10
#Lennox_Mac,#Malcolm_Mac,3,2,3,1161,172,10
#Lennox_Mac,#Porter_Mac,0,2,3,1161,172,10
#Lennox_Mac,#Ross_Mac,3,2,3,1161,172,10
#Macbeth_Mac,#LadyMacbeth_Mac,3,2,3,1161,172,10
#Macbeth_Mac,#Macduff_Mac,0,2,3,1161,172,10
#Macbeth_Mac,#Porter_Mac,0,2,3,1161,172,10
#Macduff_Mac,#Porter_Mac,0,2,3,1161,172,10
#Malcolm_Mac,#Banquo_Mac,2,2,3,1161,172,10
#Malcolm_Mac,#LadyMacbeth_Mac,1,2,3,1161,172,10
#Malcolm_Mac,#Macbeth_Mac,1,2,3,1161,172,10
#Malcolm_Mac,#Macduff_Mac,1,2,3,1161,172,10
#Malcolm_Mac,#Porter_Mac,0,2,3,1161,172,10
#Malcolm_Mac,#Ross_Mac,3,2,3,1161,172,10
#Ross_Mac,#Banquo_Mac,3,2,3,1161,172,10
#Ross_Mac,#LadyMacbeth_Mac,1,2,3,1161,172,10
#Ross_Mac,#Macbeth_Mac,2,2,3,1161,172,10
#Ross_Mac,#Macduff_Mac,1,2,3,1161,172,10
#Ross_Mac,#Porter_Mac,0,2,3,1161,172,10
#Macduff_Mac,#OldMan_Mac,0,2,4,327,56,11
#Ross_Mac,#Macduff_Mac,2,2,4,327,56,11
#Ross_Mac,#OldMan_Mac,0,2,4,327,56,11
#ATTENDANTS_Mac,#Banquo_Mac,2,3,1,1150,162,12
#ATTENDANTS_Mac,#LadyMacbeth_Mac,1,3,1,1150,162,12
#ATTENDANTS_Mac,#Lennox_Mac,3,3,1,1150,162,12
#ATTENDANTS_Mac,#MURDERERS.1_Mac,0,3,1,1150,162,12
#ATTENDANTS_Mac,#MURDERERS.2_Mac,0,3,1,1150,162,12
#ATTENDANTS_Mac,#Macbeth_Mac,1,3,1,1150,162,12
#ATTENDANTS_Mac,#Ross_Mac,3,3,1,1150,162,12
#ATTENDANTS_Mac,#SERVANTS.X.2_Mac,0,3,1,1150,162,12
#Banquo_Mac,#LadyMacbeth_Mac,2,3,1,1150,162,12
#Banquo_Mac,#MURDERERS.1_Mac,0,3,1,1150,162,12
#Banquo_Mac,#MURDERERS.2_Mac,0,3,1,1150,162,12
#Banquo_Mac,#Macbeth_Mac,4,3,1,1150,162,12
