node,node_type
#ATTENDANTS.KING.0.1_AWW,character
#ATTENDANTS.KING.0.2_AWW,character
#ATTENDANTS.KING_AWW,character
#ATTENDANTS_AWW,character
#Bertram_AWW,character
#CITIZENS_AWW,character
#Countess_AWW,character
#Diana_AWW,character
#Duke_AWW,character
#Epilogue_AWW,character
#Fool_AWW,character
#GENTLEMEN.1_AWW,character
#GENTLEMEN.2_AWW,character
#GENTLEMEN.3_AWW,character
#Helen_AWW,character
#King_AWW,character
#LORDS.COURT.1_AWW,character
#LORDS.COURT.2_AWW,character
#LORDS.COURT.3_AWW,character
#LORDS.COURT.4_AWW,character
#LORDS.DUMAINE.1_AWW,character
#LORDS.DUMAINE.2_AWW,character
#Lafew_AWW,character
#Mariana_AWW,character
#Page_AWW,character
#Parolles_AWW,character
#SOLDIERS.0.1_AWW,character
#SOLDIERS.Interpreter_AWW,character
#SOLDIERS_AWW,character
#Servant_AWW,character
#Steward_AWW,character
#Widow_AWW,character
1.01,text_unit
1.02,text_unit
1.03,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
2.04,text_unit
2.05,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
3.04,text_unit
3.05,text_unit
3.06,text_unit
3.07,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
4.04,text_unit
4.05,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
6.00,text_unit
