node,node_type
#ATTENDANTS_MND,character
#Bottom_MND,character
#Demetrius_MND,character
#Egeus_MND,character
#FAIRIES.OBERON_MND,character
#FAIRIES.TITANIA.0.1_MND,character
#FAIRIES.TITANIA.0.2_MND,character
#FAIRIES.TITANIA.1_MND,character
#FAIRIES.TITANIA.Cobweb_MND,character
#FAIRIES.TITANIA.Mote_MND,character
#FAIRIES.TITANIA.Mustardseed_MND,character
#FAIRIES.TITANIA.Peaseblossom_MND,character
#FAIRIES.TITANIA_MND,character
#FAIRIES_MND,character
#Flute_MND,character
#Helena_MND,character
#Hermia_MND,character
#Hippolyta_MND,character
#Lysander_MND,character
#Oberon_MND,character
#Philostrate_MND,character
#Quince_MND,character
#RobinGoodfellow_MND,character
#Snout_MND,character
#Snug_MND,character
#Starveling_MND,character
#Theseus_MND,character
#Titania_MND,character
1.01.0001,text_unit
1.01.0002,text_unit
1.01.0003,text_unit
1.01.0004,text_unit
1.01.0005,text_unit
1.01.0006,text_unit
1.01.0007,text_unit
1.02.0008,text_unit
2.01.0009,text_unit
2.01.0010,text_unit
2.01.0011,text_unit
2.01.0012,text_unit
2.01.0013,text_unit
2.01.0014,text_unit
2.01.0015,text_unit
2.01.0016,text_unit
2.02.0017,text_unit
2.02.0018,text_unit
2.02.0019,text_unit
2.02.0020,text_unit
2.02.0021,text_unit
2.02.0022,text_unit
2.02.0023,text_unit
2.02.0024,text_unit
2.02.0025,text_unit
2.02.0026,text_unit
3.01.0027,text_unit
3.01.0028,text_unit
3.01.0029,text_unit
3.01.0030,text_unit
3.01.0031,text_unit
3.01.0032,text_unit
3.01.0033,text_unit
3.01.0034,text_unit
3.01.0035,text_unit
3.01.0036,text_unit
3.01.0037,text_unit
3.01.0038,text_unit
3.02.0039,text_unit
3.02.0040,text_unit
3.02.0041,text_unit
3.02.0042,text_unit
3.02.0043,text_unit
3.02.0044,text_unit
3.02.0045,text_unit
3.02.0046,text_unit
3.02.0047,text_unit
3.02.0048,text_unit
3.02.0049,text_unit
3.02.0050,text_unit
3.02.0051,text_unit
3.02.0052,text_unit
3.02.0053,text_unit
3.02.0054,text_unit
3.02.0055,text_unit
3.02.0056,text_unit
4.01.0057,text_unit
4.01.0058,text_unit
4.01.0059,text_unit
4.01.0060,text_unit
4.01.0061,text_unit
4.01.0062,text_unit
4.01.0063,text_unit
4.01.0064,text_unit
4.01.0065,text_unit
4.01.0066,text_unit
4.01.0067,text_unit
4.02.0068,text_unit
4.02.0069,text_unit
4.02.0070,text_unit
5.01.0071,text_unit
5.01.0072,text_unit
5.01.0073,text_unit
5.01.0074,text_unit
5.01.0075,text_unit
5.01.0076,text_unit
5.01.0077,text_unit
5.01.0078,text_unit
5.01.0079,text_unit
5.01.0080,text_unit
5.01.0081,text_unit
5.01.0082,text_unit
5.01.0083,text_unit
5.01.0084,text_unit
5.01.0085,text_unit
5.01.0086,text_unit
5.01.0087,text_unit
5.01.0088,text_unit
5.01.0089,text_unit
5.01.0090,text_unit
5.01.0091,text_unit
5.01.0092,text_unit
