act,scene,stagegroup,setting,speaker,onstage,n_tokens,n_lines
1,1,1,1,#KingJohn_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,8,1
1,1,1,2,#Chatillion_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,20,3
1,1,1,3,#QueenEleanor_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,5,1
1,1,1,4,#KingJohn_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,6,1
1,1,1,5,#Chatillion_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,60,9
1,1,1,6,#KingJohn_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,7,1
1,1,1,7,#Chatillion_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,15,2
1,1,1,8,#KingJohn_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,16,2
1,1,1,9,#Chatillion_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,14,2
1,1,1,10,#KingJohn_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,63,8
1,1,2,11,#QueenEleanor_Jn,#Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #Salisbury_Jn,60,8
1,1,2,12,#KingJohn_Jn,#Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #Salisbury_Jn,8,1
1,1,2,13,#QueenEleanor_Jn,#Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #Salisbury_Jn,36,4
1,1,3,14,#Essex_Jn,#Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #Salisbury_Jn #Sheriff_Jn,25,3
1,1,3,15,#KingJohn_Jn,#Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #Salisbury_Jn #Sheriff_Jn,3,1
1,1,4,16,#KingJohn_Jn,#Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #Salisbury_Jn,10,2
1,1,5,17,#KingJohn_Jn,#Bastard_Jn #Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #RobertFaulconbridge_Jn #Salisbury_Jn,4,1
1,1,5,18,#Bastard_Jn,#Bastard_Jn #Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #RobertFaulconbridge_Jn #Salisbury_Jn,32,5
1,1,5,19,#KingJohn_Jn,#Bastard_Jn #Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #RobertFaulconbridge_Jn #Salisbury_Jn,3,1
1,1,5,20,#RobertFaulconbridge_Jn,#Bastard_Jn #Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #RobertFaulconbridge_Jn #Salisbury_Jn,8,1
1,1,5,21,#KingJohn_Jn,#Bastard_Jn #Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #RobertFaulconbridge_Jn #Salisbury_Jn,18,2
1,1,5,22,#Bastard_Jn,#Bastard_Jn #Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #RobertFaulconbridge_Jn #Salisbury_Jn,44,5
1,1,5,23,#QueenEleanor_Jn,#Bastard_Jn #Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #RobertFaulconbridge_Jn #Salisbury_Jn,17,3
