node,node_type
#ATTENDANTS_MND,character
#Bottom_MND,character
#Demetrius_MND,character
#Egeus_MND,character
#FAIRIES.OBERON_MND,character
#FAIRIES.TITANIA.0.1_MND,character
#FAIRIES.TITANIA.0.2_MND,character
#FAIRIES.TITANIA.1_MND,character
#FAIRIES.TITANIA.Cobweb_MND,character
#FAIRIES.TITANIA.Mote_MND,character
#FAIRIES.TITANIA.Mustardseed_MND,character
#FAIRIES.TITANIA.Peaseblossom_MND,character
#FAIRIES.TITANIA_MND,character
#FAIRIES_MND,character
#Flute_MND,character
#Helena_MND,character
#Hermia_MND,character
#Hippolyta_MND,character
#Lysander_MND,character
#Oberon_MND,character
#Philostrate_MND,character
#Quince_MND,character
#RobinGoodfellow_MND,character
#Snout_MND,character
#Snug_MND,character
#Starveling_MND,character
#Theseus_MND,character
#Titania_MND,character
1.01,text_unit
1.02,text_unit
2.01,text_unit
2.02,text_unit
3.01,text_unit
3.02,text_unit
4.01,text_unit
4.02,text_unit
5.01,text_unit
