node1,node2,n_lines,n_tokens
#ATTENDANTS.0_Lr,1.01,356,2420
#ATTENDANTS_Lr,1.01,356,2420
#Albany_Lr,1.01,356,2420
#Burgundy_Lr,1.01,356,2420
#Cordelia_Lr,1.01,356,2420
#Cornwall_Lr,1.01,356,2420
#Edmund_Lr,1.01,356,2420
#France_Lr,1.01,356,2420
#Gloucester_Lr,1.01,356,2420
#Goneril_Lr,1.01,356,2420
#Kent_Lr,1.01,356,2420
#Lear_Lr,1.01,356,2420
#Regan_Lr,1.01,356,2420
#Edgar_Lr,1.02,192,1458
#Edmund_Lr,1.02,192,1458
#Gloucester_Lr,1.02,192,1458
#Goneril_Lr,1.03,29,218
#Oswald_Lr,1.03,29,218
#ATTENDANTS.LEAR.0.3_Lr,1.04,372,2538
#ATTENDANTS.LEAR_Lr,1.04,372,2538
#Albany_Lr,1.04,372,2538
#Fool_Lr,1.04,372,2538
#Goneril_Lr,1.04,372,2538
#Kent_Lr,1.04,372,2538
#Lear_Lr,1.04,372,2538
#Oswald_Lr,1.04,372,2538
#ATTENDANTS.X.1_Lr,1.05,52,344
#Fool_Lr,1.05,52,344
#Kent_Lr,1.05,52,344
#Lear_Lr,1.05,52,344
#ATTENDANTS.REGAN_Lr,2.01,152,1029
#Cornwall_Lr,2.01,152,1029
#Curan_Lr,2.01,152,1029
#Edgar_Lr,2.01,152,1029
#Edmund_Lr,2.01,152,1029
#Gloucester_Lr,2.01,152,1029
#Regan_Lr,2.01,152,1029
#SERVANTS_Lr,2.01,152,1029
#Cornwall_Lr,2.02,189,1276
#Edmund_Lr,2.02,189,1276
#Gloucester_Lr,2.02,189,1276
#Kent_Lr,2.02,189,1276
#Oswald_Lr,2.02,189,1276
#Regan_Lr,2.02,189,1276
#SERVANTS_Lr,2.02,189,1276
#Edgar_Lr,2.03,21,152
#ATTENDANTS.X.2_Lr,2.04,353,2423
#Cornwall_Lr,2.04,353,2423
#Fool_Lr,2.04,353,2423
#Gloucester_Lr,2.04,353,2423
#Goneril_Lr,2.04,353,2423
#Kent_Lr,2.04,353,2423
#Lear_Lr,2.04,353,2423
#Oswald_Lr,2.04,353,2423
#Regan_Lr,2.04,353,2423
#SERVANTS_Lr,2.04,353,2423
#ATTENDANTS.X.3_Lr,3.01,62,432
#Kent_Lr,3.01,62,432
#Fool_Lr,3.02,103,699
#Kent_Lr,3.02,103,699
#Lear_Lr,3.02,103,699
#Edmund_Lr,3.03,25,219
#Gloucester_Lr,3.03,25,219
#Edgar_Lr,3.04,197,1439
#Fool_Lr,3.04,197,1439
#Gloucester_Lr,3.04,197,1439
#Kent_Lr,3.04,197,1439
#Lear_Lr,3.04,197,1439
#Cornwall_Lr,3.05,26,192
#Edmund_Lr,3.05,26,192
#Edgar_Lr,3.06,126,853
#Fool_Lr,3.06,126,853
#Gloucester_Lr,3.06,126,853
#Kent_Lr,3.06,126,853
#Lear_Lr,3.06,126,853
#Cornwall_Lr,3.07,129,847
#Edmund_Lr,3.07,129,847
