node1,node2,key,act,scene,stagegroup,n_tokens,n_lines,edge_index
#Adam_AYL,#Orlando_AYL,0,1,1,1,234,25,1
#Adam_AYL,#Oliver_AYL,0,1,1,2,452,58,2
#Adam_AYL,#Orlando_AYL,1,1,1,2,452,58,2
#Orlando_AYL,#Oliver_AYL,0,1,1,2,452,58,2
#Oliver_AYL,#Dennis_AYL,0,1,1,4,31,6,4
#Oliver_AYL,#Charles_AYL,0,1,1,6,574,67,6
#Celia_AYL,#Rosalind_AYL,0,1,2,8,360,44,8
#Celia_AYL,#Rosalind_AYL,1,1,2,9,344,46,9
#Celia_AYL,#Touchstone_AYL,0,1,2,9,344,46,9
#Rosalind_AYL,#Touchstone_AYL,0,1,2,9,344,46,9
#Celia_AYL,#LORDS.FREDERICK.LeBeau_AYL,0,1,2,10,373,52,10
#Celia_AYL,#Rosalind_AYL,2,1,2,10,373,52,10
#Celia_AYL,#Touchstone_AYL,1,1,2,10,373,52,10
#Rosalind_AYL,#LORDS.FREDERICK.LeBeau_AYL,0,1,2,10,373,52,10
#Rosalind_AYL,#Touchstone_AYL,1,1,2,10,373,52,10
#Touchstone_AYL,#LORDS.FREDERICK.LeBeau_AYL,0,1,2,10,373,52,10
#ATTENDANTS_AYL,#DukeFrederick_AYL,0,1,2,11,526,73,11
#ATTENDANTS_AYL,#LORDS.FREDERICK_AYL,0,1,2,11,526,73,11
#Celia_AYL,#ATTENDANTS_AYL,0,1,2,11,526,73,11
#Celia_AYL,#DukeFrederick_AYL,0,1,2,11,526,73,11
#Celia_AYL,#LORDS.FREDERICK.LeBeau_AYL,1,1,2,11,526,73,11
#Celia_AYL,#LORDS.FREDERICK_AYL,0,1,2,11,526,73,11
#Celia_AYL,#Rosalind_AYL,3,1,2,11,526,73,11
#Celia_AYL,#Touchstone_AYL,2,1,2,11,526,73,11
#Charles_AYL,#ATTENDANTS_AYL,0,1,2,11,526,73,11
#Charles_AYL,#Celia_AYL,0,1,2,11,526,73,11
#Charles_AYL,#DukeFrederick_AYL,0,1,2,11,526,73,11
#Charles_AYL,#LORDS.FREDERICK.LeBeau_AYL,0,1,2,11,526,73,11
