source,target,n_lines,n_tokens,edge_type
#AbbotOfWestminster_R2,4.01.0051,10,71,active
#Aumerle_R2,1.03.0004,3,23,active
#Aumerle_R2,1.03.0008,2,15,active
#Aumerle_R2,1.04.0009,16,115,active
#Aumerle_R2,1.04.0010,1,1,active
#Aumerle_R2,3.02.0032,5,40,active
#Aumerle_R2,3.02.0033,2,16,active
#Aumerle_R2,3.02.0034,5,39,active
#Aumerle_R2,3.03.0037,4,23,active
#Aumerle_R2,4.01.0045,24,195,active
#Aumerle_R2,4.01.0051,2,15,active
#Aumerle_R2,5.02.0056,11,87,active
#Aumerle_R2,5.03.0061,3,21,active
#Aumerle_R2,5.03.0062,5,44,active
#Aumerle_R2,5.03.0063,4,34,active
#Aumerle_R2,5.03.0064,1,8,active
#Bagot_R2,1.04.0010,1,1,active
#Bagot_R2,2.02.0022,9,71,active
#Bagot_R2,4.01.0045,14,99,active
#Berkeley_R2,2.03.0026,8,69,active
#BishopOfCarlisle_R2,3.02.0032,6,49,active
#BishopOfCarlisle_R2,3.02.0034,8,65,active
#BishopOfCarlisle_R2,4.01.0045,11,79,active
#BishopOfCarlisle_R2,4.01.0046,36,274,active
#BishopOfCarlisle_R2,4.01.0051,2,18,active
#Bushy_R2,1.04.0010,5,26,active
#Bushy_R2,2.02.0017,20,141,active
#Bushy_R2,2.02.0018,3,16,active
#Bushy_R2,2.02.0022,11,74,active
#Bushy_R2,3.01.0030,2,15,active
#DuchessOfGloucester_R2,1.02.0003,60,457,active
#DuchessOfYork_R2,5.02.0055,7,54,active
#DuchessOfYork_R2,5.02.0056,11,71,active
#DuchessOfYork_R2,5.02.0057,2,16,active
#DuchessOfYork_R2,5.02.0058,18,149,active
#DuchessOfYork_R2,5.02.0059,7,60,active
#DuchessOfYork_R2,5.03.0064,51,384,active
#Exton_R2,5.04.0065,3,25,active
#Exton_R2,5.04.0066,7,62,active
#Exton_R2,5.05.0071,6,54,active
#Exton_R2,5.06.0076,5,37,active
#Fitzwater_R2,4.01.0045,24,188,active
#Fitzwater_R2,5.06.0074,4,30,active
#Gardener_R2,3.04.0042,47,354,active
#Gardener_R2,3.04.0043,6,55,active
#Gaunt_R2,1.01.0001,4,28,active
#Gaunt_R2,1.01.0002,4,27,active
#Gaunt_R2,1.02.0003,16,121,active
#Gaunt_R2,1.03.0006,6,42,active
#Gaunt_R2,1.03.0007,28,230,active
#Gaunt_R2,1.03.0008,30,234,active
#Gaunt_R2,2.01.0011,57,406,active
#Gaunt_R2,2.01.0012,54,427,active
#Green_R2,1.04.0009,5,40,active
#Green_R2,1.04.0010,1,1,active
#Green_R2,2.02.0018,17,113,active
#Green_R2,2.02.0019,1,6,active
#Green_R2,2.02.0022,8,66,active
#Green_R2,3.01.0030,2,17,active
#Groom_R2,5.05.0068,11,81,active
#Groom_R2,5.05.0069,1,10,active
#HERALDS.1_R2,1.03.0006,6,48,active
#HERALDS.2_R2,1.03.0006,7,48,active
#HenryIV_1H4,1.01.0002,62,466,active
#HenryIV_1H4,1.03.0006,47,369,active
#HenryIV_1H4,1.03.0007,3,26,active
#HenryIV_1H4,1.03.0008,28,212,active
#HenryIV_1H4,2.03.0023,3,24,active
#HenryIV_1H4,2.03.0024,6,50,active
#HenryIV_1H4,2.03.0025,7,52,active
#HenryIV_1H4,2.03.0026,4,34,active
#HenryIV_1H4,2.03.0027,36,277,active
#HenryIV_1H4,3.01.0030,33,242,active
#HenryIV_1H4,3.01.0031,8,53,active
#HenryIV_1H4,3.03.0035,7,52,active
#HenryIV_1H4,3.03.0036,34,248,active
#HenryIV_1H4,3.03.0037,6,45,active
#HenryIV_1H4,3.03.0038,1,4,active
#HenryIV_1H4,3.03.0039,7,42,active
#HenryIV_1H4,4.01.0044,1,3,active
#HenryIV_1H4,4.01.0045,17,120,active
#HenryIV_1H4,4.01.0046,4,24,active
#HenryIV_1H4,4.01.0047,4,31,active
#HenryIV_1H4,4.01.0048,5,40,active
#HenryIV_1H4,4.01.0049,7,30,active
#HenryIV_1H4,4.01.0050,2,12,active
#HenryIV_1H4,5.03.0060,16,122,active
#HenryIV_1H4,5.03.0061,3,18,active
#HenryIV_1H4,5.03.0062,5,33,active
#HenryIV_1H4,5.03.0063,12,80,active
#HenryIV_1H4,5.03.0064,19,140,active
#HenryIV_1H4,5.06.0072,4,32,active
#HenryIV_1H4,5.06.0073,3,24,active
#HenryIV_1H4,5.06.0074,2,15,active
#HenryIV_1H4,5.06.0075,6,50,active
#HenryIV_1H4,5.06.0076,10,84,active
#HenryIV_1H4,5.06.0077,8,63,active
#Hotspur_R2,2.03.0024,23,171,active
#Hotspur_R2,3.03.0036,8,52,active
#Hotspur_R2,4.01.0045,5,43,active
#Hotspur_R2,5.03.0060,6,50,active
#Hotspur_R2,5.06.0075,5,36,active
#Jailer_R2,5.05.0069,1,8,active
#Jailer_R2,5.05.0070,5,30,active
#LADIES.0.1_R2,3.04.0041,6,27,active
#LORDS.1_R2,4.01.0045,5,43,active
#LordMarshal_R2,1.03.0004,3,22,active
#LordMarshal_R2,1.03.0005,5,44,active
#LordMarshal_R2,1.03.0006,15,116,active
#LordMarshal_R2,1.03.0008,2,20,active
#Mowbray_R2,1.01.0002,83,651,active
#Mowbray_R2,1.03.0005,10,79,active
#Mowbray_R2,1.03.0006,43,327,active
#Northumberland_R2,2.01.0014,4,29,active
#Northumberland_R2,2.01.0016,48,365,active
#Northumberland_R2,2.03.0023,17,130,active
#Northumberland_R2,2.03.0024,10,76,active
#Northumberland_R2,2.03.0025,2,15,active
#Northumberland_R2,2.03.0026,1,9,active
#Northumberland_R2,2.03.0027,5,45,active
#Northumberland_R2,3.03.0035,4,30,active
#Northumberland_R2,3.03.0036,1,8,active
