node1,node2,n_lines,n_tokens
#Berowne_LLL,1.01.0001,184,1434
#Dumaine_LLL,1.01.0001,184,1434
#King_LLL,1.01.0001,184,1434
#Longaville_LLL,1.01.0001,184,1434
#Berowne_LLL,1.01.0002,123,805
#Costard_LLL,1.01.0002,123,805
#Dull_LLL,1.01.0002,123,805
#Dumaine_LLL,1.01.0002,123,805
#King_LLL,1.01.0002,123,805
#Longaville_LLL,1.01.0002,123,805
#Berowne_LLL,1.01.0003,8,62
#Costard_LLL,1.01.0003,8,62
#Dull_LLL,1.01.0003,8,62
#Armado_LLL,1.02.0004,125,824
#Boy_LLL,1.02.0004,125,824
#Armado_LLL,1.02.0005,20,103
#Boy_LLL,1.02.0005,20,103
#Costard_LLL,1.02.0005,20,103
#Dull_LLL,1.02.0005,20,103
#Jaquenetta_LLL,1.02.0005,20,103
#Armado_LLL,1.02.0006,21,148
#Boy_LLL,1.02.0006,21,148
#Costard_LLL,1.02.0006,21,148
#Armado_LLL,1.02.0007,19,181
#Boyet_LLL,2.01.0008,36,266
#Katherine_LLL,2.01.0008,36,266
#LORDS_LLL,2.01.0008,36,266
#Maria_LLL,2.01.0008,36,266
#Princess_LLL,2.01.0008,36,266
#Rosaline_LLL,2.01.0008,36,266
#Katherine_LLL,2.01.0009,2,14
#LORDS_LLL,2.01.0009,2,14
#Maria_LLL,2.01.0009,2,14
#Princess_LLL,2.01.0009,2,14
#Rosaline_LLL,2.01.0009,2,14
#Katherine_LLL,2.01.0010,43,316
#LORDS.0_LLL,2.01.0010,43,316
#LORDS_LLL,2.01.0010,43,316
#Maria_LLL,2.01.0010,43,316
#Princess_LLL,2.01.0010,43,316
#Rosaline_LLL,2.01.0010,43,316
#Boyet_LLL,2.01.0011,9,67
#Katherine_LLL,2.01.0011,9,67
#LORDS.0_LLL,2.01.0011,9,67
#LORDS_LLL,2.01.0011,9,67
#Maria_LLL,2.01.0011,9,67
#Princess_LLL,2.01.0011,9,67
#Rosaline_LLL,2.01.0011,9,67
#Berowne_LLL,2.01.0012,94,683
#Boyet_LLL,2.01.0012,94,683
#Dumaine_LLL,2.01.0012,94,683
#Katherine_LLL,2.01.0012,94,683
#King_LLL,2.01.0012,94,683
#LORDS.0_LLL,2.01.0012,94,683
#LORDS_LLL,2.01.0012,94,683
#Longaville_LLL,2.01.0012,94,683
#Maria_LLL,2.01.0012,94,683
#Princess_LLL,2.01.0012,94,683
#Rosaline_LLL,2.01.0012,94,683
#Berowne_LLL,2.01.0013,15,74
#Boyet_LLL,2.01.0013,15,74
#Katherine_LLL,2.01.0013,15,74
#LORDS.0_LLL,2.01.0013,15,74
#Maria_LLL,2.01.0013,15,74
#Princess_LLL,2.01.0013,15,74
#Rosaline_LLL,2.01.0013,15,74
#Boyet_LLL,2.01.0014,3,25
#Dumaine_LLL,2.01.0014,3,25
#Katherine_LLL,2.01.0014,3,25
#LORDS.0_LLL,2.01.0014,3,25
#Maria_LLL,2.01.0014,3,25
#Princess_LLL,2.01.0014,3,25
#Rosaline_LLL,2.01.0014,3,25
#Boyet_LLL,2.01.0015,13,85
#Katherine_LLL,2.01.0015,13,85
#LORDS.0_LLL,2.01.0015,13,85
#Longaville_LLL,2.01.0015,13,85
#Maria_LLL,2.01.0015,13,85
#Princess_LLL,2.01.0015,13,85
#Rosaline_LLL,2.01.0015,13,85
#Berowne_LLL,2.01.0016,6,34
#Boyet_LLL,2.01.0016,6,34
#Katherine_LLL,2.01.0016,6,34
#LORDS.0_LLL,2.01.0016,6,34
#Maria_LLL,2.01.0016,6,34
#Princess_LLL,2.01.0016,6,34
#Rosaline_LLL,2.01.0016,6,34
#Boyet_LLL,2.01.0017,56,395
#Katherine_LLL,2.01.0017,56,395
#LORDS.0_LLL,2.01.0017,56,395
#Maria_LLL,2.01.0017,56,395
#Princess_LLL,2.01.0017,56,395
#Rosaline_LLL,2.01.0017,56,395
#Armado_LLL,3.01.0018,69,463
#Boy_LLL,3.01.0018,69,463
#Armado_LLL,3.01.0019,4,31
#Armado_LLL,3.01.0020,68,478
#Boy_LLL,3.01.0020,68,478
#Costard_LLL,3.01.0020,68,478
#Boy_LLL,3.01.0021,1,7
#Costard_LLL,3.01.0021,1,7
#Costard_LLL,3.01.0022,8,66
#Berowne_LLL,3.01.0023,33,201
#Costard_LLL,3.01.0023,33,201
#Berowne_LLL,3.01.0024,32,248
#Boyet_LLL,4.01.0025,42,332
#Forester_LLL,4.01.0025,42,332
#Katherine_LLL,4.01.0025,42,332
#LORDS_LLL,4.01.0025,42,332
#Maria_LLL,4.01.0025,42,332
#Princess_LLL,4.01.0025,42,332
#Rosaline_LLL,4.01.0025,42,332
#Boyet_LLL,4.01.0026,80,581
#Costard_LLL,4.01.0026,80,581
#Forester_LLL,4.01.0026,80,581
#Katherine_LLL,4.01.0026,80,581
#LORDS_LLL,4.01.0026,80,581
#Maria_LLL,4.01.0026,80,581
#Princess_LLL,4.01.0026,80,581
#Rosaline_LLL,4.01.0026,80,581
#Boyet_LLL,4.01.0027,26,180
#Costard_LLL,4.01.0027,26,180
#Maria_LLL,4.01.0027,26,180
#Rosaline_LLL,4.01.0027,26,180
#Boyet_LLL,4.01.0028,16,123
#Costard_LLL,4.01.0028,16,123
#Maria_LLL,4.01.0028,16,123
#Costard_LLL,4.01.0029,14,99
#Dull_LLL,4.02.0030,98,698
#Holofernes_LLL,4.02.0030,98,698
#Nathaniel_LLL,4.02.0030,98,698
#Costard_LLL,4.02.0031,73,527
#Dull_LLL,4.02.0031,73,527
#Holofernes_LLL,4.02.0031,73,527
#Jaquenetta_LLL,4.02.0031,73,527
#Nathaniel_LLL,4.02.0031,73,527
#Dull_LLL,4.02.0032,20,165
#Holofernes_LLL,4.02.0032,20,165
#Nathaniel_LLL,4.02.0032,20,165
#Berowne_LLL,4.03.0033,19,207
#Berowne_LLL,4.03.0034,22,181
#King_LLL,4.03.0034,22,181
#Berowne_LLL,4.03.0035,37,275
#King_LLL,4.03.0035,37,275
#Longaville_LLL,4.03.0035,37,275
#Berowne_LLL,4.03.0036,117,844
#Dumaine_LLL,4.03.0036,117,844
#King_LLL,4.03.0036,117,844
#Longaville_LLL,4.03.0036,117,844
#Berowne_LLL,4.03.0037,37,226
#Costard_LLL,4.03.0037,37,226
#Dumaine_LLL,4.03.0037,37,226
#Jaquenetta_LLL,4.03.0037,37,226
#King_LLL,4.03.0037,37,226
#Longaville_LLL,4.03.0037,37,226
#Berowne_LLL,4.03.0038,148,1163
#Dumaine_LLL,4.03.0038,148,1163
#King_LLL,4.03.0038,148,1163
#Longaville_LLL,4.03.0038,148,1163
#Dull_LLL,5.01.0039,31,210
#Holofernes_LLL,5.01.0039,31,210
#Nathaniel_LLL,5.01.0039,31,210
#Armado_LLL,5.01.0040,125,878
#Boy_LLL,5.01.0040,125,878
#Costard_LLL,5.01.0040,125,878
#Dull_LLL,5.01.0040,125,878
#Holofernes_LLL,5.01.0040,125,878
#Nathaniel_LLL,5.01.0040,125,878
#Katherine_LLL,5.02.0041,83,645
#Maria_LLL,5.02.0041,83,645
#Princess_LLL,5.02.0041,83,645
#Rosaline_LLL,5.02.0041,83,645
#Boyet_LLL,5.02.0042,81,637
#Katherine_LLL,5.02.0042,81,637
#Maria_LLL,5.02.0042,81,637
#Princess_LLL,5.02.0042,81,637
#Rosaline_LLL,5.02.0042,81,637
#BLACKAMOORS_LLL,5.02.0043,17,102
#Berowne_LLL,5.02.0043,17,102
#Boy_LLL,5.02.0043,17,102
#Boyet_LLL,5.02.0043,17,102
#Dumaine_LLL,5.02.0043,17,102
#Katherine_LLL,5.02.0043,17,102
#King_LLL,5.02.0043,17,102
#Longaville_LLL,5.02.0043,17,102
#MUSICIANS_LLL,5.02.0043,17,102
#Maria_LLL,5.02.0043,17,102
#Princess_LLL,5.02.0043,17,102
#Rosaline_LLL,5.02.0043,17,102
#BLACKAMOORS_LLL,5.02.0044,110,749
#Berowne_LLL,5.02.0044,110,749
#Boyet_LLL,5.02.0044,110,749
#Dumaine_LLL,5.02.0044,110,749
#Katherine_LLL,5.02.0044,110,749
#King_LLL,5.02.0044,110,749
#Longaville_LLL,5.02.0044,110,749
#MUSICIANS_LLL,5.02.0044,110,749
#Maria_LLL,5.02.0044,110,749
#Princess_LLL,5.02.0044,110,749
#Rosaline_LLL,5.02.0044,110,749
#Boyet_LLL,5.02.0045,50,351
#Katherine_LLL,5.02.0045,50,351
#Maria_LLL,5.02.0045,50,351
#Princess_LLL,5.02.0045,50,351
#Rosaline_LLL,5.02.0045,50,351
#Berowne_LLL,5.02.0046,5,41
#Boyet_LLL,5.02.0046,5,41
#Dumaine_LLL,5.02.0046,5,41
#King_LLL,5.02.0046,5,41
#Longaville_LLL,5.02.0046,5,41
#Berowne_LLL,5.02.0047,22,184
#Dumaine_LLL,5.02.0047,22,184
#King_LLL,5.02.0047,22,184
#Longaville_LLL,5.02.0047,22,184
#Berowne_LLL,5.02.0048,162,1213
#Boyet_LLL,5.02.0048,162,1213
#Dumaine_LLL,5.02.0048,162,1213
#Katherine_LLL,5.02.0048,162,1213
#King_LLL,5.02.0048,162,1213
#Longaville_LLL,5.02.0048,162,1213
#Maria_LLL,5.02.0048,162,1213
#Princess_LLL,5.02.0048,162,1213
#Rosaline_LLL,5.02.0048,162,1213
#Berowne_LLL,5.02.0049,30,208
#Boyet_LLL,5.02.0049,30,208
#Costard_LLL,5.02.0049,30,208
#Dumaine_LLL,5.02.0049,30,208
#Katherine_LLL,5.02.0049,30,208
#King_LLL,5.02.0049,30,208
#Longaville_LLL,5.02.0049,30,208
#Maria_LLL,5.02.0049,30,208
#Princess_LLL,5.02.0049,30,208
#Rosaline_LLL,5.02.0049,30,208
#Berowne_LLL,5.02.0050,13,94
#Boyet_LLL,5.02.0050,13,94
#Dumaine_LLL,5.02.0050,13,94
#Katherine_LLL,5.02.0050,13,94
#King_LLL,5.02.0050,13,94
#Longaville_LLL,5.02.0050,13,94
#Maria_LLL,5.02.0050,13,94
#Princess_LLL,5.02.0050,13,94
#Rosaline_LLL,5.02.0050,13,94
#Armado_LLL,5.02.0051,12,82
#Berowne_LLL,5.02.0051,12,82
#Boyet_LLL,5.02.0051,12,82
#Dumaine_LLL,5.02.0051,12,82
#Katherine_LLL,5.02.0051,12,82
#King_LLL,5.02.0051,12,82
#Longaville_LLL,5.02.0051,12,82
#Maria_LLL,5.02.0051,12,82
#Princess_LLL,5.02.0051,12,82
#Rosaline_LLL,5.02.0051,12,82
#Berowne_LLL,5.02.0052,15,106
#Boyet_LLL,5.02.0052,15,106
#Dumaine_LLL,5.02.0052,15,106
#Katherine_LLL,5.02.0052,15,106
#King_LLL,5.02.0052,15,106
#Longaville_LLL,5.02.0052,15,106
#Maria_LLL,5.02.0052,15,106
#Princess_LLL,5.02.0052,15,106
#Rosaline_LLL,5.02.0052,15,106
#Berowne_LLL,5.02.0053,23,125
#Boyet_LLL,5.02.0053,23,125
#Costard_LLL,5.02.0053,23,125
#Dumaine_LLL,5.02.0053,23,125
#Katherine_LLL,5.02.0053,23,125
#King_LLL,5.02.0053,23,125
#Longaville_LLL,5.02.0053,23,125
#Maria_LLL,5.02.0053,23,125
#Princess_LLL,5.02.0053,23,125
#Rosaline_LLL,5.02.0053,23,125
#Berowne_LLL,5.02.0054,24,142
#Boyet_LLL,5.02.0054,24,142
#Costard_LLL,5.02.0054,24,142
#Dumaine_LLL,5.02.0054,24,142
#Katherine_LLL,5.02.0054,24,142
#King_LLL,5.02.0054,24,142
#Longaville_LLL,5.02.0054,24,142
#Maria_LLL,5.02.0054,24,142
#Nathaniel_LLL,5.02.0054,24,142
#Princess_LLL,5.02.0054,24,142
#Rosaline_LLL,5.02.0054,24,142
#Berowne_LLL,5.02.0055,6,54
#Boyet_LLL,5.02.0055,6,54
#Costard_LLL,5.02.0055,6,54
#Dumaine_LLL,5.02.0055,6,54
#Katherine_LLL,5.02.0055,6,54
#King_LLL,5.02.0055,6,54
#Longaville_LLL,5.02.0055,6,54
#Maria_LLL,5.02.0055,6,54
#Princess_LLL,5.02.0055,6,54
#Rosaline_LLL,5.02.0055,6,54
#Berowne_LLL,5.02.0056,49,279
#Boy_LLL,5.02.0056,49,279
#Boyet_LLL,5.02.0056,49,279
#Costard_LLL,5.02.0056,49,279
#Dumaine_LLL,5.02.0056,49,279
#Holofernes_LLL,5.02.0056,49,279
#Katherine_LLL,5.02.0056,49,279
#King_LLL,5.02.0056,49,279
#Longaville_LLL,5.02.0056,49,279
#Maria_LLL,5.02.0056,49,279
#Princess_LLL,5.02.0056,49,279
#Rosaline_LLL,5.02.0056,49,279
#Berowne_LLL,5.02.0057,1,8
#Boy_LLL,5.02.0057,1,8
#Boyet_LLL,5.02.0057,1,8
#Costard_LLL,5.02.0057,1,8
#Dumaine_LLL,5.02.0057,1,8
#Katherine_LLL,5.02.0057,1,8
#King_LLL,5.02.0057,1,8
#Longaville_LLL,5.02.0057,1,8
#Maria_LLL,5.02.0057,1,8
#Princess_LLL,5.02.0057,1,8
#Rosaline_LLL,5.02.0057,1,8
#Armado_LLL,5.02.0058,86,512
#Berowne_LLL,5.02.0058,86,512
#Boy_LLL,5.02.0058,86,512
#Boyet_LLL,5.02.0058,86,512
#Costard_LLL,5.02.0058,86,512
#Dumaine_LLL,5.02.0058,86,512
#Katherine_LLL,5.02.0058,86,512
#King_LLL,5.02.0058,86,512
#Longaville_LLL,5.02.0058,86,512
#Maria_LLL,5.02.0058,86,512
#Princess_LLL,5.02.0058,86,512
#Rosaline_LLL,5.02.0058,86,512
#Armado_LLL,5.02.0059,11,76
#Berowne_LLL,5.02.0059,11,76
#Boy_LLL,5.02.0059,11,76
#Boyet_LLL,5.02.0059,11,76
#Costard_LLL,5.02.0059,11,76
#Dumaine_LLL,5.02.0059,11,76
#Katherine_LLL,5.02.0059,11,76
#King_LLL,5.02.0059,11,76
#Longaville_LLL,5.02.0059,11,76
#Marcade_LLL,5.02.0059,11,76
#Maria_LLL,5.02.0059,11,76
#Princess_LLL,5.02.0059,11,76
#Rosaline_LLL,5.02.0059,11,76
#Berowne_LLL,5.02.0060,152,1155
#Boyet_LLL,5.02.0060,152,1155
#Dumaine_LLL,5.02.0060,152,1155
#Katherine_LLL,5.02.0060,152,1155
#King_LLL,5.02.0060,152,1155
#Longaville_LLL,5.02.0060,152,1155
#Marcade_LLL,5.02.0060,152,1155
#Maria_LLL,5.02.0060,152,1155
#Princess_LLL,5.02.0060,152,1155
#Rosaline_LLL,5.02.0060,152,1155
#Armado_LLL,5.02.0061,12,85
#Berowne_LLL,5.02.0061,12,85
#Boyet_LLL,5.02.0061,12,85
#Dumaine_LLL,5.02.0061,12,85
#Katherine_LLL,5.02.0061,12,85
#King_LLL,5.02.0061,12,85
#Longaville_LLL,5.02.0061,12,85
#Marcade_LLL,5.02.0061,12,85
#Maria_LLL,5.02.0061,12,85
#Princess_LLL,5.02.0061,12,85
#Rosaline_LLL,5.02.0061,12,85
#Armado_LLL,5.02.0062,3,22
#Berowne_LLL,5.02.0062,3,22
#Boy_LLL,5.02.0062,3,22
#Boyet_LLL,5.02.0062,3,22
#Costard_LLL,5.02.0062,3,22
#Dumaine_LLL,5.02.0062,3,22
#Holofernes_LLL,5.02.0062,3,22
#Katherine_LLL,5.02.0062,3,22
#King_LLL,5.02.0062,3,22
#Longaville_LLL,5.02.0062,3,22
#Marcade_LLL,5.02.0062,3,22
#Maria_LLL,5.02.0062,3,22
#Nathaniel_LLL,5.02.0062,3,22
#Princess_LLL,5.02.0062,3,22
#Rosaline_LLL,5.02.0062,3,22
#Armado_LLL,5.02.0063,18,96
#Berowne_LLL,5.02.0063,18,96
#Boy_LLL,5.02.0063,18,96
#Boyet_LLL,5.02.0063,18,96
#Costard_LLL,5.02.0063,18,96
#Dumaine_LLL,5.02.0063,18,96
#Holofernes_LLL,5.02.0063,18,96
#Katherine_LLL,5.02.0063,18,96
#King_LLL,5.02.0063,18,96
#Longaville_LLL,5.02.0063,18,96
#Marcade_LLL,5.02.0063,18,96
#Maria_LLL,5.02.0063,18,96
#Nathaniel_LLL,5.02.0063,18,96
#Princess_LLL,5.02.0063,18,96
#Rosaline_LLL,5.02.0063,18,96
#Spring_LLL,5.02.0063,18,96
#Armado_LLL,5.02.0064,18,122
#Berowne_LLL,5.02.0064,18,122
#Boy_LLL,5.02.0064,18,122
#Boyet_LLL,5.02.0064,18,122
#Costard_LLL,5.02.0064,18,122
#Dumaine_LLL,5.02.0064,18,122
#Holofernes_LLL,5.02.0064,18,122
#Katherine_LLL,5.02.0064,18,122
#King_LLL,5.02.0064,18,122
#Longaville_LLL,5.02.0064,18,122
#Marcade_LLL,5.02.0064,18,122
#Maria_LLL,5.02.0064,18,122
#Nathaniel_LLL,5.02.0064,18,122
#Princess_LLL,5.02.0064,18,122
#Rosaline_LLL,5.02.0064,18,122
#Spring_LLL,5.02.0064,18,122
#Winter_LLL,5.02.0064,18,122
