act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,1,#Orlando_AYL,234,25,234,25
1,1,2,#Adam_AYL,46,6,452,58
1,1,2,#Oliver_AYL,88,14,452,58
1,1,2,#Orlando_AYL,318,38,452,58
1,1,3,#Oliver_AYL,24,3,24,3
1,1,4,#Dennis_AYL,17,3,31,6
1,1,4,#Oliver_AYL,14,3,31,6
1,1,5,#Oliver_AYL,10,2,10,2
1,1,6,#Charles_AYL,337,38,574,67
1,1,6,#Oliver_AYL,237,29,574,67
1,1,7,#Oliver_AYL,96,10,96,10
1,2,8,#Celia_AYL,237,27,360,44
1,2,8,#Rosalind_AYL,123,17,360,44
1,2,9,#Celia_AYL,157,21,344,46
1,2,9,#Rosalind_AYL,30,5,344,46
1,2,9,#Touchstone_AYL,157,20,344,46
1,2,10,#Celia_AYL,74,12,373,52
1,2,10,#LORDS.FREDERICK.LeBeau_AYL,182,22,373,52
1,2,10,#Rosalind_AYL,71,11,373,52
1,2,10,#Touchstone_AYL,46,7,373,52
1,2,11,#Celia_AYL,117,15,526,73
1,2,11,#Charles_AYL,38,5,526,73
1,2,11,#DukeFrederick_AYL,96,15,526,73
1,2,11,#LORDS.FREDERICK.LeBeau_AYL,16,4,526,73
1,2,11,#Orlando_AYL,179,21,526,73
1,2,11,#Rosalind_AYL,80,13,526,73
1,2,12,#DukeFrederick_AYL,63,9,74,11
1,2,12,#Orlando_AYL,11,2,74,11
1,2,13,#Celia_AYL,65,10,219,31
1,2,13,#Orlando_AYL,52,6,219,31
1,2,13,#Rosalind_AYL,102,15,219,31
1,2,14,#Orlando_AYL,30,4,30,4
1,2,15,#LORDS.FREDERICK.LeBeau_AYL,173,22,207,26
1,2,15,#Orlando_AYL,34,4,207,26
1,2,16,#Orlando_AYL,19,3,19,3
1,3,17,#Celia_AYL,165,21,276,37
1,3,17,#Rosalind_AYL,111,16,276,37
1,3,18,#Celia_AYL,92,12,408,56
1,3,18,#DukeFrederick_AYL,178,25,408,56
1,3,18,#Rosalind_AYL,138,19,408,56
1,3,19,#Celia_AYL,249,31,399,52
1,3,19,#Rosalind_AYL,150,21,399,52
2,1,20,#DukeSenior_AYL,170,22,194,25
2,1,20,#LORDS.SENIOR.Amiens_AYL,24,3,194,25
2,1,21,#DukeSenior_AYL,18,3,303,42
2,1,21,#LORDS.SENIOR.0.1_AYL,285,39,303,42
2,1,22,#DukeSenior_AYL,19,3,36,6
2,1,22,#LORDS.SENIOR.0.1_AYL,6,1,36,6
2,1,22,#LORDS.SENIOR.0.2_AYL,11,2,36,6
2,2,23,#DukeFrederick_AYL,24,3,24,3
2,2,24,#LORDS.FREDERICK.0.1_AYL,32,4,32,4
2,2,25,#DukeFrederick_AYL,38,5,101,14
2,2,25,#LORDS.FREDERICK.0.2_AYL,63,9,101,14
2,3,26,#Adam_AYL,430,54,610,77
2,3,26,#Orlando_AYL,180,23,610,77
2,4,27,#Celia_AYL,11,1,140,18
2,4,27,#Rosalind_AYL,58,8,140,18
2,4,27,#Touchstone_AYL,71,9,140,18
2,4,28,#Corin_AYL,26,3,177,24
2,4,28,#Rosalind_AYL,14,2,177,24
2,4,28,#Silvius_AYL,137,19,177,24
2,4,29,#Celia_AYL,41,4,469,61
2,4,29,#Corin_AYL,174,23,469,61
2,4,29,#Rosalind_AYL,119,17,469,61
2,4,29,#Touchstone_AYL,135,17,469,61
2,5,30,#Jaques_AYL,283,41,392,61
2,5,30,#LORDS.SENIOR.Amiens_AYL,148,28,392,61
2,5,30,#LORDS.SENIOR_AYL,39,8,392,61
2,6,31,#Adam_AYL,24,3,167,18
2,6,31,#Orlando_AYL,143,15,167,18
2,7,32,#DukeSenior_AYL,17,2,17,2
2,7,33,#DukeSenior_AYL,25,3,42,5
2,7,33,#LORDS.SENIOR.0.1_AYL,17,2,42,5
2,7,34,#DukeSenior_AYL,84,12,652,83
2,7,34,#Jaques_AYL,560,70,652,83
2,7,34,#LORDS.SENIOR.0.1_AYL,8,1,652,83
2,7,35,#DukeSenior_AYL,117,15,395,51
2,7,35,#Jaques_AYL,29,5,395,51
2,7,35,#Orlando_AYL,249,31,395,51
2,7,36,#DukeSenior_AYL,24,4,235,32
2,7,36,#Jaques_AYL,211,28,235,32
2,7,37,#Adam_AYL,13,2,242,39
2,7,37,#DukeSenior_AYL,117,16,242,39
2,7,37,#LORDS.SENIOR.Amiens_AYL,106,20,242,39
2,7,37,#Orlando_AYL,6,1,242,39
3,1,38,#DukeFrederick_AYL,130,16,147,18
