act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,1,#Chatillion_Jn,109,16,214,30
1,1,1,#KingJohn_Jn,100,13,214,30
1,1,1,#QueenEleanor_Jn,5,1,214,30
1,1,2,#KingJohn_Jn,8,1,104,13
1,1,2,#QueenEleanor_Jn,96,12,104,13
1,1,3,#Essex_Jn,25,3,28,4
1,1,3,#KingJohn_Jn,3,1,28,4
1,1,4,#KingJohn_Jn,10,2,10,2
1,1,5,#Bastard_Jn,536,64,1096,138
1,1,5,#KingJohn_Jn,253,35,1096,138
1,1,5,#QueenEleanor_Jn,128,17,1096,138
1,1,5,#RobertFaulconbridge_Jn,179,22,1096,138
1,1,6,#Bastard_Jn,258,35,258,35
1,1,7,#Bastard_Jn,87,11,134,17
1,1,7,#Gurney_Jn,4,1,134,17
1,1,7,#LadyFaulconbridge_Jn,43,5,134,17
1,1,8,#Bastard_Jn,282,34,361,45
1,1,8,#LadyFaulconbridge_Jn,79,11,361,45
2,1,9,#Arthur_Jn,47,6,379,49
2,1,9,#Austria_Jn,118,15,379,49
2,1,9,#Constance_Jn,74,9,379,49
2,1,9,#Dauphin_Jn,86,12,379,49
2,1,9,#KingPhilip_Jn,54,7,379,49
2,1,10,#Austria_Jn,26,4,245,34
2,1,10,#Chatillion_Jn,187,25,245,34
2,1,10,#KingPhilip_Jn,32,5,245,34
2,1,11,#Arthur_Jn,24,3,942,125
2,1,11,#Austria_Jn,21,4,942,125
2,1,11,#Bastard_Jn,91,11,942,125
2,1,11,#Blanche_Jn,16,2,942,125
2,1,11,#Constance_Jn,304,41,942,125
2,1,11,#Dauphin_Jn,40,5,942,125
2,1,11,#KingJohn_Jn,104,15,942,125
2,1,11,#KingPhilip_Jn,272,35,942,125
2,1,11,#QueenEleanor_Jn,70,9,942,125
2,1,12,#Austria_Jn,3,1,754,103
2,1,12,#Bastard_Jn,71,12,754,103
2,1,12,#CITIZENS.0.1_Jn,73,8,754,103
2,1,12,#KingJohn_Jn,306,42,754,103
2,1,12,#KingPhilip_Jn,301,40,754,103
2,1,13,#HERALDS.FRENCH_Jn,87,12,87,12
2,1,14,#CITIZENS.0.1_Jn,72,11,173,24
2,1,14,#HERALDS.ENGLISH_Jn,101,13,173,24
2,1,15,#Austria_Jn,22,3,1756,234
2,1,15,#Bastard_Jn,491,68,1756,234
2,1,15,#Blanche_Jn,110,14,1756,234
2,1,15,#CITIZENS.0.1_Jn,372,48,1756,234
2,1,15,#Dauphin_Jn,87,11,1756,234
2,1,15,#KingJohn_Jn,323,44,1756,234
2,1,15,#KingPhilip_Jn,257,33,1756,234
2,1,15,#QueenEleanor_Jn,94,13,1756,234
2,1,16,#KingJohn_Jn,40,7,40,7
2,1,17,#Bastard_Jn,285,39,285,39
3,1,18,#Arthur_Jn,7,1,613,77
3,1,18,#Constance_Jn,559,70,613,77
3,1,18,#Salisbury_Jn,47,6,613,77
3,1,19,#Austria_Jn,22,3,478,63
3,1,19,#Bastard_Jn,16,2,478,63
3,1,19,#Constance_Jn,348,46,478,63
3,1,19,#KingJohn_Jn,8,1,478,63
3,1,19,#KingPhilip_Jn,84,11,478,63
3,1,20,#Austria_Jn,27,5,1596,214
3,1,20,#Bastard_Jn,53,7,1596,214
3,1,20,#Blanche_Jn,206,27,1596,214
3,1,20,#Constance_Jn,232,30,1596,214
3,1,20,#Dauphin_Jn,53,8,1596,214
3,1,20,#KingJohn_Jn,212,28,1596,214
3,1,20,#KingPhilip_Jn,266,35,1596,214
3,1,20,#Pandulph_Jn,531,72,1596,214
3,1,20,#QueenEleanor_Jn,16,2,1596,214
3,1,21,#KingJohn_Jn,39,5,65,8
3,1,21,#KingPhilip_Jn,26,3,65,8
3,2,22,#Bastard_Jn,27,4,27,4
3,2,23,#Bastard_Jn,29,4,47,7
3,2,23,#KingJohn_Jn,18,3,47,7
3,3,24,#Arthur_Jn,9,1,132,18
3,3,24,#Bastard_Jn,42,5,132,18
3,3,24,#KingJohn_Jn,78,11,132,18
3,3,24,#QueenEleanor_Jn,3,1,132,18
3,3,25,#Hubert_Jn,48,8,462,65
3,3,25,#KingJohn_Jn,402,55,462,65
3,3,25,#QueenEleanor_Jn,12,2,462,65
3,4,26,#Dauphin_Jn,39,5,121,16
3,4,26,#KingPhilip_Jn,74,10,121,16
3,4,26,#Pandulph_Jn,8,1,121,16
3,4,27,#Constance_Jn,596,74,714,91
3,4,27,#KingPhilip_Jn,103,15,714,91
3,4,27,#Pandulph_Jn,15,2,714,91
3,4,28,#KingPhilip_Jn,8,1,8,1
3,4,29,#Dauphin_Jn,109,14,628,78
3,4,29,#Pandulph_Jn,519,64,628,78
4,1,30,#Hubert_Jn,44,5,44,5
4,1,31,#EXECUTIONERS.0.1_Jn,9,1,17,2
4,1,31,#Hubert_Jn,8,1,17,2
4,1,32,#Hubert_Jn,10,1,10,1
4,1,33,#Arthur_Jn,427,54,531,71
4,1,33,#Hubert_Jn,104,17,531,71
4,1,34,#Arthur_Jn,92,11,126,15
4,1,34,#EXECUTIONERS.0.1_Jn,10,1,126,15
4,1,34,#Hubert_Jn,24,3,126,15
4,1,35,#Arthur_Jn,282,37,407,54
4,1,35,#Hubert_Jn,125,17,407,54
4,2,36,#KingJohn_Jn,85,11,520,69
4,2,36,#Pembroke_Jn,284,37,520,69
4,2,36,#Salisbury_Jn,151,21,520,69
4,2,37,#KingJohn_Jn,61,8,288,35
4,2,37,#Pembroke_Jn,164,19,288,35
4,2,37,#Salisbury_Jn,63,8,288,35
4,2,38,#KingJohn_Jn,21,3,21,3
4,2,39,#KingJohn_Jn,121,16,217,29
4,2,39,#MESSENGERS.ENGLISH.1_Jn,96,13,217,29
4,2,40,#Bastard_Jn,110,14,216,28
4,2,40,#KingJohn_Jn,98,13,216,28
4,2,40,#Peter_Jn,8,1,216,28
4,2,41,#Bastard_Jn,58,8,135,20
4,2,41,#KingJohn_Jn,77,12,135,20
4,2,42,#KingJohn_Jn,25,5,31,6
4,2,42,#MESSENGERS.ENGLISH.1_Jn,6,1,31,6
4,2,43,#KingJohn_Jn,3,1,3,1
4,2,44,#Hubert_Jn,260,35,690,90
4,2,44,#KingJohn_Jn,430,55,690,90
4,3,45,#Arthur_Jn,89,10,89,10
4,3,46,#Bigot_Jn,7,1,78,10
4,3,46,#Pembroke_Jn,7,1,78,10
4,3,46,#Salisbury_Jn,64,8,78,10
4,3,47,#Bastard_Jn,72,9,411,54
4,3,47,#Bigot_Jn,22,3,411,54
4,3,47,#Pembroke_Jn,72,10,411,54
4,3,47,#Salisbury_Jn,251,33,411,54
4,3,48,#Bastard_Jn,67,8,345,46
4,3,48,#Bigot_Jn,30,5,345,46
4,3,48,#Hubert_Jn,140,18,345,46
4,3,48,#Pembroke_Jn,13,2,345,46
4,3,48,#Salisbury_Jn,95,13,345,46
4,3,49,#Bastard_Jn,314,40,358,47
4,3,49,#Hubert_Jn,44,7,358,47
5,1,50,#KingJohn_Jn,92,14,172,25
5,1,50,#Pandulph_Jn,80,11,172,25
5,1,51,#KingJohn_Jn,41,5,41,5
5,1,52,#Bastard_Jn,331,44,392,52
5,1,52,#KingJohn_Jn,61,8,392,52
5,2,53,#Dauphin_Jn,236,32,478,64
5,2,53,#Salisbury_Jn,242,32,478,64
5,2,54,#Dauphin_Jn,344,43,429,54
5,2,54,#Pandulph_Jn,85,11,429,54
5,2,55,#Bastard_Jn,408,53,498,65
5,2,55,#Dauphin_Jn,64,8,498,65
5,2,55,#Pandulph_Jn,26,4,498,65
5,3,56,#Hubert_Jn,7,1,34,4
5,3,56,#KingJohn_Jn,27,3,34,4
5,3,57,#KingJohn_Jn,40,5,102,13
5,3,57,#MESSENGERS.ENGLISH.1_Jn,62,8,102,13
5,4,58,#Pembroke_Jn,24,3,46,6
5,4,58,#Salisbury_Jn,22,3,46,6
5,4,59,#Melun_Jn,308,39,436,56
5,4,59,#Pembroke_Jn,5,1,436,56
5,4,59,#Salisbury_Jn,123,16,436,56
5,5,60,#Dauphin_Jn,64,9,64,9
5,5,61,#Dauphin_Jn,72,9,118,15
5,5,61,#MESSENGERS.FRENCH.1_Jn,46,6,118,15
5,6,62,#Bastard_Jn,158,21,354,48
5,6,62,#Hubert_Jn,196,27,354,48
5,7,63,#PrinceHenry_Jn,37,5,37,5
5,7,64,#Pembroke_Jn,28,4,36,5
5,7,64,#PrinceHenry_Jn,8,1,36,5
5,7,65,#Pembroke_Jn,13,2,136,19
5,7,65,#PrinceHenry_Jn,98,14,136,19
5,7,65,#Salisbury_Jn,25,3,136,19
5,7,66,#KingJohn_Jn,155,20,172,23
5,7,66,#PrinceHenry_Jn,17,3,172,23
5,7,67,#Bastard_Jn,301,40,563,72
5,7,67,#KingJohn_Jn,68,8,563,72
5,7,67,#PrinceHenry_Jn,61,7,563,72
5,7,67,#Salisbury_Jn,133,17,563,72
1,1,1,#Essex_Jn,0,0,214,30
1,1,1,#Pembroke_Jn,0,0,214,30
1,1,1,#Salisbury_Jn,0,0,214,30
1,1,2,#Essex_Jn,0,0,104,13
1,1,2,#Salisbury_Jn,0,0,104,13
1,1,3,#QueenEleanor_Jn,0,0,28,4
1,1,3,#Salisbury_Jn,0,0,28,4
1,1,3,#Sheriff_Jn,0,0,28,4
1,1,4,#Essex_Jn,0,0,10,2
