act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,175,25,#ATTENDANTS_MM #Duke_MM #Escalus_MM
1,1,2,405,56,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM
1,1,3,65,9,#ATTENDANTS_MM #Angelo_MM #Escalus_MM
1,2,4,295,43,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM
1,2,5,234,35,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM
1,2,6,20,3,#Bawd_MM
1,2,7,178,26,#Bawd_MM #Pompey_MM
1,2,8,22,4,#Bawd_MM #Claudio_MM #Juliet_MM #OFFICERS_MM #Pompey_MM #Provost_MM
1,2,9,66,8,#Claudio_MM #Juliet_MM #OFFICERS_MM #Provost_MM
1,2,10,535,73,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM
1,3,11,439,58,#Duke_MM #FriarThomas_MM
1,4,12,35,5,#Isabella_MM #Nun_MM
1,4,13,670,95,#Isabella_MM #Lucio_MM #Nun_MM
2,1,14,262,33,#Angelo_MM #Escalus_MM #Justice_MM #SERVANTS_MM
2,1,15,40,7,#Angelo_MM #Escalus_MM #Justice_MM #Provost_MM #SERVANTS_MM
2,1,16,33,4,#Angelo_MM #Escalus_MM #Justice_MM #SERVANTS_MM
2,1,17,751,101,#Angelo_MM #Elbow_MM #Escalus_MM #Froth_MM #Justice_MM #OFFICERS_MM #Pompey_MM #SERVANTS_MM
2,1,18,510,74,#Elbow_MM #Escalus_MM #Froth_MM #Justice_MM #OFFICERS_MM #Pompey_MM #SERVANTS_MM
2,1,19,350,45,#Elbow_MM #Escalus_MM #Justice_MM #OFFICERS_MM #Pompey_MM #SERVANTS_MM
2,1,20,143,19,#Elbow_MM #Escalus_MM #Justice_MM #OFFICERS_MM #SERVANTS_MM
2,1,21,64,12,#Escalus_MM #Justice_MM #SERVANTS_MM
2,2,22,17,3,#Provost_MM #SERVANTS.1_MM
2,2,23,31,5,#Provost_MM
2,2,24,102,16,#Angelo_MM #Provost_MM
2,2,25,39,7,#Angelo_MM #Provost_MM #SERVANTS.1_MM
2,2,26,20,3,#Angelo_MM #Provost_MM
2,2,27,1118,163,#Angelo_MM #Isabella_MM #Lucio_MM #Provost_MM
2,2,28,212,27,#Angelo_MM
2,3,29,74,9,#Duke_MM #Provost_MM
2,3,30,233,35,#Duke_MM #Juliet_MM #Provost_MM
2,3,31,23,4,#Juliet_MM #Provost_MM
2,4,32,144,18,#Angelo_MM
2,4,33,12,2,#Angelo_MM #SERVANTS.1_MM
2,4,34,80,12,#Angelo_MM
2,4,35,1104,153,#Angelo_MM #Isabella_MM
2,4,36,132,17,#Isabella_MM
3,1,37,369,46,#Claudio_MM #Duke_MM #Provost_MM
3,1,38,69,11,#Claudio_MM #Duke_MM #Isabella_MM #Provost_MM
3,1,39,742,113,#Claudio_MM #Isabella_MM
3,1,40,187,25,#Claudio_MM #Duke_MM #Isabella_MM
3,1,41,36,6,#Claudio_MM #Duke_MM #Isabella_MM #Provost_MM
3,1,42,777,95,#Duke_MM #Isabella_MM
3,2,43,32,4,#Elbow_MM #OFFICERS_MM #Pompey_MM
3,2,44,291,37,#Duke_MM #Elbow_MM #OFFICERS_MM #Pompey_MM
