act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,1,#Duke_MM,155,21,175,25
1,1,1,#Escalus_MM,20,4,175,25
1,1,2,#Angelo_MM,59,9,405,56
1,1,2,#Duke_MM,338,46,405,56
1,1,2,#Escalus_MM,8,1,405,56
1,1,3,#Angelo_MM,18,3,65,9
1,1,3,#Escalus_MM,47,6,65,9
1,2,4,#GENTLEMEN.1_MM,125,18,295,43
1,2,4,#GENTLEMEN.2_MM,28,6,295,43
1,2,4,#Lucio_MM,142,19,295,43
1,2,5,#Bawd_MM,66,8,234,35
1,2,5,#GENTLEMEN.1_MM,44,8,234,35
1,2,5,#GENTLEMEN.2_MM,31,5,234,35
1,2,5,#Lucio_MM,93,14,234,35
1,2,6,#Bawd_MM,20,3,20,3
1,2,7,#Bawd_MM,63,10,178,26
1,2,7,#Pompey_MM,115,16,178,26
1,2,8,#Bawd_MM,8,2,22,4
1,2,8,#Pompey_MM,14,2,22,4
1,2,9,#Claudio_MM,52,6,66,8
1,2,9,#Provost_MM,14,2,66,8
1,2,10,#Claudio_MM,380,51,535,73
1,2,10,#Lucio_MM,150,21,535,73
1,2,10,#Provost_MM,5,1,535,73
1,3,11,#Duke_MM,404,52,439,58
1,3,11,#FriarThomas_MM,35,6,439,58
1,4,12,#Isabella_MM,30,4,35,5
1,4,12,#Nun_MM,5,1,35,5
1,4,13,#Isabella_MM,144,24,670,95
1,4,13,#Lucio_MM,455,63,670,95
1,4,13,#Nun_MM,71,8,670,95
2,1,14,#Angelo_MM,161,20,262,33
2,1,14,#Escalus_MM,101,13,262,33
2,1,15,#Angelo_MM,28,5,40,7
2,1,15,#Escalus_MM,6,1,40,7
2,1,15,#Provost_MM,6,1,40,7
2,1,16,#Escalus_MM,33,4,33,4
2,1,17,#Angelo_MM,76,12,751,101
2,1,17,#Elbow_MM,247,32,751,101
2,1,17,#Escalus_MM,92,14,751,101
2,1,17,#Froth_MM,26,6,751,101
2,1,17,#Pompey_MM,310,37,751,101
2,1,18,#Elbow_MM,164,21,510,74
2,1,18,#Escalus_MM,173,27,510,74
2,1,18,#Froth_MM,32,5,510,74
2,1,18,#Pompey_MM,141,21,510,74
2,1,19,#Escalus_MM,188,25,350,45
2,1,19,#Pompey_MM,162,20,350,45
2,1,20,#Elbow_MM,49,7,143,19
2,1,20,#Escalus_MM,94,12,143,19
2,1,21,#Escalus_MM,54,9,64,12
2,1,21,#Justice_MM,10,3,64,12
2,2,22,#Provost_MM,3,1,17,3
2,2,22,#SERVANTS.1_MM,14,2,17,3
2,2,23,#Provost_MM,31,5,31,5
2,2,24,#Angelo_MM,53,8,102,16
2,2,24,#Provost_MM,49,8,102,16
2,2,25,#Angelo_MM,9,2,39,7
2,2,25,#Provost_MM,18,3,39,7
2,2,25,#SERVANTS.1_MM,12,2,39,7
2,2,26,#Angelo_MM,20,3,20,3
2,2,27,#Angelo_MM,312,48,1118,163
2,2,27,#Isabella_MM,695,95,1118,163
2,2,27,#Lucio_MM,98,16,1118,163
2,2,27,#Provost_MM,13,4,1118,163
2,2,28,#Angelo_MM,212,27,212,27
2,3,29,#Duke_MM,55,7,74,9
2,3,29,#Provost_MM,19,2,74,9
2,3,30,#Duke_MM,127,19,233,35
2,3,30,#Juliet_MM,44,7,233,35
2,3,30,#Provost_MM,62,9,233,35
2,3,31,#Juliet_MM,19,3,23,4
2,3,31,#Provost_MM,4,1,23,4
2,4,32,#Angelo_MM,144,18,144,18
2,4,33,#Angelo_MM,4,1,12,2
2,4,33,#SERVANTS.1_MM,8,1,12,2
2,4,34,#Angelo_MM,80,12,80,12
2,4,35,#Angelo_MM,672,90,1104,153
2,4,35,#Isabella_MM,432,63,1104,153
2,4,36,#Isabella_MM,132,17,132,17
3,1,37,#Claudio_MM,42,6,369,46
3,1,37,#Duke_MM,327,40,369,46
3,1,38,#Claudio_MM,6,1,69,11
3,1,38,#Duke_MM,24,4,69,11
3,1,38,#Isabella_MM,17,2,69,11
3,1,38,#Provost_MM,22,4,69,11
3,1,39,#Claudio_MM,274,44,742,113
3,1,39,#Isabella_MM,468,69,742,113
3,1,40,#Claudio_MM,23,2,187,25
3,1,40,#Duke_MM,140,19,187,25
3,1,40,#Isabella_MM,24,4,187,25
3,1,41,#Duke_MM,29,4,36,6
3,1,41,#Provost_MM,7,2,36,6
3,1,42,#Duke_MM,608,74,777,95
3,1,42,#Isabella_MM,169,21,777,95
3,2,43,#Elbow_MM,32,4,32,4
3,2,44,#Duke_MM,140,18,291,37
3,2,44,#Elbow_MM,90,11,291,37
3,2,44,#Pompey_MM,61,8,291,37
3,2,45,#Duke_MM,8,2,330,44
3,2,45,#Elbow_MM,18,3,330,44
