node,node_type
#AMBASSADORS_Ham,character
#ATTENDANTS.0.1_Ham,character
#ATTENDANTS.1_Ham,character
#ATTENDANTS.2_Ham,character
#ATTENDANTS.GUARDS_Ham,character
#ATTENDANTS_Ham,character
#Barnardo_Ham,character
#Claudius_Ham,character
#Cornelius_Ham,character
#Doctor_Ham,character
#FOLLOWERS.LAERTES_Ham,character
#Fortinbras_Ham,character
#Francisco_Ham,character
#Gertrude_Ham,character
#Ghost_Ham,character
#Gravedigger_Ham,character
#GravediggersCompanion_Ham,character
#Guildenstern_Ham,character
#Hamlet_Ham,character
#Horatio_Ham,character
#Laertes_Ham,character
#MESSENGERS.1_Ham,character
#MESSENGERS.2_Ham,character
#Marcellus_Ham,character
#Ophelia_Ham,character
#Osric_Ham,character
#PLAYERS.0.1_Ham,character
#PLAYERS.1_Ham,character
#PLAYERS.King_Ham,character
#PLAYERS.Lucianus_Ham,character
#PLAYERS.Prologue_Ham,character
#PLAYERS.Queen_Ham,character
#PLAYERS_Ham,character
#Polonius_Ham,character
#Reynaldo_Ham,character
#Rosencrantz_Ham,character
#SAILORS.0.1_Ham,character
#SAILORS_Ham,character
#SOLDIERS.FORTINBRAS.Captain_Ham,character
#SOLDIERS.FORTINBRAS_Ham,character
#Voltemand_Ham,character
1.01,text_unit
1.02,text_unit
1.03,text_unit
1.04,text_unit
1.05,text_unit
2.01,text_unit
2.02,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
3.04,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
4.04,text_unit
4.05,text_unit
4.06,text_unit
4.07,text_unit
5.01,text_unit
5.02,text_unit
