act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,1,#Proteus_TGV,147,20,484,64
1,1,1,#Valentine_TGV,337,44,484,64
1,1,2,#Proteus_TGV,56,7,56,7
1,1,3,#Proteus_TGV,216,34,573,81
1,1,3,#Speed_TGV,357,47,573,81
1,1,4,#Proteus_TGV,23,3,23,3
1,2,5,#Julia_TGV,192,26,386,52
1,2,5,#Lucetta_TGV,194,26,386,52
1,2,6,#Julia_TGV,135,17,135,17
1,2,7,#Julia_TGV,126,18,287,41
1,2,7,#Lucetta_TGV,161,23,287,41
1,2,8,#Julia_TGV,203,26,203,26
1,2,9,#Julia_TGV,29,4,81,10
1,2,9,#Lucetta_TGV,52,6,81,10
1,3,10,#Antonio_TGV,131,18,316,44
1,3,10,#Pantino_TGV,185,26,316,44
1,3,11,#Antonio_TGV,131,17,256,34
1,3,11,#Proteus_TGV,125,17,256,34
1,3,12,#Proteus_TGV,83,10,83,10
1,3,13,#Pantino_TGV,16,2,32,4
1,3,13,#Proteus_TGV,16,2,32,4
2,1,14,#Speed_TGV,441,56,662,93
2,1,14,#Valentine_TGV,221,37,662,93
2,1,15,#Speed_TGV,40,7,286,42
2,1,15,#Sylvia_TGV,141,19,286,42
2,1,15,#Valentine_TGV,105,16,286,42
2,1,16,#Speed_TGV,239,34,290,45
2,1,16,#Valentine_TGV,51,11,290,45
2,2,17,#Julia_TGV,30,4,116,16
2,2,17,#Proteus_TGV,86,12,116,16
2,2,18,#Proteus_TGV,24,3,24,3
2,2,19,#Pantino_TGV,6,1,18,3
2,2,19,#Proteus_TGV,12,2,18,3
2,3,20,#Lance_TGV,341,34,341,34
2,3,21,#Lance_TGV,92,12,196,28
2,3,21,#Pantino_TGV,104,16,196,28
2,4,22,#Speed_TGV,14,3,249,47
2,4,22,#Sylvia_TGV,36,8,249,47
2,4,22,#Thurio_TGV,70,12,249,47
2,4,22,#Valentine_TGV,129,24,249,47
2,4,23,#Duke_TGV,130,18,293,39
2,4,23,#Valentine_TGV,163,21,293,39
2,4,24,#Sylvia_TGV,40,5,107,13
2,4,24,#Thurio_TGV,10,1,107,13
2,4,24,#Valentine_TGV,57,7,107,13
2,4,25,#Proteus_TGV,39,5,127,17
2,4,25,#Sylvia_TGV,48,6,127,17
2,4,25,#Valentine_TGV,40,6,127,17
2,4,26,#SERVANTS.1_TGV,9,1,14,2
2,4,26,#Sylvia_TGV,5,1,14,2
2,4,27,#Proteus_TGV,6,1,35,6
2,4,27,#Sylvia_TGV,29,5,35,6
2,4,28,#Proteus_TGV,133,21,546,78
2,4,28,#Valentine_TGV,413,57,546,78
