act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
1,1,1,#Archidamus_WT,#Archidamus_WT #Camillo_WT,176,23
1,1,1,#Camillo_WT,#Archidamus_WT #Camillo_WT,179,25
1,2,2,#Hermione_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,510,71
1,2,2,#Leontes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,639,95
1,2,2,#Mamillius_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,15,3
1,2,2,#Polixenes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,399,61
1,2,3,#Camillo_WT,#Camillo_WT #Leontes_WT #Mamillius_WT,4,1
1,2,3,#Leontes_WT,#Camillo_WT #Leontes_WT #Mamillius_WT,213,29
1,2,3,#Mamillius_WT,#Camillo_WT #Leontes_WT #Mamillius_WT,6,1
1,2,4,#Camillo_WT,#Camillo_WT #Leontes_WT,403,61
1,2,4,#Leontes_WT,#Camillo_WT #Leontes_WT,700,100
1,2,5,#Camillo_WT,#Camillo_WT,109,14
1,2,6,#Camillo_WT,#Camillo_WT #Polixenes_WT,327,48
1,2,6,#Polixenes_WT,#Camillo_WT #Polixenes_WT,499,71
2,1,7,#Hermione_WT,#Hermione_WT #LADIES_WT #Mamillius_WT,12,2
2,1,8,#LADIES.0.1_WT,#Hermione_WT #LADIES.0.1_WT #LADIES_WT #Mamillius_WT,13,3
2,1,8,#Mamillius_WT,#Hermione_WT #LADIES.0.1_WT #LADIES_WT #Mamillius_WT,24,3
2,1,9,#Hermione_WT,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,69,9
2,1,9,#LADIES.0.1_WT,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,36,6
2,1,9,#LADIES.0.2_WT,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,21,4
2,1,9,#Mamillius_WT,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,106,15
2,1,10,#Leontes_WT,#ATTENDANTS_WT #Antigonus_WT #Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Leontes_WT #Mamillius_WT,9,1
2,1,11,#ATTENDANTS.0.1_WT,#ATTENDANTS.0.1_WT #ATTENDANTS_WT #Antigonus_WT #Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Leontes_WT #Mamillius_WT,39,6
2,1,11,#Hermione_WT,#ATTENDANTS.0.1_WT #ATTENDANTS_WT #Antigonus_WT #Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Leontes_WT #Mamillius_WT,4,1
2,1,11,#Leontes_WT,#ATTENDANTS.0.1_WT #ATTENDANTS_WT #Antigonus_WT #Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Leontes_WT #Mamillius_WT,203,28
2,1,12,#Hermione_WT,#ATTENDANTS.0.1_WT #ATTENDANTS_WT #Antigonus_WT #Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Leontes_WT,250,34
2,1,12,#Leontes_WT,#ATTENDANTS.0.1_WT #ATTENDANTS_WT #Antigonus_WT #Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Leontes_WT,270,39
2,1,13,#ATTENDANTS.0.1_WT,#ATTENDANTS.0.1_WT #ATTENDANTS_WT #Antigonus_WT #LADIES.0.1_WT #LADIES.0.2_WT #Leontes_WT,89,13
2,1,13,#Antigonus_WT,#ATTENDANTS.0.1_WT #ATTENDANTS_WT #Antigonus_WT #LADIES.0.1_WT #LADIES.0.2_WT #Leontes_WT,219,31
2,1,13,#Leontes_WT,#ATTENDANTS.0.1_WT #ATTENDANTS_WT #Antigonus_WT #LADIES.0.1_WT #LADIES.0.2_WT #Leontes_WT,307,44
2,2,14,#Paulina_WT,#ATTENDANTS.PAULINA_WT #Paulina_WT,32,5
2,2,15,#Jailer_WT,#ATTENDANTS.PAULINA.0.1_WT #ATTENDANTS.PAULINA_WT #Jailer_WT #Paulina_WT,36,7
