source,target,n_lines,n_tokens,edge_type
#ATTENDANTS.TIMON.0.1_Tim,1.02.0023,1,5,active
#Alcibiades_Tim,1.01.0009,2,14,active
#Alcibiades_Tim,1.02.0015,4,31,active
#Alcibiades_Tim,1.02.0024,1,4,active
#Alcibiades_Tim,1.02.0030,1,5,active
#Alcibiades_Tim,3.05.0071,59,443,active
#Alcibiades_Tim,3.05.0072,7,44,active
#Alcibiades_Tim,3.05.0073,14,120,active
#Alcibiades_Tim,4.03.0089,32,213,active
#Alcibiades_Tim,5.04.0103,2,10,active
#Alcibiades_Tim,5.04.0104,22,160,active
#Alcibiades_Tim,5.04.0105,20,137,active
#Apemantus_Tim,1.01.0006,39,237,active
#Apemantus_Tim,1.01.0009,6,34,active
#Apemantus_Tim,1.01.0010,2,12,active
#Apemantus_Tim,1.01.0011,7,57,active
#Apemantus_Tim,1.02.0014,23,185,active
#Apemantus_Tim,1.02.0015,24,169,active
#Apemantus_Tim,1.02.0016,1,1,active
#Apemantus_Tim,1.02.0019,15,108,active
#Apemantus_Tim,1.02.0020,2,14,active
#Apemantus_Tim,1.02.0031,12,95,active
#Apemantus_Tim,1.02.0032,4,30,active
#Apemantus_Tim,2.02.0039,11,55,active
#Apemantus_Tim,2.02.0040,7,48,active
#Apemantus_Tim,2.02.0041,10,63,active
#Apemantus_Tim,2.02.0042,1,5,active
#Apemantus_Tim,4.03.0091,93,637,active
#Apemantus_Tim,4.03.0092,2,9,active
#BANDITS.1_Tim,4.03.0093,15,105,active
#BANDITS.2_Tim,4.03.0093,10,50,active
#BANDITS.3_Tim,4.03.0093,10,61,active
#Cupid_Tim,1.02.0018,6,47,active
#FRIENDS.0.1_Tim,3.06.0074,1,8,active
#FRIENDS.0.1_Tim,3.06.0075,11,84,active
#FRIENDS.0.1_Tim,3.06.0076,5,30,active
#FRIENDS.0.1_Tim,3.06.0077,3,10,active
#FRIENDS.0.1_Tim,3.06.0080,1,4,active
#FRIENDS.0.1_Tim,3.06.0081,5,38,active
#FRIENDS.0.2_Tim,3.06.0075,12,81,active
#FRIENDS.0.2_Tim,3.06.0076,9,54,active
#FRIENDS.0.2_Tim,3.06.0077,4,20,active
#FRIENDS.0.2_Tim,3.06.0080,2,8,active
#FRIENDS.0.2_Tim,3.06.0081,2,8,active
#FRIENDS.0.3_Tim,3.06.0077,8,43,active
#FRIENDS.0.3_Tim,3.06.0080,1,6,active
#FRIENDS.0.3_Tim,3.06.0081,2,8,active
#FRIENDS.0.4_Tim,3.06.0081,3,18,active
#FRIENDS.0_Tim,3.06.0078,2,8,active
#FRIENDS.Lucius_Tim,1.02.0018,1,8,active
#FRIENDS.Lucius_Tim,1.02.0024,1,4,active
#FRIENDS.Lucius_Tim,3.02.0054,13,98,active
#FRIENDS.Lucius_Tim,3.02.0055,27,227,active
#FRIENDS.Lucius_Tim,3.02.0056,2,16,active
#FRIENDS.Lucullus_Tim,3.01.0049,5,35,active
#FRIENDS.Lucullus_Tim,3.01.0050,15,126,active
#FRIENDS.Lucullus_Tim,3.01.0051,7,52,active
#FRIENDS.Lucullus_Tim,3.01.0052,10,69,active
#FRIENDS.Sempronius_Tim,3.03.0058,25,212,active
#FRIENDS.Ventidius_Tim,1.02.0013,9,59,active
#FRIENDS.Ventidius_Tim,1.02.0024,1,4,active
#Flavius_Tim,1.02.0021,7,52,active
#Flavius_Tim,1.02.0026,3,17,active
#Flavius_Tim,1.02.0029,15,122,active
#Flavius_Tim,2.02.0035,10,76,active
#Flavius_Tim,2.02.0038,6,31,active
#Flavius_Tim,2.02.0043,1,9,active
#Flavius_Tim,2.02.0044,44,326,active
#Flavius_Tim,2.02.0046,16,117,active
#Flavius_Tim,2.02.0047,3,20,active
#Flavius_Tim,3.04.0063,14,102,active
#Flavius_Tim,3.04.0069,7,29,active
#Flavius_Tim,4.02.0083,3,23,active
#Flavius_Tim,4.02.0085,1,7,active
#Flavius_Tim,4.02.0086,9,64,active
#Flavius_Tim,4.02.0087,22,173,active
#Flavius_Tim,4.03.0094,38,273,active
#Flavius_Tim,5.01.0097,9,63,active
#Flavius_Tim,5.01.0098,2,15,active
#Fool_Tim,2.02.0039,3,23,active
#Fool_Tim,2.02.0040,1,7,active
#Fool_Tim,2.02.0041,17,138,active
#Fool_Tim,2.02.0042,2,13,active
#Jeweler_Tim,1.01.0001,4,26,active
#Jeweler_Tim,1.01.0005,6,43,active
#Jeweler_Tim,1.01.0006,2,9,active
#LADIES.0.1_Tim,1.02.0020,1,9,active
#LADIES_Tim,1.02.0020,1,4,active
#LORDS.0.1_Tim,1.01.0010,2,11,active
#LORDS.0.1_Tim,1.01.0011,1,2,active
#LORDS.0.1_Tim,1.01.0012,5,29,active
#LORDS.0.1_Tim,1.02.0014,1,7,active
#LORDS.0.1_Tim,1.02.0015,4,30,active
#LORDS.0.1_Tim,1.02.0022,1,4,active
#LORDS.0.1_Tim,1.02.0024,1,8,active
#LORDS.0.1_Tim,1.02.0030,4,27,active
#LORDS.0.2_Tim,1.01.0011,4,23,active
#LORDS.0.2_Tim,1.01.0012,7,49,active
#LORDS.0.2_Tim,1.02.0015,3,25,active
#LORDS.0.2_Tim,1.02.0023,1,2,active
#LORDS.0.2_Tim,1.02.0024,1,4,active
#LORDS.0.2_Tim,1.02.0030,2,12,active
#LORDS.0.3_Tim,1.02.0016,1,9,active
#LORDS.0.3_Tim,1.02.0024,1,4,active
#LORDS.0.3_Tim,1.02.0030,1,7,active
#LORDS_Tim,1.02.0030,1,4,active
#MESSENGERS.X.1_Tim,1.01.0003,7,43,active
#MESSENGERS.X.2_Tim,1.01.0007,2,9,active
#MESSENGERS.X.3_Tim,5.02.0100,11,70,active
#Merchant_Tim,1.01.0001,6,35,active
#Merchant_Tim,1.01.0005,2,15,active
#Merchant_Tim,1.01.0006,3,13,active
#OldMan_Tim,1.01.0004,29,207,active
#Painter_Tim,1.01.0001,10,60,active
#Painter_Tim,1.01.0002,18,99,active
#Painter_Tim,1.01.0005,3,16,active
#Painter_Tim,1.01.0006,1,3,active
#Painter_Tim,5.01.0095,13,108,active
#Painter_Tim,5.01.0096,30,197,active
#Phrynia_Tim,4.03.0089,5,33,active
#Poet_Tim,1.01.0001,27,181,active
#Poet_Tim,1.01.0002,45,332,active
#Poet_Tim,1.01.0005,1,8,active
#Poet_Tim,1.01.0006,5,17,active
#Poet_Tim,5.01.0095,4,31,active
#Poet_Tim,5.01.0096,30,189,active
#SENATORS.0.1_Tim,3.05.0070,3,23,active
#SENATORS.0.1_Tim,3.05.0071,23,156,active
#SENATORS.0.1_Tim,3.05.0072,7,40,active
#SENATORS.0.2_Tim,3.05.0071,11,74,active
#SENATORS.0.3_Tim,3.05.0072,1,1,active
#SENATORS.1_Tim,5.01.0097,3,18,active
#SENATORS.1_Tim,5.01.0098,22,132,active
#SENATORS.1_Tim,5.01.0099,3,11,active
#SENATORS.1_Tim,5.02.0101,4,35,active
#SENATORS.1_Tim,5.04.0104,27,180,active
#SENATORS.2_Tim,5.01.0097,6,46,active
#SENATORS.2_Tim,5.01.0098,17,118,active
#SENATORS.2_Tim,5.01.0099,3,22,active
#SENATORS.2_Tim,5.04.0104,25,160,active
#SENATORS.3_Tim,5.02.0100,2,12,active
#SENATORS.3_Tim,5.02.0101,1,4,active
#SENATORS.4_Tim,5.02.0100,1,9,active
#SENATORS.X_Tim,2.01.0033,14,115,active
#SENATORS.X_Tim,2.01.0034,21,166,active
#SERVANTS.Caphis_Tim,2.01.0034,3,12,active
#SERVANTS.Caphis_Tim,2.02.0036,4,23,active
#SERVANTS.Caphis_Tim,2.02.0037,10,73,active
#SERVANTS.Caphis_Tim,2.02.0039,7,30,active
#SERVANTS.Caphis_Tim,2.02.0041,3,13,active
#SERVANTS.Hortensius_Tim,3.04.0060,2,6,active
#SERVANTS.Hortensius_Tim,3.04.0061,5,35,active
#SERVANTS.Hortensius_Tim,3.04.0067,1,4,active
#SERVANTS.Hortensius_Tim,3.04.0068,3,25,active
#SERVANTS.ISIDORE.1_Tim,2.02.0036,1,3,active
#SERVANTS.ISIDORE.1_Tim,2.02.0037,4,23,active
#SERVANTS.ISIDORE.1_Tim,2.02.0039,7,25,active
#SERVANTS.ISIDORE.1_Tim,2.02.0041,3,13,active
#SERVANTS.LUCIUS.1_Tim,3.04.0060,3,14,active
#SERVANTS.LUCIUS.1_Tim,3.04.0061,17,95,active
#SERVANTS.LUCIUS.1_Tim,3.04.0062,2,12,active
#SERVANTS.LUCIUS.1_Tim,3.04.0063,3,25,active
#SERVANTS.LUCIUS.1_Tim,3.04.0065,4,33,active
#SERVANTS.LUCIUS.1_Tim,3.04.0067,4,14,active
#SERVANTS.LUCULLUS.1_Tim,3.01.0048,2,13,active
#SERVANTS.LUCULLUS.1_Tim,3.01.0049,1,3,active
#SERVANTS.LUCULLUS.1_Tim,3.01.0051,1,7,active
#SERVANTS.Page_Tim,2.02.0040,7,48,active
#SERVANTS.Philotus_Tim,3.04.0061,5,31,active
#SERVANTS.Philotus_Tim,3.04.0067,1,3,active
#SERVANTS.TIMON.0.1_Tim,4.02.0083,6,41,active
#SERVANTS.TIMON.0.2_Tim,4.02.0084,8,53,active
#SERVANTS.TIMON.0.2_Tim,4.02.0085,1,4,active
