node1,node2,key,act,scene,n_tokens,n_lines,edge_index
#ATTENDANTS.ENGLISH_1H6,#Bedford_H5,0,1,1,1349,180,1
#ATTENDANTS.ENGLISH_1H6,#CardinalBeaufort_1H6,0,1,1,1349,180,1
#ATTENDANTS.ENGLISH_1H6,#Exeter_H5,0,1,1,1349,180,1
#ATTENDANTS.ENGLISH_1H6,#Gloucester_2H4,0,1,1,1349,180,1
#ATTENDANTS.ENGLISH_1H6,#HERALDS.ENGLISH_1H6,0,1,1,1349,180,1
#ATTENDANTS.ENGLISH_1H6,#MESSENGERS.ENGLISH.1_1H6,0,1,1,1349,180,1
#ATTENDANTS.ENGLISH_1H6,#MESSENGERS.ENGLISH.2_1H6,0,1,1,1349,180,1
#ATTENDANTS.ENGLISH_1H6,#MESSENGERS.ENGLISH.3_1H6,0,1,1,1349,180,1
#ATTENDANTS.ENGLISH_1H6,#Somerset_1H6,0,1,1,1349,180,1
#ATTENDANTS.ENGLISH_1H6,#Warwick_2H4,0,1,1,1349,180,1
#Bedford_H5,#CardinalBeaufort_1H6,0,1,1,1349,180,1
#Bedford_H5,#Exeter_H5,0,1,1,1349,180,1
#Bedford_H5,#Gloucester_2H4,0,1,1,1349,180,1
#Bedford_H5,#HERALDS.ENGLISH_1H6,0,1,1,1349,180,1
#Bedford_H5,#MESSENGERS.ENGLISH.1_1H6,0,1,1,1349,180,1
#Bedford_H5,#MESSENGERS.ENGLISH.2_1H6,0,1,1,1349,180,1
#Bedford_H5,#MESSENGERS.ENGLISH.3_1H6,0,1,1,1349,180,1
#Bedford_H5,#Somerset_1H6,0,1,1,1349,180,1
#Bedford_H5,#Warwick_2H4,0,1,1,1349,180,1
#CardinalBeaufort_1H6,#Exeter_H5,0,1,1,1349,180,1
#CardinalBeaufort_1H6,#Gloucester_2H4,0,1,1,1349,180,1
#CardinalBeaufort_1H6,#HERALDS.ENGLISH_1H6,0,1,1,1349,180,1
#CardinalBeaufort_1H6,#MESSENGERS.ENGLISH.1_1H6,0,1,1,1349,180,1
#CardinalBeaufort_1H6,#MESSENGERS.ENGLISH.2_1H6,0,1,1,1349,180,1
#CardinalBeaufort_1H6,#MESSENGERS.ENGLISH.3_1H6,0,1,1,1349,180,1
#CardinalBeaufort_1H6,#Somerset_1H6,0,1,1,1349,180,1
#CardinalBeaufort_1H6,#Warwick_2H4,0,1,1,1349,180,1
#Exeter_H5,#Gloucester_2H4,0,1,1,1349,180,1
#Exeter_H5,#HERALDS.ENGLISH_1H6,0,1,1,1349,180,1
#Exeter_H5,#MESSENGERS.ENGLISH.1_1H6,0,1,1,1349,180,1
#Exeter_H5,#MESSENGERS.ENGLISH.2_1H6,0,1,1,1349,180,1
#Exeter_H5,#MESSENGERS.ENGLISH.3_1H6,0,1,1,1349,180,1
#Exeter_H5,#Somerset_1H6,0,1,1,1349,180,1
#Exeter_H5,#Warwick_2H4,0,1,1,1349,180,1
#Gloucester_2H4,#HERALDS.ENGLISH_1H6,0,1,1,1349,180,1
#Gloucester_2H4,#MESSENGERS.ENGLISH.1_1H6,0,1,1,1349,180,1
#Gloucester_2H4,#MESSENGERS.ENGLISH.2_1H6,0,1,1,1349,180,1
#Gloucester_2H4,#MESSENGERS.ENGLISH.3_1H6,0,1,1,1349,180,1
#Gloucester_2H4,#Somerset_1H6,0,1,1,1349,180,1
#Gloucester_2H4,#Warwick_2H4,0,1,1,1349,180,1
#HERALDS.ENGLISH_1H6,#MESSENGERS.ENGLISH.1_1H6,0,1,1,1349,180,1
#HERALDS.ENGLISH_1H6,#MESSENGERS.ENGLISH.2_1H6,0,1,1,1349,180,1
#HERALDS.ENGLISH_1H6,#MESSENGERS.ENGLISH.3_1H6,0,1,1,1349,180,1
#HERALDS.ENGLISH_1H6,#Somerset_1H6,0,1,1,1349,180,1
#HERALDS.ENGLISH_1H6,#Warwick_2H4,0,1,1,1349,180,1
#MESSENGERS.ENGLISH.1_1H6,#MESSENGERS.ENGLISH.2_1H6,0,1,1,1349,180,1
#MESSENGERS.ENGLISH.1_1H6,#MESSENGERS.ENGLISH.3_1H6,0,1,1,1349,180,1
#MESSENGERS.ENGLISH.1_1H6,#Somerset_1H6,0,1,1,1349,180,1
#MESSENGERS.ENGLISH.1_1H6,#Warwick_2H4,0,1,1,1349,180,1
#MESSENGERS.ENGLISH.2_1H6,#MESSENGERS.ENGLISH.3_1H6,0,1,1,1349,180,1
#MESSENGERS.ENGLISH.2_1H6,#Somerset_1H6,0,1,1,1349,180,1
#MESSENGERS.ENGLISH.2_1H6,#Warwick_2H4,0,1,1,1349,180,1
#MESSENGERS.ENGLISH.3_1H6,#Somerset_1H6,0,1,1,1349,180,1
#MESSENGERS.ENGLISH.3_1H6,#Warwick_2H4,0,1,1,1349,180,1
#Somerset_1H6,#Warwick_2H4,0,1,1,1349,180,1
#Alanson_1H6,#Bastard_1H6,0,1,2,1179,153,2
#Alanson_1H6,#Charles_1H6,0,1,2,1179,153,2
#Alanson_1H6,#Pucelle_1H6,0,1,2,1179,153,2
#Alanson_1H6,#Reignier_1H6,0,1,2,1179,153,2
#Alanson_1H6,#SOLDIERS.FRENCH_1H6,0,1,2,1179,153,2
#Bastard_1H6,#Charles_1H6,0,1,2,1179,153,2
#Bastard_1H6,#Pucelle_1H6,0,1,2,1179,153,2
#Bastard_1H6,#Reignier_1H6,0,1,2,1179,153,2
#Bastard_1H6,#SOLDIERS.FRENCH_1H6,0,1,2,1179,153,2
#Charles_1H6,#Pucelle_1H6,0,1,2,1179,153,2
#Charles_1H6,#Reignier_1H6,0,1,2,1179,153,2
#Charles_1H6,#SOLDIERS.FRENCH_1H6,0,1,2,1179,153,2
#Pucelle_1H6,#Reignier_1H6,0,1,2,1179,153,2
#Pucelle_1H6,#SOLDIERS.FRENCH_1H6,0,1,2,1179,153,2
#Reignier_1H6,#SOLDIERS.FRENCH_1H6,0,1,2,1179,153,2
#CardinalBeaufort_1H6,#Gloucester_2H4,1,1,3,714,92,3
#CardinalBeaufort_1H6,#Mayor_1H6,0,1,3,714,92,3
#CardinalBeaufort_1H6,#OFFICERS.0.1_1H6,0,1,3,714,92,3
#CardinalBeaufort_1H6,#OFFICERS_1H6,0,1,3,714,92,3
#CardinalBeaufort_1H6,#SERVANTS.GLOUCESTER.0.1_1H6,0,1,3,714,92,3
#CardinalBeaufort_1H6,#SERVANTS.GLOUCESTER_1H6,0,1,3,714,92,3
#CardinalBeaufort_1H6,#SERVANTS.WINCHESTER_1H6,0,1,3,714,92,3
#CardinalBeaufort_1H6,#WARDERS.1_1H6,0,1,3,714,92,3
#CardinalBeaufort_1H6,#WARDERS.2_1H6,0,1,3,714,92,3
#CardinalBeaufort_1H6,#Woodville_1H6,0,1,3,714,92,3
#Gloucester_2H4,#Mayor_1H6,0,1,3,714,92,3
#Gloucester_2H4,#OFFICERS.0.1_1H6,0,1,3,714,92,3
#Gloucester_2H4,#OFFICERS_1H6,0,1,3,714,92,3
#Gloucester_2H4,#SERVANTS.GLOUCESTER.0.1_1H6,0,1,3,714,92,3
#Gloucester_2H4,#SERVANTS.GLOUCESTER_1H6,0,1,3,714,92,3
#Gloucester_2H4,#SERVANTS.WINCHESTER_1H6,0,1,3,714,92,3
#Gloucester_2H4,#WARDERS.1_1H6,0,1,3,714,92,3
#Gloucester_2H4,#WARDERS.2_1H6,0,1,3,714,92,3
#Gloucester_2H4,#Woodville_1H6,0,1,3,714,92,3
#Mayor_1H6,#OFFICERS.0.1_1H6,0,1,3,714,92,3
#Mayor_1H6,#OFFICERS_1H6,0,1,3,714,92,3
#Mayor_1H6,#SERVANTS.GLOUCESTER.0.1_1H6,0,1,3,714,92,3
#Mayor_1H6,#SERVANTS.GLOUCESTER_1H6,0,1,3,714,92,3
#Mayor_1H6,#SERVANTS.WINCHESTER_1H6,0,1,3,714,92,3
#Mayor_1H6,#WARDERS.1_1H6,0,1,3,714,92,3
#Mayor_1H6,#WARDERS.2_1H6,0,1,3,714,92,3
#Mayor_1H6,#Woodville_1H6,0,1,3,714,92,3
#OFFICERS.0.1_1H6,#OFFICERS_1H6,0,1,3,714,92,3
