node1,node2,key,act,scene,stagegroup,n_tokens,n_lines,edge_index
#Antiochus_Per,#FOLLOWERS.ANTIOCHUS_Per,0,1,1,2,81,12,2
#Antiochus_Per,#Pericles_Per,0,1,1,2,81,12,2
#FOLLOWERS.ANTIOCHUS_Per,#Pericles_Per,0,1,1,2,81,12,2
#Antiochus_Per,#Daughter_Per,0,1,1,3,866,114,3
#Antiochus_Per,#FOLLOWERS.ANTIOCHUS_Per,1,1,1,3,866,114,3
#Antiochus_Per,#Pericles_Per,1,1,1,3,866,114,3
#FOLLOWERS.ANTIOCHUS_Per,#Daughter_Per,0,1,1,3,866,114,3
#FOLLOWERS.ANTIOCHUS_Per,#Pericles_Per,1,1,1,3,866,114,3
#Pericles_Per,#Daughter_Per,0,1,1,3,866,114,3
#Antiochus_Per,#Thaliard_Per,0,1,1,6,69,12,6
#Antiochus_Per,#MESSENGERS.ANTIOCH.1_Per,0,1,1,7,14,2,7
#Antiochus_Per,#Thaliard_Per,1,1,1,7,14,2,7
#Thaliard_Per,#MESSENGERS.ANTIOCH.1_Per,0,1,1,7,14,2,7
#Antiochus_Per,#Thaliard_Per,2,1,1,8,70,10,8
#Pericles_Per,#ATTENDANTS.PERICLES.1_Per,0,1,2,9,4,1,9
#Helicanus_Per,#LORDS.TYRE.0.1_Per,0,1,2,11,8,1,11
#Helicanus_Per,#LORDS.TYRE_Per,0,1,2,11,8,1,11
#LORDS.TYRE.0.1_Per,#LORDS.TYRE_Per,0,1,2,11,8,1,11
#Pericles_Per,#Helicanus_Per,0,1,2,11,8,1,11
#Pericles_Per,#LORDS.TYRE.0.1_Per,0,1,2,11,8,1,11
#Pericles_Per,#LORDS.TYRE_Per,0,1,2,11,8,1,11
#Helicanus_Per,#LORDS.TYRE.0.1_Per,1,1,2,12,122,16,12
#Helicanus_Per,#LORDS.TYRE.0.2_Per,0,1,2,12,122,16,12
#Helicanus_Per,#LORDS.TYRE_Per,1,1,2,12,122,16,12
#LORDS.TYRE.0.1_Per,#LORDS.TYRE.0.2_Per,0,1,2,12,122,16,12
#LORDS.TYRE.0.1_Per,#LORDS.TYRE_Per,1,1,2,12,122,16,12
#LORDS.TYRE_Per,#LORDS.TYRE.0.2_Per,0,1,2,12,122,16,12
#Pericles_Per,#Helicanus_Per,1,1,2,12,122,16,12
#Pericles_Per,#LORDS.TYRE.0.1_Per,1,1,2,12,122,16,12
#Pericles_Per,#LORDS.TYRE.0.2_Per,0,1,2,12,122,16,12
#Pericles_Per,#LORDS.TYRE_Per,1,1,2,12,122,16,12
#Helicanus_Per,#LORDS.TYRE.0.1_Per,2,1,2,13,620,79,13
#Helicanus_Per,#LORDS.TYRE.0.2_Per,1,1,2,13,620,79,13
#LORDS.TYRE.0.1_Per,#LORDS.TYRE.0.2_Per,1,1,2,13,620,79,13
#Pericles_Per,#Helicanus_Per,2,1,2,13,620,79,13
#Pericles_Per,#LORDS.TYRE.0.1_Per,2,1,2,13,620,79,13
#Pericles_Per,#LORDS.TYRE.0.2_Per,1,1,2,13,620,79,13
#Helicanus_Per,#LORDS.TYRE_Per,2,1,3,15,223,30,15
#Thaliard_Per,#Helicanus_Per,0,1,3,15,223,30,15
#Thaliard_Per,#LORDS.TYRE_Per,0,1,3,15,223,30,15
#CITIZENS.TARSUS_Per,#Cleon_Per,0,1,4,16,440,56,16
#CITIZENS.TARSUS_Per,#Dionyza_Per,0,1,4,16,440,56,16
#Cleon_Per,#Dionyza_Per,0,1,4,16,440,56,16
#CITIZENS.TARSUS_Per,#Cleon_Per,1,1,4,17,187,27,17
#CITIZENS.TARSUS_Per,#Dionyza_Per,1,1,4,17,187,27,17
#CITIZENS.TARSUS_Per,#LORDS.TARSUS.1_Per,0,1,4,17,187,27,17
#Cleon_Per,#Dionyza_Per,1,1,4,17,187,27,17
#Cleon_Per,#LORDS.TARSUS.1_Per,0,1,4,17,187,27,17
#Dionyza_Per,#LORDS.TARSUS.1_Per,0,1,4,17,187,27,17
#CITIZENS.TARSUS_Per,#Cleon_Per,2,1,4,18,15,2,18
#CITIZENS.TARSUS_Per,#Dionyza_Per,2,1,4,18,15,2,18
#Cleon_Per,#Dionyza_Per,2,1,4,18,15,2,18
#CITIZENS.TARSUS_Per,#ATTENDANTS.PERICLES_Per,0,1,4,19,197,25,19
#CITIZENS.TARSUS_Per,#Cleon_Per,3,1,4,19,197,25,19
#CITIZENS.TARSUS_Per,#Dionyza_Per,3,1,4,19,197,25,19
#Cleon_Per,#ATTENDANTS.PERICLES_Per,0,1,4,19,197,25,19
#Cleon_Per,#Dionyza_Per,3,1,4,19,197,25,19
#Dionyza_Per,#ATTENDANTS.PERICLES_Per,0,1,4,19,197,25,19
#Pericles_Per,#ATTENDANTS.PERICLES_Per,0,1,4,19,197,25,19
#Pericles_Per,#CITIZENS.TARSUS_Per,0,1,4,19,197,25,19
#Pericles_Per,#Cleon_Per,0,1,4,19,197,25,19
#Pericles_Per,#Dionyza_Per,0,1,4,19,197,25,19
#FISHERMEN.1_Per,#FISHERMEN.2_Per,0,2,1,22,635,87,22
#FISHERMEN.1_Per,#FISHERMEN.3_Per,0,2,1,22,635,87,22
#FISHERMEN.2_Per,#FISHERMEN.3_Per,0,2,1,22,635,87,22
#Pericles_Per,#FISHERMEN.1_Per,0,2,1,22,635,87,22
#Pericles_Per,#FISHERMEN.2_Per,0,2,1,22,635,87,22
#Pericles_Per,#FISHERMEN.3_Per,0,2,1,22,635,87,22
#Pericles_Per,#FISHERMEN.1_Per,1,2,1,23,159,22,23
#FISHERMEN.1_Per,#FISHERMEN.2_Per,1,2,1,24,426,52,24
#FISHERMEN.1_Per,#FISHERMEN.3_Per,1,2,1,24,426,52,24
#FISHERMEN.2_Per,#FISHERMEN.3_Per,1,2,1,24,426,52,24
#Pericles_Per,#FISHERMEN.1_Per,2,2,1,24,426,52,24
#Pericles_Per,#FISHERMEN.2_Per,1,2,1,24,426,52,24
#Pericles_Per,#FISHERMEN.3_Per,1,2,1,24,426,52,24
#ATTENDANTS.SIMONIDES_Per,#LORDS.PENTAPOLIS_Per,0,2,2,25,8,1,25
#ATTENDANTS.SIMONIDES_Per,#Simonides_Per,0,2,2,25,8,1,25
#ATTENDANTS.SIMONIDES_Per,#Thaisa_Per,0,2,2,25,8,1,25
#LORDS.PENTAPOLIS_Per,#Simonides_Per,0,2,2,25,8,1,25
#LORDS.PENTAPOLIS_Per,#Thaisa_Per,0,2,2,25,8,1,25
#Simonides_Per,#Thaisa_Per,0,2,2,25,8,1,25
#ATTENDANTS.SIMONIDES_Per,#LORDS.PENTAPOLIS.0.1_Per,0,2,2,26,371,52,26
#ATTENDANTS.SIMONIDES_Per,#LORDS.PENTAPOLIS_Per,1,2,2,26,371,52,26
#ATTENDANTS.SIMONIDES_Per,#Simonides_Per,1,2,2,26,371,52,26
#ATTENDANTS.SIMONIDES_Per,#Thaisa_Per,1,2,2,26,371,52,26
#LORDS.PENTAPOLIS_Per,#LORDS.PENTAPOLIS.0.1_Per,0,2,2,26,371,52,26
#LORDS.PENTAPOLIS_Per,#Simonides_Per,1,2,2,26,371,52,26
#LORDS.PENTAPOLIS_Per,#Thaisa_Per,1,2,2,26,371,52,26
#Simonides_Per,#LORDS.PENTAPOLIS.0.1_Per,0,2,2,26,371,52,26
#Simonides_Per,#Thaisa_Per,1,2,2,26,371,52,26
#Thaisa_Per,#LORDS.PENTAPOLIS.0.1_Per,0,2,2,26,371,52,26
#ATTENDANTS.SIMONIDES_Per,#LORDS.PENTAPOLIS.0.1_Per,1,2,2,27,15,2,27
#ATTENDANTS.SIMONIDES_Per,#LORDS.PENTAPOLIS.0.2_Per,0,2,2,27,15,2,27
#ATTENDANTS.SIMONIDES_Per,#LORDS.PENTAPOLIS_Per,2,2,2,27,15,2,27
#ATTENDANTS.SIMONIDES_Per,#Simonides_Per,2,2,2,27,15,2,27
#ATTENDANTS.SIMONIDES_Per,#Thaisa_Per,2,2,2,27,15,2,27
#LORDS.PENTAPOLIS.0.1_Per,#LORDS.PENTAPOLIS.0.2_Per,0,2,2,27,15,2,27
#LORDS.PENTAPOLIS_Per,#LORDS.PENTAPOLIS.0.1_Per,1,2,2,27,15,2,27
#LORDS.PENTAPOLIS_Per,#LORDS.PENTAPOLIS.0.2_Per,0,2,2,27,15,2,27
#LORDS.PENTAPOLIS_Per,#Simonides_Per,2,2,2,27,15,2,27
#LORDS.PENTAPOLIS_Per,#Thaisa_Per,2,2,2,27,15,2,27
#Simonides_Per,#LORDS.PENTAPOLIS.0.1_Per,1,2,2,27,15,2,27
#Simonides_Per,#LORDS.PENTAPOLIS.0.2_Per,0,2,2,27,15,2,27
