node,node_type
#ATTENDANTS_Err,character
#Abbess_Err,character
#Adriana_Err,character
#Angelo_Err,character
#AntipholusOfEphesus_Err,character
#AntipholusOfSyracuse_Err,character
#Balthasar_Err,character
#Courtesan_Err,character
#DromioOfEphesus_Err,character
#DromioOfSyracuse_Err,character
#Duke_Err,character
#Egeon_Err,character
#Headsman_Err,character
#Luce_Err,character
#Luciana_Err,character
#Merchant1_Err,character
#Merchant2_Err,character
#Messenger_Err,character
#OFFICERS.Jailer_Err,character
#OFFICERS.X_Err,character
#OFFICERS_Err,character
#OTHERS_Err,character
#Pinch_Err,character
#SERVANTS.PINCH_Err,character
1.01,text_unit
1.02,text_unit
2.01,text_unit
2.02,text_unit
3.01,text_unit
3.02,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
4.04,text_unit
5.01,text_unit
