act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,1,#Iago_Oth,550,78,630,88
1,1,1,#Roderigo_Oth,80,10,630,88
1,1,2,#Brabantio_Oth,161,25,510,72
1,1,2,#Iago_Oth,141,19,510,72
1,1,2,#Roderigo_Oth,208,28,510,72
1,1,3,#Iago_Oth,134,17,134,17
1,1,4,#Brabantio_Oth,177,25,205,29
1,1,4,#Roderigo_Oth,28,4,205,29
1,2,5,#Iago_Oth,151,21,270,38
1,2,5,#Othello_Oth,119,17,270,38
1,2,6,#Cassio_Oth,85,13,132,20
1,2,6,#Othello_Oth,47,7,132,20
1,2,7,#Cassio_Oth,11,3,31,7
1,2,7,#Iago_Oth,20,4,31,7
1,2,8,#Cassio_Oth,8,1,16,3
1,2,8,#Iago_Oth,5,1,16,3
1,2,8,#Othello_Oth,3,1,16,3
1,2,9,#Brabantio_Oth,235,33,371,55
1,2,9,#Iago_Oth,19,3,371,55
1,2,9,#OFFICERS_Oth,19,3,371,55
1,2,9,#Othello_Oth,93,15,371,55
1,2,9,#Roderigo_Oth,5,1,371,55
1,3,10,#Duke_Oth,10,2,10,2
1,3,11,#Duke_Oth,5,1,17,3
1,3,11,#SENATORS.0.1_Oth,12,2,17,3
1,3,12,#Duke_Oth,26,4,64,9
1,3,12,#SENATORS.0.2_Oth,38,5,64,9
1,3,13,#Sailor_Oth,6,1,6,1
1,3,14,#Duke_Oth,4,1,27,5
1,3,14,#OFFICERS.0.1_Oth,5,1,27,5
1,3,14,#Sailor_Oth,18,3,27,5
1,3,15,#Duke_Oth,14,2,125,18
1,3,15,#OFFICERS.0.1_Oth,4,1,125,18
1,3,15,#SENATORS.0.1_Oth,107,15,125,18
1,3,16,#MESSENGERS.X.1_Oth,62,10,71,11
1,3,16,#SENATORS.0.1_Oth,9,1,71,11
1,3,17,#Duke_Oth,19,4,30,6
1,3,17,#SENATORS.0.1_Oth,11,2,30,6
1,3,18,#Brabantio_Oth,225,33,593,87
1,3,18,#Duke_Oth,123,19,593,87
1,3,18,#Othello_Oth,213,29,593,87
1,3,18,#SENATORS.0.1_Oth,32,6,593,87
1,3,18,#SENATORS_Oth,6,1,593,87
1,3,19,#Duke_Oth,3,1,387,54
1,3,19,#Othello_Oth,384,53,387,54
1,3,20,#Brabantio_Oth,247,32,964,138
1,3,20,#Desdemona_Oth,214,29,964,138
1,3,20,#Duke_Oth,272,40,964,138
1,3,20,#Othello_Oth,221,35,964,138
1,3,20,#SENATORS.0.1_Oth,10,2,964,138
1,3,21,#Othello_Oth,5,1,5,1
1,3,22,#Othello_Oth,48,7,48,7
1,3,23,#Iago_Oth,583,67,681,83
1,3,23,#Roderigo_Oth,98,16,681,83
1,3,24,#Iago_Oth,187,22,187,22
2,1,25,#GENTLEMEN.1_Oth,19,3,146,21
2,1,25,#GENTLEMEN.2_Oth,56,9,146,21
2,1,25,#Montano_Oth,71,9,146,21
2,1,26,#GENTLEMEN.3_Oth,113,17,179,26
2,1,26,#Montano_Oth,66,9,179,26
2,1,27,#Cassio_Oth,57,8,61,9
2,1,27,#Montano_Oth,4,1,61,9
2,1,28,#Cassio_Oth,25,4,57,9
2,1,28,#GENTLEMEN.2_Oth,13,3,57,9
2,1,28,#MESSENGERS.X.2_Oth,19,2,57,9
2,1,29,#Cassio_Oth,32,5,39,6
2,1,29,#Montano_Oth,7,1,39,6
2,1,30,#Cassio_Oth,118,17,128,19
2,1,30,#GENTLEMEN.2_Oth,7,1,128,19
2,1,30,#Montano_Oth,3,1,128,19
2,1,31,#Cassio_Oth,75,12,108,17
2,1,31,#Desdemona_Oth,21,3,108,17
2,1,31,#GENTLEMEN.2_Oth,12,2,108,17
2,1,32,#Cassio_Oth,54,8,678,89
2,1,32,#Desdemona_Oth,161,24,678,89
2,1,32,#Emilia_Oth,18,3,678,89
2,1,32,#Iago_Oth,445,54,678,89
2,1,33,#Desdemona_Oth,20,4,261,37
