node1,node2,n_lines,n_tokens
#ATTENDANTS.1_Cym,1.01,221,1483
#ATTENDANTS.2_Cym,1.01,221,1483
#ATTENDANTS_Cym,1.01,221,1483
#Cymbeline_Cym,1.01,221,1483
#Imogen_Cym,1.01,221,1483
#Pisanio_Cym,1.01,221,1483
#Posthumus_Cym,1.01,221,1483
#Queen_Cym,1.01,221,1483
#ATTENDANTS.CLOTEN.1_Cym,1.02,41,265
#ATTENDANTS.CLOTEN.2_Cym,1.02,41,265
#Cloten_Cym,1.02,41,265
#Imogen_Cym,1.03,49,339
#LADIES.IMOGEN_Cym,1.03,49,339
#Pisanio_Cym,1.03,49,339
#Dutchman_Cym,1.04,181,1386
#Frenchman_Cym,1.04,181,1386
#Iachimo_Cym,1.04,181,1386
#Philario_Cym,1.04,181,1386
#Posthumus_Cym,1.04,181,1386
#Spaniard_Cym,1.04,181,1386
#Cornelius_Cym,1.05,100,726
#LADIES.QUEEN.0.1_Cym,1.05,100,726
#LADIES.QUEEN_Cym,1.05,100,726
#Pisanio_Cym,1.05,100,726
#Queen_Cym,1.05,100,726
#Iachimo_Cym,1.06,244,1659
#Imogen_Cym,1.06,244,1659
#Pisanio_Cym,1.06,244,1659
#ATTENDANTS.CLOTEN.1_Cym,2.01,65,477
#ATTENDANTS.CLOTEN.2_Cym,2.01,65,477
#Cloten_Cym,2.01,65,477
#Iachimo_Cym,2.02,56,411
#Imogen_Cym,2.02,56,411
#LADIES.IMOGEN_Cym,2.02,56,411
#ATTENDANTS.CLOTEN.1_Cym,2.03,180,1259
#ATTENDANTS.CLOTEN.2_Cym,2.03,180,1259
#ATTENDANTS_Cym,2.03,180,1259
#Cloten_Cym,2.03,180,1259
#Cymbeline_Cym,2.03,180,1259
#Imogen_Cym,2.03,180,1259
#LADIES.IMOGEN_Cym,2.03,180,1259
#MESSENGERS.1_Cym,2.03,180,1259
#MUSICIANS_Cym,2.03,180,1259
#Pisanio_Cym,2.03,180,1259
#Queen_Cym,2.03,180,1259
#Iachimo_Cym,2.04,195,1282
#Philario_Cym,2.04,195,1282
#Posthumus_Cym,2.04,195,1282
#Posthumus_Cym,2.05,36,285
#ATTENDANTS_Cym,3.01,92,684
#Cloten_Cym,3.01,92,684
#Cymbeline_Cym,3.01,92,684
#Lucius_Cym,3.01,92,684
#Queen_Cym,3.01,92,684
#Imogen_Cym,3.02,87,690
#Pisanio_Cym,3.02,87,690
#Arviragus_Cym,3.03,115,917
#Belarius_Cym,3.03,115,917
#Guiderius_Cym,3.03,115,917
#Imogen_Cym,3.04,222,1600
#Pisanio_Cym,3.04,222,1600
#ATTENDANTS.0.1_Cym,3.05,188,1345
#ATTENDANTS_Cym,3.05,188,1345
#Cloten_Cym,3.05,188,1345
#Cymbeline_Cym,3.05,188,1345
#Lucius_Cym,3.05,188,1345
#Pisanio_Cym,3.05,188,1345
#Queen_Cym,3.05,188,1345
#Arviragus_Cym,3.06,115,788
#Belarius_Cym,3.06,115,788
#Guiderius_Cym,3.06,115,788
#Imogen_Cym,3.06,115,788
#SENATORS.1_Cym,3.07,19,117
#SENATORS.2_Cym,3.07,19,117
#TRIBUNES.0.1_Cym,3.07,19,117
#TRIBUNES_Cym,3.07,19,117
#Cloten_Cym,4.01,26,240
#Arviragus_Cym,4.02,486,3332
#Belarius_Cym,4.02,486,3332
#Cloten_Cym,4.02,486,3332
#Guiderius_Cym,4.02,486,3332
#Imogen_Cym,4.02,486,3332
#Lucius_Cym,4.02,486,3332
#SOLDIERS.ROMAN.0.1_Cym,4.02,486,3332
#SOLDIERS.ROMAN_Cym,4.02,486,3332
#Soothsayer_Cym,4.02,486,3332
#ATTENDANTS.0.2_Cym,4.03,54,396
#ATTENDANTS_Cym,4.03,54,396
#Cymbeline_Cym,4.03,54,396
#Pisanio_Cym,4.03,54,396
#Arviragus_Cym,4.04,65,456
#Belarius_Cym,4.04,65,456
#Guiderius_Cym,4.04,65,456
#Posthumus_Cym,5.01,33,274
#Arviragus_Cym,5.02,20,145
#Belarius_Cym,5.02,20,145
#Cymbeline_Cym,5.02,20,145
#Guiderius_Cym,5.02,20,145
#Iachimo_Cym,5.02,20,145
#Imogen_Cym,5.02,20,145
#Lucius_Cym,5.02,20,145
#SOLDIERS.BRITON_Cym,5.02,20,145
#SOLDIERS.ROMAN_Cym,5.02,20,145
#ATTENDANTS.3_Cym,5.03,106,810
#Posthumus_Cym,5.03,106,810
#SOLDIERS.BRITON.0.1_Cym,5.03,106,810
#SOLDIERS.BRITON.0.2_Cym,5.03,106,810
#SOLDIERS.BRITON_Cym,5.03,106,810
#GHOSTS.BROTHERS.1_Cym,5.04,210,1515
#GHOSTS.BROTHERS.2_Cym,5.04,210,1515
#GHOSTS.Father_Cym,5.04,210,1515
#GHOSTS.Mother_Cym,5.04,210,1515
#JAILERS.1_Cym,5.04,210,1515
#JAILERS.2_Cym,5.04,210,1515
#Jupiter_Cym,5.04,210,1515
#MESSENGERS.2_Cym,5.04,210,1515
#Posthumus_Cym,5.04,210,1515
#ATTENDANTS_Cym,5.05,586,3982
#Arviragus_Cym,5.05,586,3982
#Belarius_Cym,5.05,586,3982
#Cornelius_Cym,5.05,586,3982
#Cymbeline_Cym,5.05,586,3982
#Guiderius_Cym,5.05,586,3982
#Iachimo_Cym,5.05,586,3982
#Imogen_Cym,5.05,586,3982
#LADIES.QUEEN_Cym,5.05,586,3982
#Lucius_Cym,5.05,586,3982
#Pisanio_Cym,5.05,586,3982
#Posthumus_Cym,5.05,586,3982
#SOLDIERS.BRITON_Cym,5.05,586,3982
#SOLDIERS.ROMAN_Cym,5.05,586,3982
#Soothsayer_Cym,5.05,586,3982
