node1,node2,n_lines,n_tokens
#AnnePage_Wiv,1.01,308,2190
#Bardolph_1H4,1.01,308,2190
#Falstaff_1H4,1.01,308,2190
#HughEvans_Wiv,1.01,308,2190
#MasterPage_Wiv,1.01,308,2190
#MistressFord_Wiv,1.01,308,2190
#MistressPage_Wiv,1.01,308,2190
#Nym_H5,1.01,308,2190
#Pistol_2H4,1.01,308,2190
#Shallow_2H4,1.01,308,2190
#Simple_Wiv,1.01,308,2190
#Slender_Wiv,1.01,308,2190
#HughEvans_Wiv,1.02,13,102
#Simple_Wiv,1.02,13,102
#Bardolph_1H4,1.03,107,752
#Falstaff_1H4,1.03,107,752
#Host_Wiv,1.03,107,752
#Nym_H5,1.03,107,752
#Pistol_2H4,1.03,107,752
#Robin_Wiv,1.03,107,752
#DoctorCaius_Wiv,1.04,173,1250
#Fenton_Wiv,1.04,173,1250
#MistressQuickly_1H4,1.04,173,1250
#Rugby_Wiv,1.04,173,1250
#Simple_Wiv,1.04,173,1250
#Host_Wiv,2.01,235,1759
#MasterFord_Wiv,2.01,235,1759
#MasterPage_Wiv,2.01,235,1759
#MistressFord_Wiv,2.01,235,1759
#MistressPage_Wiv,2.01,235,1759
#MistressQuickly_1H4,2.01,235,1759
#Nym_H5,2.01,235,1759
#Pistol_2H4,2.01,235,1759
#Shallow_2H4,2.01,235,1759
#Bardolph_1H4,2.02,321,2482
#Falstaff_1H4,2.02,321,2482
#MasterFord_Wiv,2.02,321,2482
#MistressQuickly_1H4,2.02,321,2482
#Pistol_2H4,2.02,321,2482
#Robin_Wiv,2.02,321,2482
#DoctorCaius_Wiv,2.03,98,671
#Host_Wiv,2.03,98,671
#MasterPage_Wiv,2.03,98,671
#Rugby_Wiv,2.03,98,671
#Shallow_2H4,2.03,98,671
#Slender_Wiv,2.03,98,671
#DoctorCaius_Wiv,3.01,126,830
#Host_Wiv,3.01,126,830
#HughEvans_Wiv,3.01,126,830
#MasterPage_Wiv,3.01,126,830
#Rugby_Wiv,3.01,126,830
#Shallow_2H4,3.01,126,830
#Simple_Wiv,3.01,126,830
#Slender_Wiv,3.01,126,830
#DoctorCaius_Wiv,3.02,91,691
#Host_Wiv,3.02,91,691
#HughEvans_Wiv,3.02,91,691
#MasterFord_Wiv,3.02,91,691
#MasterPage_Wiv,3.02,91,691
#MistressPage_Wiv,3.02,91,691
#Robin_Wiv,3.02,91,691
#Rugby_Wiv,3.02,91,691
#Shallow_2H4,3.02,91,691
#Slender_Wiv,3.02,91,691
#DoctorCaius_Wiv,3.03,241,1671
#Falstaff_1H4,3.03,241,1671
#HughEvans_Wiv,3.03,241,1671
#John_Wiv,3.03,241,1671
#MasterFord_Wiv,3.03,241,1671
#MasterPage_Wiv,3.03,241,1671
#MistressFord_Wiv,3.03,241,1671
#MistressPage_Wiv,3.03,241,1671
#Robert_Wiv,3.03,241,1671
#Robin_Wiv,3.03,241,1671
#AnnePage_Wiv,3.04,113,843
#Fenton_Wiv,3.04,113,843
#MasterPage_Wiv,3.04,113,843
#MistressPage_Wiv,3.04,113,843
#MistressQuickly_1H4,3.04,113,843
#Shallow_2H4,3.04,113,843
#Slender_Wiv,3.04,113,843
#Bardolph_1H4,3.05,154,1168
#Falstaff_1H4,3.05,154,1168
#MasterFord_Wiv,3.05,154,1168
#MistressQuickly_1H4,3.05,154,1168
#HughEvans_Wiv,4.01,86,460
#MistressPage_Wiv,4.01,86,460
#MistressQuickly_1H4,4.01,86,460
#WilliamPage_Wiv,4.01,86,460
#DoctorCaius_Wiv,4.02,224,1565
#Falstaff_1H4,4.02,224,1565
#HughEvans_Wiv,4.02,224,1565
#John_Wiv,4.02,224,1565
#MasterFord_Wiv,4.02,224,1565
#MasterPage_Wiv,4.02,224,1565
#MistressFord_Wiv,4.02,224,1565
#MistressPage_Wiv,4.02,224,1565
#Robert_Wiv,4.02,224,1565
#Shallow_2H4,4.02,224,1565
#Bardolph_1H4,4.03,11,94
#Host_Wiv,4.03,11,94
#HughEvans_Wiv,4.04,97,718
#MasterFord_Wiv,4.04,97,718
#MasterPage_Wiv,4.04,97,718
#MistressFord_Wiv,4.04,97,718
#MistressPage_Wiv,4.04,97,718
#Bardolph_1H4,4.05,129,932
#DoctorCaius_Wiv,4.05,129,932
#Falstaff_1H4,4.05,129,932
#Host_Wiv,4.05,129,932
#HughEvans_Wiv,4.05,129,932
#MistressQuickly_1H4,4.05,129,932
#Simple_Wiv,4.05,129,932
#Fenton_Wiv,4.06,55,440
#Host_Wiv,4.06,55,440
#Falstaff_1H4,5.01,32,262
#MasterFord_Wiv,5.01,32,262
#MistressQuickly_1H4,5.01,32,262
#MasterPage_Wiv,5.02,14,114
#Shallow_2H4,5.02,14,114
#Slender_Wiv,5.02,14,114
#DoctorCaius_Wiv,5.03,26,183
#MistressFord_Wiv,5.03,26,183
#MistressPage_Wiv,5.03,26,183
#BOYS_Wiv,5.04,4,33
#HughEvans_Wiv,5.04,4,33
#AnnePage_Wiv,5.05,254,1903
#BOYS_Wiv,5.05,254,1903
#DoctorCaius_Wiv,5.05,254,1903
#Falstaff_1H4,5.05,254,1903
#Fenton_Wiv,5.05,254,1903
#HughEvans_Wiv,5.05,254,1903
#MasterFord_Wiv,5.05,254,1903
#MasterPage_Wiv,5.05,254,1903
#MistressFord_Wiv,5.05,254,1903
#MistressPage_Wiv,5.05,254,1903
#MistressQuickly_1H4,5.05,254,1903
#Pistol_2H4,5.05,254,1903
#Slender_Wiv,5.05,254,1903
