node,node_type
#ATTENDANTS_Tit,character
#Aaron_Tit,character
#Aemilius_Tit,character
#Alarbus_Tit,character
#Bassianus_Tit,character
#Caius_Tit,character
#Captain_Tit,character
#Chiron_Tit,character
#CountryFellow_Tit,character
#Demetrius_Tit,character
#GOTHS.0.1_Tit,character
#GOTHS.0.2_Tit,character
#GOTHS.0_Tit,character
#GOTHS_Tit,character
#GUARDS_Tit,character
#Infant_Tit,character
#Lavinia_Tit,character
#Lucius_Tit,character
#Marcus_Tit,character
#Martius_Tit,character
#Messenger_Tit,character
#Mutius_Tit,character
#Nurse_Tit,character
#Publius_Tit,character
#Quintus_Tit,character
#ROMANS.0_Tit,character
#ROMANS_Tit,character
#SENATORS_Tit,character
#SERVANTS_Tit,character
#Saturninus_Tit,character
#Sempronius_Tit,character
#TRIBUNES.0.1_Tit,character
#TRIBUNES_Tit,character
#Tamora_Tit,character
#Titus_Tit,character
#Valentine_Tit,character
#YoungLucius_Tit,character
1.01,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
2.04,text_unit
3.01,text_unit
3.02,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
4.04,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
