act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Bastard_Jn,1163,144,1849,235
1,1,#Chatillion_Jn,109,16,214,30
1,1,#Essex_Jn,25,3,1452,187
1,1,#Gurney_Jn,4,1,134,17
1,1,#KingJohn_Jn,374,52,1452,187
1,1,#LadyFaulconbridge_Jn,122,16,495,62
1,1,#QueenEleanor_Jn,229,30,1452,187
1,1,#RobertFaulconbridge_Jn,179,22,1096,138
2,1,#Arthur_Jn,71,9,4116,552
2,1,#Austria_Jn,190,27,4116,552
2,1,#Bastard_Jn,938,130,3777,508
2,1,#Blanche_Jn,126,16,3492,469
2,1,#CITIZENS.0.1_Jn,517,67,3095,419
2,1,#Chatillion_Jn,187,25,1941,262
2,1,#Constance_Jn,378,50,4116,552
2,1,#Dauphin_Jn,213,28,4116,552
2,1,#HERALDS.ENGLISH_Jn,101,13,1969,265
2,1,#HERALDS.FRENCH_Jn,87,12,2056,277
2,1,#KingJohn_Jn,773,108,3492,469
2,1,#KingPhilip_Jn,916,120,4116,552
2,1,#QueenEleanor_Jn,164,22,3492,469
3,1,#Arthur_Jn,7,1,2752,362
3,1,#Austria_Jn,49,8,2139,285
3,1,#Bastard_Jn,69,9,2074,277
3,1,#Blanche_Jn,206,27,2139,285
3,1,#Constance_Jn,1139,146,2752,362
3,1,#Dauphin_Jn,53,8,2139,285
3,1,#KingJohn_Jn,259,34,2139,285
3,1,#KingPhilip_Jn,376,49,2139,285
3,1,#Pandulph_Jn,531,72,1661,222
3,1,#QueenEleanor_Jn,16,2,2139,285
3,1,#Salisbury_Jn,47,6,2752,362
3,2,#Bastard_Jn,56,8,74,11
3,2,#KingJohn_Jn,18,3,47,7
3,3,#Arthur_Jn,9,1,594,83
3,3,#Bastard_Jn,42,5,132,18
3,3,#Hubert_Jn,48,8,594,83
3,3,#KingJohn_Jn,480,66,594,83
3,3,#QueenEleanor_Jn,15,3,594,83
3,4,#Constance_Jn,596,74,714,91
3,4,#Dauphin_Jn,148,19,1471,186
3,4,#KingPhilip_Jn,185,26,843,108
3,4,#Pandulph_Jn,542,67,1471,186
4,1,#Arthur_Jn,801,102,1064,140
4,1,#EXECUTIONERS.0.1_Jn,19,2,1091,143
4,1,#Hubert_Jn,315,44,1135,148
4,2,#Bastard_Jn,168,22,351,48
4,2,#Hubert_Jn,260,35,1432,185
4,2,#KingJohn_Jn,921,124,2121,281
4,2,#MESSENGERS.ENGLISH.1_Jn,102,14,599,83
4,2,#Pembroke_Jn,448,56,808,104
4,2,#Peter_Jn,8,1,216,28
4,2,#Salisbury_Jn,214,29,808,104
4,3,#Arthur_Jn,89,10,1281,167
4,3,#Bastard_Jn,453,57,1114,147
4,3,#Bigot_Jn,59,9,834,110
4,3,#Hubert_Jn,184,25,703,93
4,3,#Pembroke_Jn,92,13,834,110
4,3,#Salisbury_Jn,410,54,834,110
5,1,#Bastard_Jn,331,44,392,52
5,1,#KingJohn_Jn,194,27,605,82
5,1,#Pandulph_Jn,80,11,172,25
5,2,#Bastard_Jn,408,53,498,65
5,2,#Dauphin_Jn,644,83,1405,183
5,2,#Pandulph_Jn,111,15,927,119
5,2,#Salisbury_Jn,242,32,1405,183
5,3,#Hubert_Jn,7,1,136,17
5,3,#KingJohn_Jn,67,8,136,17
5,3,#MESSENGERS.ENGLISH.1_Jn,62,8,102,13
5,4,#Melun_Jn,308,39,436,56
5,4,#Pembroke_Jn,29,4,482,62
5,4,#Salisbury_Jn,145,19,482,62
5,5,#Dauphin_Jn,136,18,182,24
5,5,#MESSENGERS.FRENCH.1_Jn,46,6,118,15
5,6,#Bastard_Jn,158,21,354,48
5,6,#Hubert_Jn,196,27,354,48
5,7,#Bastard_Jn,301,40,563,72
5,7,#KingJohn_Jn,223,28,735,95
5,7,#Pembroke_Jn,41,6,907,119
5,7,#PrinceHenry_Jn,221,30,944,124
5,7,#Salisbury_Jn,158,20,944,124
1,1,#Pembroke_Jn,0,0,214,30
1,1,#Salisbury_Jn,0,0,1452,187
1,1,#Sheriff_Jn,0,0,28,4
2,1,#ATTENDANTS.FRENCH_Jn,0,0,4116,552
2,1,#CITIZENS_Jn,0,0,2810,380
2,1,#Pembroke_Jn,0,0,3492,469
2,1,#SOLDIERS.ENGLISH_Jn,0,0,3492,469
2,1,#SOLDIERS.FRENCH_Jn,0,0,4116,552
2,1,#Salisbury_Jn,0,0,3452,462
3,1,#ATTENDANTS_Jn,0,0,2139,285
3,2,#Arthur_Jn,0,0,47,7
3,2,#Hubert_Jn,0,0,47,7
3,3,#ATTENDANTS.ENGLISH_Jn,0,0,594,83
3,4,#ATTENDANTS.FRENCH_Jn,0,0,843,108
4,1,#EXECUTIONERS_Jn,0,0,187,22
4,2,#ATTENDANTS.ENGLISH_Jn,0,0,808,104
5,1,#ATTENDANTS.ENGLISH_Jn,0,0,172,25
5,2,#Bigot_Jn,0,0,1405,183
5,2,#Melun_Jn,0,0,1405,183
5,2,#Pembroke_Jn,0,0,1405,183
5,2,#SOLDIERS.ENGLISH_Jn,0,0,1405,183
5,2,#SOLDIERS.FRENCH_Jn,0,0,1405,183
5,4,#Bigot_Jn,0,0,482,62
5,4,#SOLDIERS.1_Jn,0,0,436,56
5,5,#ATTENDANTS.FRENCH_Jn,0,0,182,24
5,7,#Bigot_Jn,0,0,808,105
