node,node_type
#ATTENDANTS.0.1_R3,character
#ATTENDANTS.0_R3,character
#ATTENDANTS.RICHMOND.0.1_R3,character
#ATTENDANTS.RICHMOND_R3,character
#ATTENDANTS_R3,character
#Archbishop_R3,character
#BISHOPS_R3,character
#BishopOfEly_R3,character
#Blunt_R3,character
#Brakenbury_R3,character
#Brandon_R3,character
#Buckingham_R3,character
#CITIZENS.0_R3,character
#CITIZENS.1_R3,character
#CITIZENS.2_R3,character
#CITIZENS.3_R3,character
#CITIZENS_R3,character
#Cardinal_R3,character
#Catesby_R3,character
#Clarence_3H6,character
#ClarencesBoy_R3,character
#ClarencesDaughter_R3,character
#Dorset_R3,character
#DuchessOfYork_R3,character
#EdwardIV_3H6,character
#EdwardV_R3,character
#GENTLEMEN.0.1_R3,character
#GENTLEMEN_R3,character
#GUARDS_R3,character
#Grey_R3,character
#Hastings_3H6,character
#HenryVII_R3,character
#HenryVI_1H6,character
#Herbert_R3,character
#Jailer_R3,character
#LadyAnne_R3,character
#Lovell_R3,character
#MESSENGERS.1_R3,character
#MESSENGERS.2_R3,character
#MESSENGERS.3_R3,character
#MESSENGERS.4_R3,character
#MESSENGERS.X.1_R3,character
#MESSENGERS.X.2_R3,character
#MESSENGERS.X.3_R3,character
#MURDERERS.1_R3,character
#MURDERERS.2_R3,character
#MayorOfLondon_R3,character
#Norfolk_R3,character
#Oxford_3H6,character
#PrinceEdward_3H6,character
#Pursuivant_R3,character
#QueenElizabeth_3H6,character
#QueenMargaret_1H6,character
#Ratcliffe_R3,character
#RichardIII_R3,character
#Rivers_3H6,character
#SOLDIERS.RICHARD_R3,character
#SOLDIERS.RICHMOND_R3,character
#Scales_R3,character
#Scrivener_R3,character
#Sheriff_R3,character
#SirChristopher_R3,character
#SirJohn_R3,character
#Stanley_R3,character
#Surrey_R3,character
#Tyrrel_R3,character
#Vaughan_R3,character
#Woodeville_R3,character
#York_R3,character
1.01,text_unit
1.02,text_unit
1.03,text_unit
1.04,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
2.04,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
3.04,text_unit
3.05,text_unit
3.06,text_unit
3.07,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
4.04,text_unit
4.05,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
5.04,text_unit
5.05,text_unit
