node1,node2,n_lines,n_tokens
#CITIZENS.ROMAN.0.1_Cor,1.01,321,2175
#CITIZENS.ROMAN.0.2_Cor,1.01,321,2175
#CITIZENS.ROMAN_Cor,1.01,321,2175
#Cominius_Cor,1.01,321,2175
#Coriolanus_Cor,1.01,321,2175
#Lartius_Cor,1.01,321,2175
#MESSENGERS.X.1_Cor,1.01,321,2175
#Menenius_Cor,1.01,321,2175
#SENATORS.ROMAN.0.1_Cor,1.01,321,2175
#SENATORS.ROMAN_Cor,1.01,321,2175
#TRIBUNES.Brutus_Cor,1.01,321,2175
#TRIBUNES.Sicinius_Cor,1.01,321,2175
#Aufidius_Cor,1.02,48,298
#SENATORS.VOLSCIAN.0.1_Cor,1.02,48,298
#SENATORS.VOLSCIAN.0.2_Cor,1.02,48,298
#SENATORS.VOLSCIAN_Cor,1.02,48,298
#Gentlewoman_Cor,1.03,116,900
#Usher_Cor,1.03,116,900
#Valeria_Cor,1.03,116,900
#Virgilia_Cor,1.03,116,900
#Volumnia_Cor,1.03,116,900
#Coriolanus_Cor,1.04,82,541
#Lartius_Cor,1.04,82,541
#MESSENGERS.X.2_Cor,1.04,82,541
#SENATORS.VOLSCIAN.0.1_Cor,1.04,82,541
#SENATORS.VOLSCIAN_Cor,1.04,82,541
#SOLDIERS.ROMAN.0.1_Cor,1.04,82,541
#SOLDIERS.ROMAN.0.2_Cor,1.04,82,541
#SOLDIERS.ROMAN_Cor,1.04,82,541
#SOLDIERS.VOLSCIAN_Cor,1.04,82,541
#Coriolanus_Cor,1.05,32,217
#Lartius_Cor,1.05,32,217
#SOLDIERS.ROMAN.0.1_Cor,1.05,32,217
#SOLDIERS.ROMAN.0.2_Cor,1.05,32,217
#SOLDIERS.ROMAN.0.3_Cor,1.05,32,217
#SOLDIERS.ROMAN.Trumpeter_Cor,1.05,32,217
#SOLDIERS.ROMAN_Cor,1.05,32,217
#Cominius_Cor,1.06,107,724
#Coriolanus_Cor,1.06,107,724
#MESSENGERS.X.3_Cor,1.06,107,724
#SOLDIERS.ROMAN_Cor,1.06,107,724
#Lartius_Cor,1.07,9,64
