node,node_type
#ATTENDANTS.OLIVIA.1_TN,character
#ATTENDANTS.OLIVIA_TN,character
#ATTENDANTS.ORSINO.Curio_TN,character
#ATTENDANTS.ORSINO.Valentine_TN,character
#ATTENDANTS.ORSINO_TN,character
#AndrewAguecheek_TN,character
#Antonio_TN,character
#Captain_TN,character
#Fabian_TN,character
#Feste_TN,character
#MUSICIANS_TN,character
#Malvolio_TN,character
#Maria_TN,character
#OFFICERS.1_TN,character
#OFFICERS.2_TN,character
#Olivia_TN,character
#Orsino_TN,character
#Priest_TN,character
#SAILORS_TN,character
#Sebastian_TN,character
#TobyBelch_TN,character
#Viola_TN,character
1.01,text_unit
1.02,text_unit
1.03,text_unit
1.04,text_unit
1.05,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
2.04,text_unit
2.05,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
3.04,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
5.01,text_unit
