node1,node2,n_lines,n_tokens
#Gower_Per,1.00,42,281
#Antiochus_Per,1.01,180,1335
#Daughter_Per,1.01,180,1335
#FOLLOWERS.ANTIOCHUS_Per,1.01,180,1335
#MESSENGERS.ANTIOCH.1_Per,1.01,180,1335
#Pericles_Per,1.01,180,1335
#Thaliard_Per,1.01,180,1335
#ATTENDANTS.PERICLES.1_Per,1.02,133,1030
#Helicanus_Per,1.02,133,1030
#LORDS.TYRE.0.1_Per,1.02,133,1030
#LORDS.TYRE.0.2_Per,1.02,133,1030
#LORDS.TYRE_Per,1.02,133,1030
#Pericles_Per,1.02,133,1030
#Helicanus_Per,1.03,40,322
#LORDS.TYRE_Per,1.03,40,322
#Thaliard_Per,1.03,40,322
#ATTENDANTS.PERICLES_Per,1.04,110,839
#CITIZENS.TARSUS_Per,1.04,110,839
#Cleon_Per,1.04,110,839
#Dionyza_Per,1.04,110,839
#LORDS.TARSUS.1_Per,1.04,110,839
#Pericles_Per,1.04,110,839
#Gower_Per,2.00,40,264
#FISHERMEN.1_Per,2.01,172,1315
#FISHERMEN.2_Per,2.01,172,1315
#FISHERMEN.3_Per,2.01,172,1315
#Pericles_Per,2.01,172,1315
#ATTENDANTS.SIMONIDES_Per,2.02,61,438
#LORDS.PENTAPOLIS.0.1_Per,2.02,61,438
#LORDS.PENTAPOLIS.0.2_Per,2.02,61,438
#LORDS.PENTAPOLIS.0.3_Per,2.02,61,438
#LORDS.PENTAPOLIS_Per,2.02,61,438
#Simonides_Per,2.02,61,438
#Thaisa_Per,2.02,61,438
#ATTENDANTS.SIMONIDES_Per,2.03,123,901
#KNIGHTS.0.1_Per,2.03,123,901
#KNIGHTS_Per,2.03,123,901
#LADIES.PENTAPOLIS_Per,2.03,123,901
#LORDS.PENTAPOLIS_Per,2.03,123,901
#Marshal_Per,2.03,123,901
#Pericles_Per,2.03,123,901
#Simonides_Per,2.03,123,901
#Thaisa_Per,2.03,123,901
#Helicanus_Per,2.04,60,455
#LORDS.TYRE.0.1_Per,2.04,60,455
#LORDS.TYRE.0.2_Per,2.04,60,455
#LORDS.TYRE.0.3_Per,2.04,60,455
#LORDS.TYRE.Escanes_Per,2.04,60,455
#LORDS.TYRE_Per,2.04,60,455
#KNIGHTS.0.1_Per,2.05,96,694
#KNIGHTS.0.2_Per,2.05,96,694
#KNIGHTS.0.3_Per,2.05,96,694
#KNIGHTS_Per,2.05,96,694
#Pericles_Per,2.05,96,694
#Simonides_Per,2.05,96,694
#Thaisa_Per,2.05,96,694
#Gower_Per,3.00,60,375
#Lychorida_Per,3.01,86,611
#Marina.Infant_Per,3.01,86,611
#Pericles_Per,3.01,86,611
#SAILORS.1_Per,3.01,86,611
#SAILORS.2_Per,3.01,86,611
#Cerimon_Per,3.02,128,807
#GENTLEMEN.EPHESUS.1_Per,3.02,128,807
#GENTLEMEN.EPHESUS.2_Per,3.02,128,807
#Philemon_Per,3.02,128,807
#SERVANTS.CERIMON.0.1_Per,3.02,128,807
#SERVANTS.CERIMON.0.2_Per,3.02,128,807
#SERVANTS.CERIMON_Per,3.02,128,807
#SUPPLIANTS.1_Per,3.02,128,807
#SUPPLIANTS.2_Per,3.02,128,807
#Thaisa_Per,3.02,128,807
#Cleon_Per,3.03,48,352
#Dionyza_Per,3.03,48,352
#Lychorida_Per,3.03,48,352
#Marina.Infant_Per,3.03,48,352
#Pericles_Per,3.03,48,352
#Cerimon_Per,3.04,17,127
#Thaisa_Per,3.04,17,127
#Gower_Per,4.00,52,320
#Dionyza_Per,4.01,114,784
#Leonine_Per,4.01,114,784
#Marina_Per,4.01,114,784
#PIRATES.0.1_Per,4.01,114,784
#PIRATES.0.2_Per,4.01,114,784
#PIRATES.0.3_Per,4.01,114,784
#PIRATES_Per,4.01,114,784
#Bawd_Per,4.02,155,1105
#Bolt_Per,4.02,155,1105
#Marina_Per,4.02,155,1105
#PIRATES.0.1_Per,4.02,155,1105
#PIRATES_Per,4.02,155,1105
#Pander_Per,4.02,155,1105
#Cleon_Per,4.03,57,405
#Dionyza_Per,4.03,57,405
#Gower_Per,4.04,52,383
#GENTLEMEN.MYTILENE.1_Per,4.05,9,69
#GENTLEMEN.MYTILENE.2_Per,4.05,9,69
#Bawd_Per,4.06,207,1487
#Bolt_Per,4.06,207,1487
#Lysimachus_Per,4.06,207,1487
#Marina_Per,4.06,207,1487
#Pander_Per,4.06,207,1487
#Gower_Per,5.00,24,193
#ATTENDANTS.PERICLES_Per,5.01,302,1969
#Companion_Per,5.01,302,1969
#Diana_Per,5.01,302,1969
#GENTLEMEN.TYRE.0.1_Per,5.01,302,1969
#GENTLEMEN.TYRE_Per,5.01,302,1969
#Helicanus_Per,5.01,302,1969
#LORDS.MYTILENE.0.1_Per,5.01,302,1969
#LORDS.MYTILENE_Per,5.01,302,1969
#Lysimachus_Per,5.01,302,1969
#Marina_Per,5.01,302,1969
#Pericles_Per,5.01,302,1969
#SAILORS.MYTILENE.1_Per,5.01,302,1969
#SAILORS.TYRE.1_Per,5.01,302,1969
#Gower_Per,5.02,20,121
#ATTENDANTS.PERICLES_Per,5.03,98,642
#Cerimon_Per,5.03,98,642
#Helicanus_Per,5.03,98,642
#Lysimachus_Per,5.03,98,642
#Marina_Per,5.03,98,642
#PRIESTESSES_Per,5.03,98,642
#Pericles_Per,5.03,98,642
#Thaisa_Per,5.03,98,642
#Gower_Per,6.00,18,136
