source,target,key,n_lines,n_tokens,edge_index,edge_type
#Poet_Tim,1.01.0001,0,1,3,1,active
1.01.0001,#Jeweler_Tim,0,1,3,1,passive
1.01.0001,#Merchant_Tim,0,1,3,1,passive
1.01.0001,#Painter_Tim,0,1,3,1,passive
#Painter_Tim,1.01.0001,0,1,5,2,active
1.01.0001,#Jeweler_Tim,1,1,5,2,passive
1.01.0001,#Merchant_Tim,1,1,5,2,passive
1.01.0001,#Poet_Tim,0,1,5,2,passive
#Poet_Tim,1.01.0001,1,1,10,3,active
1.01.0001,#Jeweler_Tim,2,1,10,3,passive
1.01.0001,#Merchant_Tim,2,1,10,3,passive
1.01.0001,#Painter_Tim,1,1,10,3,passive
#Painter_Tim,1.01.0001,1,1,6,4,active
1.01.0001,#Jeweler_Tim,3,1,6,4,passive
1.01.0001,#Merchant_Tim,3,1,6,4,passive
1.01.0001,#Poet_Tim,1,1,6,4,passive
#Poet_Tim,1.01.0001,2,5,32,5,active
1.01.0001,#Jeweler_Tim,4,5,32,5,passive
1.01.0001,#Merchant_Tim,4,5,32,5,passive
1.01.0001,#Painter_Tim,2,5,32,5,passive
#Painter_Tim,1.01.0001,2,1,8,6,active
1.01.0001,#Jeweler_Tim,5,1,8,6,passive
1.01.0001,#Merchant_Tim,5,1,8,6,passive
1.01.0001,#Poet_Tim,2,1,8,6,passive
#Merchant_Tim,1.01.0001,0,1,5,7,active
1.01.0001,#Jeweler_Tim,6,1,5,7,passive
1.01.0001,#Painter_Tim,3,1,5,7,passive
1.01.0001,#Poet_Tim,3,1,5,7,passive
#Jeweler_Tim,1.01.0001,0,1,4,8,active
1.01.0001,#Merchant_Tim,6,1,4,8,passive
1.01.0001,#Painter_Tim,4,1,4,8,passive
1.01.0001,#Poet_Tim,4,1,4,8,passive
#Merchant_Tim,1.01.0001,1,3,16,9,active
1.01.0001,#Jeweler_Tim,7,3,16,9,passive
1.01.0001,#Painter_Tim,5,3,16,9,passive
1.01.0001,#Poet_Tim,5,3,16,9,passive
#Jeweler_Tim,1.01.0001,1,1,5,10,active
1.01.0001,#Merchant_Tim,7,1,5,10,passive
1.01.0001,#Painter_Tim,6,1,5,10,passive
1.01.0001,#Poet_Tim,6,1,5,10,passive
#Merchant_Tim,1.01.0001,2,1,10,11,active
1.01.0001,#Jeweler_Tim,8,1,10,11,passive
1.01.0001,#Painter_Tim,7,1,10,11,passive
1.01.0001,#Poet_Tim,7,1,10,11,passive
#Jeweler_Tim,1.01.0001,2,1,9,12,active
1.01.0001,#Merchant_Tim,8,1,9,12,passive
1.01.0001,#Painter_Tim,8,1,9,12,passive
1.01.0001,#Poet_Tim,8,1,9,12,passive
#Poet_Tim,1.01.0001,3,3,21,13,active
1.01.0001,#Jeweler_Tim,9,3,21,13,passive
1.01.0001,#Merchant_Tim,9,3,21,13,passive
1.01.0001,#Painter_Tim,9,3,21,13,passive
#Merchant_Tim,1.01.0001,3,1,4,14,active
1.01.0001,#Jeweler_Tim,10,1,4,14,passive
1.01.0001,#Painter_Tim,10,1,4,14,passive
1.01.0001,#Poet_Tim,9,1,4,14,passive
#Jeweler_Tim,1.01.0001,3,1,8,15,active
1.01.0001,#Merchant_Tim,10,1,8,15,passive
1.01.0001,#Painter_Tim,11,1,8,15,passive
1.01.0001,#Poet_Tim,10,1,8,15,passive
#Painter_Tim,1.01.0001,3,2,13,16,active
1.01.0001,#Jeweler_Tim,11,2,13,16,passive
1.01.0001,#Merchant_Tim,11,2,13,16,passive
1.01.0001,#Poet_Tim,11,2,13,16,passive
#Poet_Tim,1.01.0001,4,6,47,17,active
1.01.0001,#Jeweler_Tim,12,6,47,17,passive
1.01.0001,#Merchant_Tim,12,6,47,17,passive
1.01.0001,#Painter_Tim,12,6,47,17,passive
#Painter_Tim,1.01.0001,4,1,8,18,active
1.01.0001,#Jeweler_Tim,13,1,8,18,passive
1.01.0001,#Merchant_Tim,13,1,8,18,passive
1.01.0001,#Poet_Tim,12,1,8,18,passive
#Poet_Tim,1.01.0001,5,2,11,19,active
1.01.0001,#Jeweler_Tim,14,2,11,19,passive
1.01.0001,#Merchant_Tim,14,2,11,19,passive
1.01.0001,#Painter_Tim,13,2,11,19,passive
#Painter_Tim,1.01.0001,5,1,4,20,active
1.01.0001,#Jeweler_Tim,15,1,4,20,passive
1.01.0001,#Merchant_Tim,15,1,4,20,passive
1.01.0001,#Poet_Tim,13,1,4,20,passive
#Poet_Tim,1.01.0001,6,1,8,21,active
1.01.0001,#Jeweler_Tim,16,1,8,21,passive
1.01.0001,#Merchant_Tim,16,1,8,21,passive
1.01.0001,#Painter_Tim,14,1,8,21,passive
#Painter_Tim,1.01.0001,6,1,1,22,active
1.01.0001,#Jeweler_Tim,17,1,1,22,passive
1.01.0001,#Merchant_Tim,17,1,1,22,passive
1.01.0001,#Poet_Tim,14,1,1,22,passive
#Poet_Tim,1.01.0001,7,5,32,23,active
1.01.0001,#Jeweler_Tim,18,5,32,23,passive
1.01.0001,#Merchant_Tim,18,5,32,23,passive
1.01.0001,#Painter_Tim,15,5,32,23,passive
#Painter_Tim,1.01.0001,7,2,15,24,active
1.01.0001,#Jeweler_Tim,19,2,15,24,passive
1.01.0001,#Merchant_Tim,19,2,15,24,passive
1.01.0001,#Poet_Tim,15,2,15,24,passive
#Poet_Tim,1.01.0001,8,3,17,25,active
1.01.0001,#Jeweler_Tim,20,3,17,25,passive
1.01.0001,#Merchant_Tim,20,3,17,25,passive
1.01.0001,#Painter_Tim,16,3,17,25,passive
#Painter_Tim,1.01.0002,0,1,5,26,active
1.01.0002,#Jeweler_Tim,0,1,5,26,passive
1.01.0002,#Merchant_Tim,0,1,5,26,passive
1.01.0002,#Poet_Tim,0,1,5,26,passive
1.01.0002,#SENATORS_Tim,0,1,5,26,passive
#Poet_Tim,1.01.0002,0,1,6,27,active
1.01.0002,#Jeweler_Tim,1,1,6,27,passive
1.01.0002,#Merchant_Tim,1,1,6,27,passive
1.01.0002,#Painter_Tim,0,1,6,27,passive
1.01.0002,#SENATORS_Tim,1,1,6,27,passive
#Painter_Tim,1.01.0002,1,1,2,28,active
1.01.0002,#Jeweler_Tim,2,1,2,28,passive
1.01.0002,#Merchant_Tim,2,1,2,28,passive
1.01.0002,#Poet_Tim,1,1,2,28,passive
1.01.0002,#SENATORS_Tim,2,1,2,28,passive
#Poet_Tim,1.01.0002,1,10,69,29,active
1.01.0002,#Jeweler_Tim,3,10,69,29,passive
1.01.0002,#Merchant_Tim,3,10,69,29,passive
1.01.0002,#Painter_Tim,1,10,69,29,passive
1.01.0002,#SENATORS_Tim,3,10,69,29,passive
#Painter_Tim,1.01.0002,2,1,5,30,active
1.01.0002,#Jeweler_Tim,4,1,5,30,passive
1.01.0002,#Merchant_Tim,4,1,5,30,passive
1.01.0002,#Poet_Tim,2,1,5,30,passive
1.01.0002,#SENATORS_Tim,4,1,5,30,passive
#Poet_Tim,1.01.0002,2,12,88,31,active
1.01.0002,#Jeweler_Tim,5,12,88,31,passive
1.01.0002,#Merchant_Tim,5,12,88,31,passive
1.01.0002,#Painter_Tim,2,12,88,31,passive
1.01.0002,#SENATORS_Tim,5,12,88,31,passive
#Painter_Tim,1.01.0002,3,1,5,32,active
1.01.0002,#Jeweler_Tim,6,1,5,32,passive
1.01.0002,#Merchant_Tim,6,1,5,32,passive
1.01.0002,#Poet_Tim,3,1,5,32,passive
1.01.0002,#SENATORS_Tim,6,1,5,32,passive
#Poet_Tim,1.01.0002,3,10,79,33,active
1.01.0002,#Jeweler_Tim,7,10,79,33,passive
1.01.0002,#Merchant_Tim,7,10,79,33,passive
1.01.0002,#Painter_Tim,3,10,79,33,passive
1.01.0002,#SENATORS_Tim,7,10,79,33,passive
#Painter_Tim,1.01.0002,4,6,38,34,active
1.01.0002,#Jeweler_Tim,8,6,38,34,passive
1.01.0002,#Merchant_Tim,8,6,38,34,passive
1.01.0002,#Poet_Tim,4,6,38,34,passive
1.01.0002,#SENATORS_Tim,8,6,38,34,passive
#Poet_Tim,1.01.0002,4,7,49,35,active
1.01.0002,#Jeweler_Tim,9,7,49,35,passive
1.01.0002,#Merchant_Tim,9,7,49,35,passive
1.01.0002,#Painter_Tim,4,7,49,35,passive
1.01.0002,#SENATORS_Tim,9,7,49,35,passive
#Painter_Tim,1.01.0002,5,1,5,36,active
1.01.0002,#Jeweler_Tim,10,1,5,36,passive
1.01.0002,#Merchant_Tim,10,1,5,36,passive
1.01.0002,#Poet_Tim,5,1,5,36,passive
1.01.0002,#SENATORS_Tim,10,1,5,36,passive
#Poet_Tim,1.01.0002,5,5,41,37,active
1.01.0002,#Jeweler_Tim,11,5,41,37,passive
1.01.0002,#Merchant_Tim,11,5,41,37,passive
1.01.0002,#Painter_Tim,5,5,41,37,passive
1.01.0002,#SENATORS_Tim,11,5,41,37,passive
#Painter_Tim,1.01.0002,6,7,39,38,active
1.01.0002,#Jeweler_Tim,12,7,39,38,passive
1.01.0002,#Merchant_Tim,12,7,39,38,passive
1.01.0002,#Poet_Tim,6,7,39,38,passive
1.01.0002,#SENATORS_Tim,12,7,39,38,passive
#Timon_Tim,1.01.0003,0,1,5,39,active
1.01.0003,#Jeweler_Tim,0,1,5,39,passive
1.01.0003,#MESSENGERS.X.1_Tim,0,1,5,39,passive
1.01.0003,#Merchant_Tim,0,1,5,39,passive
1.01.0003,#Painter_Tim,0,1,5,39,passive
1.01.0003,#Poet_Tim,0,1,5,39,passive
1.01.0003,#SENATORS_Tim,0,1,5,39,passive
1.01.0003,#SERVANTS.TIMON.Lucilius_Tim,0,1,5,39,passive
1.01.0003,#SERVANTS.TIMON_Tim,0,1,5,39,passive
#MESSENGERS.X.1_Tim,1.01.0003,0,5,33,40,active
1.01.0003,#Jeweler_Tim,1,5,33,40,passive
1.01.0003,#Merchant_Tim,1,5,33,40,passive
1.01.0003,#Painter_Tim,1,5,33,40,passive
1.01.0003,#Poet_Tim,1,5,33,40,passive
1.01.0003,#SENATORS_Tim,1,5,33,40,passive
1.01.0003,#SERVANTS.TIMON.Lucilius_Tim,1,5,33,40,passive
1.01.0003,#SERVANTS.TIMON_Tim,1,5,33,40,passive
1.01.0003,#Timon_Tim,0,5,33,40,passive
#Timon_Tim,1.01.0003,1,5,41,41,active
1.01.0003,#Jeweler_Tim,2,5,41,41,passive
1.01.0003,#MESSENGERS.X.1_Tim,1,5,41,41,passive
1.01.0003,#Merchant_Tim,2,5,41,41,passive
1.01.0003,#Painter_Tim,2,5,41,41,passive
1.01.0003,#Poet_Tim,2,5,41,41,passive
1.01.0003,#SENATORS_Tim,2,5,41,41,passive
1.01.0003,#SERVANTS.TIMON.Lucilius_Tim,2,5,41,41,passive
1.01.0003,#SERVANTS.TIMON_Tim,2,5,41,41,passive
#MESSENGERS.X.1_Tim,1.01.0003,1,1,5,42,active
1.01.0003,#Jeweler_Tim,3,1,5,42,passive
