act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,684,93,#Beatrice_Ado #Hero_Ado #Leonato_Ado #MESSENGERS.LEONATO.1_Ado
1,1,2,482,64,#Balthasar_Ado #Beatrice_Ado #Benedick_Ado #Claudio_Ado #DonJohn_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado #MESSENGERS.LEONATO.1_Ado
1,1,3,343,42,#Benedick_Ado #Claudio_Ado
1,1,4,644,84,#Benedick_Ado #Claudio_Ado #DonPedro_Ado
1,1,5,319,40,#Claudio_Ado #DonPedro_Ado
1,2,6,183,24,#Leonato_Ado #LeonatosBrother_Ado
1,2,7,32,4,#ATTENDANTS_Ado #Leonato_Ado #LeonatosBrother_Ado #MUSICIANS.1_Ado #Son_Ado
1,3,8,332,38,#Conrade_Ado #DonJohn_Ado
1,3,9,229,34,#Borachio_Ado #Conrade_Ado #DonJohn_Ado
2,1,10,669,83,#Beatrice_Ado #Hero_Ado #Leonato_Ado #LeonatosBrother_Ado #Margaret_Ado #Ursula_Ado
2,1,11,468,69,#Antonio_Ado #Balthasar_Ado #Beatrice_Ado #Benedick_Ado #Borachio_Ado #Claudio_Ado #DonJohn_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado #LeonatosBrother_Ado #Margaret_Ado #Ursula_Ado
2,1,12,119,17,#Borachio_Ado #Claudio_Ado #DonJohn_Ado
2,1,13,85,11,#Claudio_Ado
2,1,14,119,19,#Benedick_Ado #Claudio_Ado
2,1,15,81,8,#Benedick_Ado
2,1,16,426,50,#Benedick_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado
2,1,17,108,13,#Beatrice_Ado #Benedick_Ado #Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado
2,1,18,491,63,#Beatrice_Ado #Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado
2,1,19,366,45,#Claudio_Ado #DonPedro_Ado #Hero_Ado #Leonato_Ado
2,2,20,414,56,#Borachio_Ado #DonJohn_Ado
2,3,21,1,1,#Benedick_Ado
2,3,22,33,6,#Benedick_Ado #Boy_Ado
2,3,23,298,29,#Benedick_Ado
2,3,24,398,58,#Balthasar_Ado #Benedick_Ado #Claudio_Ado #DonPedro_Ado #Leonato_Ado
2,3,25,964,128,#Benedick_Ado #Claudio_Ado #DonPedro_Ado #Leonato_Ado
2,3,26,259,26,#Benedick_Ado
2,3,27,78,10,#Beatrice_Ado #Benedick_Ado
2,3,28,81,7,#Benedick_Ado
3,1,29,111,14,#Hero_Ado #Margaret_Ado #Ursula_Ado
3,1,30,87,11,#Hero_Ado #Ursula_Ado
3,1,31,640,86,#Beatrice_Ado #Hero_Ado #Ursula_Ado
3,1,32,80,10,#Beatrice_Ado
3,2,33,524,68,#Benedick_Ado #Claudio_Ado #DonPedro_Ado #Leonato_Ado
3,2,34,36,4,#Claudio_Ado #DonPedro_Ado
3,2,35,362,55,#Claudio_Ado #DonJohn_Ado #DonPedro_Ado
3,3,36,743,93,#Dogberry_Ado #Verges_Ado #WATCHMEN.1_Ado #WATCHMEN.2_Ado #WATCHMEN.Seacoal_Ado
3,3,37,507,74,#Borachio_Ado #Conrade_Ado #WATCHMEN.1_Ado #WATCHMEN.2_Ado #WATCHMEN.Seacoal_Ado
3,3,38,31,5,#Borachio_Ado #Conrade_Ado #WATCHMEN.1_Ado #WATCHMEN.Seacoal_Ado
3,3,39,51,9,#Borachio_Ado #Conrade_Ado #Dogberry_Ado #Verges_Ado #WATCHMEN.1_Ado #WATCHMEN.2_Ado #WATCHMEN.Seacoal_Ado
3,4,40,20,5,#Hero_Ado #Margaret_Ado #Ursula_Ado
3,4,41,242,33,#Hero_Ado #Margaret_Ado
3,4,42,392,53,#Beatrice_Ado #Hero_Ado #Margaret_Ado
3,4,43,34,5,#Beatrice_Ado #Hero_Ado #Margaret_Ado #Ursula_Ado
3,5,44,394,51,#Dogberry_Ado #Leonato_Ado #Verges_Ado
3,5,45,20,3,#Dogberry_Ado #Leonato_Ado #MESSENGERS.LEONATO.1_Ado #Verges_Ado
3,5,46,67,8,#Dogberry_Ado #Verges_Ado
4,1,47,832,117,#ATTENDANTS_Ado #Beatrice_Ado #Benedick_Ado #Claudio_Ado #DonJohn_Ado #DonPedro_Ado #FriarFrancis_Ado #Hero_Ado #Leonato_Ado
4,1,48,1127,151,#ATTENDANTS_Ado #Beatrice_Ado #Benedick_Ado #FriarFrancis_Ado #Hero_Ado #Leonato_Ado
4,1,49,580,82,#Beatrice_Ado #Benedick_Ado
4,2,50,428,68,#Borachio_Ado #Conrade_Ado #Dogberry_Ado #Sexton_Ado #Verges_Ado #WATCHMEN.1_Ado #WATCHMEN.2_Ado #WATCHMEN.Seacoal_Ado
4,2,51,181,21,#Borachio_Ado #Conrade_Ado #Dogberry_Ado #Verges_Ado #WATCHMEN.1_Ado #WATCHMEN.2_Ado #WATCHMEN.Seacoal_Ado
5,1,52,349,46,#Leonato_Ado #LeonatosBrother_Ado
5,1,53,534,76,#Claudio_Ado #DonPedro_Ado #Leonato_Ado #LeonatosBrother_Ado
5,1,54,644,83,#Benedick_Ado #Claudio_Ado #DonPedro_Ado
5,1,55,82,11,#Claudio_Ado #DonPedro_Ado
5,1,56,401,53,#Borachio_Ado #Claudio_Ado #Conrade_Ado #Dogberry_Ado #DonPedro_Ado #Verges_Ado #WATCHMEN.1_Ado #WATCHMEN.2_Ado #WATCHMEN.Seacoal_Ado
5,1,57,550,73,#Borachio_Ado #Claudio_Ado #Conrade_Ado #Dogberry_Ado #DonPedro_Ado #Leonato_Ado #LeonatosBrother_Ado #Sexton_Ado #Verges_Ado #WATCHMEN.1_Ado #WATCHMEN.2_Ado #WATCHMEN.Seacoal_Ado
