node1,node2,n_lines,n_tokens
#CITIZENS.ROMAN.0.1_Cor,1.01.0001,12,66
#CITIZENS.ROMAN_Cor,1.01.0001,12,66
#CITIZENS.ROMAN.0.1_Cor,1.01.0002,37,264
#CITIZENS.ROMAN.0.2_Cor,1.01.0002,37,264
#CITIZENS.ROMAN_Cor,1.01.0002,37,264
#CITIZENS.ROMAN.0.1_Cor,1.01.0003,123,900
#CITIZENS.ROMAN.0.2_Cor,1.01.0003,123,900
#CITIZENS.ROMAN_Cor,1.01.0003,123,900
#Menenius_Cor,1.01.0003,123,900
#CITIZENS.ROMAN.0.1_Cor,1.01.0004,73,490
#CITIZENS.ROMAN.0.2_Cor,1.01.0004,73,490
#CITIZENS.ROMAN_Cor,1.01.0004,73,490
#Coriolanus_Cor,1.01.0004,73,490
#Menenius_Cor,1.01.0004,73,490
#CITIZENS.ROMAN.0.1_Cor,1.01.0005,5,31
#CITIZENS.ROMAN.0.2_Cor,1.01.0005,5,31
#CITIZENS.ROMAN_Cor,1.01.0005,5,31
#Coriolanus_Cor,1.01.0005,5,31
#MESSENGERS.X.1_Cor,1.01.0005,5,31
#Menenius_Cor,1.01.0005,5,31
#CITIZENS.ROMAN.0.1_Cor,1.01.0006,1,4
#CITIZENS.ROMAN.0.2_Cor,1.01.0006,1,4
#CITIZENS.ROMAN_Cor,1.01.0006,1,4
#Cominius_Cor,1.01.0006,1,4
#Coriolanus_Cor,1.01.0006,1,4
#Lartius_Cor,1.01.0006,1,4
#MESSENGERS.X.1_Cor,1.01.0006,1,4
#Menenius_Cor,1.01.0006,1,4
#SENATORS.ROMAN_Cor,1.01.0006,1,4
#TRIBUNES.Brutus_Cor,1.01.0006,1,4
#TRIBUNES.Sicinius_Cor,1.01.0006,1,4
#CITIZENS.ROMAN.0.1_Cor,1.01.0007,33,193
#CITIZENS.ROMAN.0.2_Cor,1.01.0007,33,193
#CITIZENS.ROMAN_Cor,1.01.0007,33,193
#Cominius_Cor,1.01.0007,33,193
#Coriolanus_Cor,1.01.0007,33,193
#Lartius_Cor,1.01.0007,33,193
#MESSENGERS.X.1_Cor,1.01.0007,33,193
#Menenius_Cor,1.01.0007,33,193
#SENATORS.ROMAN.0.1_Cor,1.01.0007,33,193
#SENATORS.ROMAN_Cor,1.01.0007,33,193
#TRIBUNES.Brutus_Cor,1.01.0007,33,193
#TRIBUNES.Sicinius_Cor,1.01.0007,33,193
#CITIZENS.ROMAN.0.1_Cor,1.01.0008,2,9
#CITIZENS.ROMAN.0.2_Cor,1.01.0008,2,9
#Cominius_Cor,1.01.0008,2,9
#Coriolanus_Cor,1.01.0008,2,9
#Lartius_Cor,1.01.0008,2,9
#MESSENGERS.X.1_Cor,1.01.0008,2,9
#Menenius_Cor,1.01.0008,2,9
#SENATORS.ROMAN.0.1_Cor,1.01.0008,2,9
#SENATORS.ROMAN_Cor,1.01.0008,2,9
#TRIBUNES.Brutus_Cor,1.01.0008,2,9
#TRIBUNES.Sicinius_Cor,1.01.0008,2,9
#CITIZENS.ROMAN.0.1_Cor,1.01.0009,35,218
#CITIZENS.ROMAN.0.2_Cor,1.01.0009,35,218
#SENATORS.ROMAN.0.1_Cor,1.01.0009,35,218
#TRIBUNES.Brutus_Cor,1.01.0009,35,218
#TRIBUNES.Sicinius_Cor,1.01.0009,35,218
#Aufidius_Cor,1.02.0010,30,200
