act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,1,#Gaunt_R2,28,4,145,20
1,1,1,#RichardII_R2,117,16,145,20
1,1,2,#Gaunt_R2,27,4,1454,191
1,1,2,#HenryIV_1H4,466,62,1454,191
1,1,2,#Mowbray_R2,651,83,1454,191
1,1,2,#RichardII_R2,310,42,1454,191
1,2,3,#DuchessOfGloucester_R2,457,60,578,76
1,2,3,#Gaunt_R2,121,16,578,76
1,3,4,#Aumerle_R2,23,3,45,6
1,3,4,#LordMarshal_R2,22,3,45,6
1,3,5,#LordMarshal_R2,44,5,152,19
1,3,5,#Mowbray_R2,79,10,152,19
1,3,5,#RichardII_R2,29,4,152,19
1,3,6,#Gaunt_R2,42,6,1382,186
1,3,6,#HERALDS.1_R2,48,6,1382,186
1,3,6,#HERALDS.2_R2,48,7,1382,186
1,3,6,#HenryIV_1H4,369,47,1382,186
1,3,6,#LordMarshal_R2,116,15,1382,186
1,3,6,#Mowbray_R2,327,43,1382,186
1,3,6,#RichardII_R2,432,62,1382,186
1,3,7,#Gaunt_R2,230,28,340,43
1,3,7,#HenryIV_1H4,26,3,340,43
1,3,7,#RichardII_R2,84,12,340,43
1,3,8,#Aumerle_R2,15,2,481,62
1,3,8,#Gaunt_R2,234,30,481,62
1,3,8,#HenryIV_1H4,212,28,481,62
1,3,8,#LordMarshal_R2,20,2,481,62
1,4,9,#Aumerle_R2,115,16,403,53
1,4,9,#Green_R2,40,5,403,53
1,4,9,#RichardII_R2,248,32,403,53
1,4,10,#Aumerle_R2,1,1,80,13
1,4,10,#Bagot_R2,1,1,80,13
1,4,10,#Bushy_R2,26,5,80,13
1,4,10,#Green_R2,1,1,80,13
1,4,10,#RichardII_R2,54,8,80,13
2,1,11,#Gaunt_R2,406,57,531,74
2,1,11,#York_R2,125,17,531,74
2,1,12,#Gaunt_R2,427,54,555,71
2,1,12,#Queen_R2,6,1,555,71
2,1,12,#RichardII_R2,103,14,555,71
2,1,12,#York_R2,19,2,555,71
2,1,13,#RichardII_R2,37,4,70,8
2,1,13,#York_R2,33,4,70,8
2,1,14,#Northumberland_R2,29,4,531,70
2,1,14,#RichardII_R2,104,14,531,70
2,1,14,#York_R2,398,52,531,70
2,1,15,#RichardII_R2,71,9,71,9
2,1,16,#Northumberland_R2,365,48,612,79
2,1,16,#Ross_R2,161,20,612,79
2,1,16,#Willoughby_R2,86,11,612,79
2,2,17,#Bushy_R2,141,20,312,41
2,2,17,#Queen_R2,171,21,312,41
2,2,18,#Bushy_R2,16,3,236,35
2,2,18,#Green_R2,113,17,236,35
2,2,18,#Queen_R2,107,15,236,35
2,2,19,#Green_R2,6,1,106,13
2,2,19,#Queen_R2,23,3,106,13
2,2,19,#York_R2,77,9,106,13
2,2,20,#SERVANTS.YORK.1_R2,43,5,184,24
2,2,20,#York_R2,141,19,184,24
2,2,21,#York_R2,106,16,106,16
2,2,22,#Bagot_R2,71,9,211,28
2,2,22,#Bushy_R2,74,11,211,28
2,2,22,#Green_R2,66,8,211,28
2,3,23,#HenryIV_1H4,24,3,154,20
2,3,23,#Northumberland_R2,130,17,154,20
2,3,24,#HenryIV_1H4,50,6,297,39
2,3,24,#Hotspur_R2,171,23,297,39
2,3,24,#Northumberland_R2,76,10,297,39
2,3,25,#HenryIV_1H4,52,7,83,11
2,3,25,#Northumberland_R2,15,2,83,11
2,3,25,#Ross_R2,8,1,83,11
2,3,25,#Willoughby_R2,8,1,83,11
2,3,26,#Berkeley_R2,69,8,112,13
2,3,26,#HenryIV_1H4,34,4,112,13
2,3,26,#Northumberland_R2,9,1,112,13
2,3,27,#HenryIV_1H4,277,36,731,92
2,3,27,#Northumberland_R2,45,5,731,92
2,3,27,#Ross_R2,9,1,731,92
2,3,27,#Willoughby_R2,8,1,731,92
2,3,27,#York_R2,392,49,731,92
2,4,28,#Salisbury_R2,15,2,136,17
2,4,28,#WelshCaptain_R2,121,15,136,17
2,4,29,#Salisbury_R2,56,7,56,7
3,1,30,#Bushy_R2,15,2,274,37
3,1,30,#Green_R2,17,2,274,37
3,1,30,#HenryIV_1H4,242,33,274,37
3,1,31,#HenryIV_1H4,53,8,69,10
3,1,31,#York_R2,16,2,69,10
3,2,32,#Aumerle_R2,40,5,481,63
3,2,32,#BishopOfCarlisle_R2,49,6,481,63
3,2,32,#RichardII_R2,392,52,481,63
3,2,33,#Aumerle_R2,16,2,231,29
3,2,33,#RichardII_R2,130,16,231,29
3,2,33,#Salisbury_R2,85,11,231,29
3,2,34,#Aumerle_R2,39,5,1032,134
3,2,34,#BishopOfCarlisle_R2,65,8,1032,134
3,2,34,#RichardII_R2,643,82,1032,134
3,2,34,#Scroop_R2,285,39,1032,134
3,3,35,#HenryIV_1H4,52,7,152,20
3,3,35,#Northumberland_R2,30,4,152,20
3,3,35,#York_R2,70,9,152,20
3,3,36,#HenryIV_1H4,248,34,308,43
3,3,36,#Hotspur_R2,52,8,308,43
3,3,36,#Northumberland_R2,8,1,308,43
3,3,37,#Aumerle_R2,23,4,965,128
3,3,37,#HenryIV_1H4,45,6,965,128
3,3,37,#Northumberland_R2,171,22,965,128
3,3,37,#RichardII_R2,694,92,965,128
3,3,37,#York_R2,32,4,965,128
3,3,38,#HenryIV_1H4,4,1,21,4
3,3,38,#Northumberland_R2,17,3,21,4
3,3,39,#HenryIV_1H4,42,7,187,25
3,3,39,#RichardII_R2,145,18,187,25
3,4,40,#Queen_R2,17,2,17,2
3,4,41,#LADIES.0.1_R2,27,6,157,24
3,4,41,#Queen_R2,130,18,157,24
3,4,42,#Gardener_R2,354,47,623,82
3,4,42,#Queen_R2,199,25,623,82
3,4,42,#SERVANTS.GARDENER.1_R2,70,10,623,82
3,4,43,#Gardener_R2,55,6,55,6
4,1,44,#HenryIV_1H4,3,1,3,1
4,1,45,#Aumerle_R2,195,24,842,110
4,1,45,#Bagot_R2,99,14,842,110
4,1,45,#BishopOfCarlisle_R2,79,11,842,110
4,1,45,#Fitzwater_R2,188,24,842,110
4,1,45,#HenryIV_1H4,120,17,842,110
4,1,45,#Hotspur_R2,43,5,842,110
4,1,45,#LORDS.1_R2,43,5,842,110
4,1,45,#Surrey_R2,75,10,842,110
4,1,46,#BishopOfCarlisle_R2,274,36,391,54
4,1,46,#HenryIV_1H4,24,4,391,54
4,1,46,#Northumberland_R2,43,6,391,54
4,1,46,#York_R2,50,8,391,54
4,1,47,#HenryIV_1H4,31,4,31,4
4,1,48,#HenryIV_1H4,40,5,922,117
4,1,48,#Northumberland_R2,67,10,922,117
4,1,48,#RichardII_R2,790,98,922,117
4,1,48,#York_R2,25,4,922,117
4,1,49,#HenryIV_1H4,30,7,321,45
4,1,49,#RichardII_R2,291,38,321,45
4,1,50,#HenryIV_1H4,12,2,12,2
4,1,51,#AbbotOfWestminster_R2,71,10,104,14
4,1,51,#Aumerle_R2,15,2,104,14
4,1,51,#BishopOfCarlisle_R2,18,2,104,14
5,1,52,#Queen_R2,45,6,45,6
5,1,53,#Queen_R2,142,18,355,45
5,1,53,#RichardII_R2,213,27,355,45
5,1,54,#Northumberland_R2,59,7,434,53
5,1,54,#Queen_R2,70,8,434,53
5,1,54,#RichardII_R2,305,38,434,53
5,2,55,#DuchessOfYork_R2,54,7,315,43
5,2,55,#York_R2,261,36,315,43
5,2,56,#Aumerle_R2,87,11,366,50
5,2,56,#DuchessOfYork_R2,71,11,366,50
5,2,56,#York_R2,208,28,366,50
5,2,57,#DuchessOfYork_R2,16,2,22,3
5,2,57,#York_R2,6,1,22,3
5,2,58,#DuchessOfYork_R2,149,18,197,26
5,2,58,#York_R2,48,8,197,26
5,2,59,#DuchessOfYork_R2,60,7,60,7
5,3,60,#HenryIV_1H4,122,16,172,22
5,3,60,#Hotspur_R2,50,6,172,22
5,3,61,#Aumerle_R2,21,3,39,6
5,3,61,#HenryIV_1H4,18,3,39,6
5,3,62,#Aumerle_R2,44,5,77,10
5,3,62,#HenryIV_1H4,33,5,77,10
5,3,63,#Aumerle_R2,34,4,267,35
5,3,63,#HenryIV_1H4,80,12,267,35
5,3,63,#York_R2,153,19,267,35
5,3,64,#Aumerle_R2,8,1,604,80
5,3,64,#DuchessOfYork_R2,384,51,604,80
5,3,64,#HenryIV_1H4,140,19,604,80
5,3,64,#York_R2,72,9,604,80
5,4,65,#Exton_R2,25,3,25,3
5,4,66,#Exton_R2,62,7,69,9
5,4,66,#SERVANTS.EXTON.0.1_R2,7,2,69,9
5,5,67,#RichardII_R2,542,67,542,67
5,5,68,#Groom_R2,81,11,227,29
5,5,68,#RichardII_R2,146,18,227,29
5,5,69,#Groom_R2,10,1,27,3
5,5,69,#Jailer_R2,8,1,27,3
5,5,69,#RichardII_R2,9,1,27,3
5,5,70,#Jailer_R2,30,5,57,8
5,5,70,#RichardII_R2,27,3,57,8
5,5,71,#Exton_R2,54,6,124,15
5,5,71,#RichardII_R2,70,9,124,15
5,6,72,#HenryIV_1H4,32,4,32,4
5,6,73,#HenryIV_1H4,24,3,64,8
5,6,73,#Northumberland_R2,40,5,64,8
5,6,74,#Fitzwater_R2,30,4,45,6
5,6,74,#HenryIV_1H4,15,2,45,6
5,6,75,#HenryIV_1H4,50,6,86,11
5,6,75,#Hotspur_R2,36,5,86,11
5,6,76,#Exton_R2,37,5,121,15
5,6,76,#HenryIV_1H4,84,10,121,15
5,6,77,#HenryIV_1H4,63,8,63,8
1,1,1,#ATTENDANTS_R2,0,0,145,20
1,1,1,#LORDS_R2,0,0,145,20
1,1,2,#ATTENDANTS_R2,0,0,1454,191
1,1,2,#LORDS_R2,0,0,1454,191
1,3,5,#Aumerle_R2,0,0,152,19
1,3,5,#Gaunt_R2,0,0,152,19
1,3,5,#HERALDS.1_R2,0,0,152,19
1,3,5,#LORDS_R2,0,0,152,19
1,3,5,#OFFICERS_R2,0,0,152,19
1,3,6,#Aumerle_R2,0,0,1382,186
1,3,6,#LORDS_R2,0,0,1382,186
1,3,6,#OFFICERS_R2,0,0,1382,186
1,3,7,#Aumerle_R2,0,0,340,43
1,3,7,#HERALDS.1_R2,0,0,340,43
1,3,7,#HERALDS.2_R2,0,0,340,43
1,3,7,#LORDS_R2,0,0,340,43
1,3,7,#LordMarshal_R2,0,0,340,43
1,3,7,#OFFICERS_R2,0,0,340,43
1,4,9,#Bagot_R2,0,0,403,53
2,1,11,#ATTENDANTS.GAUNT_R2,0,0,531,74
2,1,12,#ATTENDANTS.GAUNT_R2,0,0,555,71
2,1,12,#Aumerle_R2,0,0,555,71
2,1,12,#Bagot_R2,0,0,555,71
2,1,12,#Bushy_R2,0,0,555,71
2,1,12,#Green_R2,0,0,555,71
2,1,12,#Ross_R2,0,0,555,71
2,1,12,#Willoughby_R2,0,0,555,71
2,1,13,#Aumerle_R2,0,0,70,8
2,1,13,#Bagot_R2,0,0,70,8
2,1,13,#Bushy_R2,0,0,70,8
2,1,13,#Green_R2,0,0,70,8
2,1,13,#Queen_R2,0,0,70,8
2,1,13,#Ross_R2,0,0,70,8
2,1,13,#Willoughby_R2,0,0,70,8
2,1,14,#Aumerle_R2,0,0,531,70
2,1,14,#Bagot_R2,0,0,531,70
2,1,14,#Bushy_R2,0,0,531,70
2,1,14,#Green_R2,0,0,531,70
2,1,14,#Queen_R2,0,0,531,70
2,1,14,#Ross_R2,0,0,531,70
2,1,14,#Willoughby_R2,0,0,531,70
2,1,15,#Aumerle_R2,0,0,71,9
2,1,15,#Bagot_R2,0,0,71,9
2,1,15,#Bushy_R2,0,0,71,9
2,1,15,#Green_R2,0,0,71,9
2,1,15,#Northumberland_R2,0,0,71,9
2,1,15,#Queen_R2,0,0,71,9
2,1,15,#Ross_R2,0,0,71,9
2,1,15,#Willoughby_R2,0,0,71,9
2,2,17,#Bagot_R2,0,0,312,41
2,2,18,#Bagot_R2,0,0,236,35
2,2,19,#Bagot_R2,0,0,106,13
2,2,19,#Bushy_R2,0,0,106,13
2,2,20,#Bagot_R2,0,0,184,24
2,2,20,#Bushy_R2,0,0,184,24
2,2,20,#Green_R2,0,0,184,24
2,2,20,#Queen_R2,0,0,184,24
2,2,21,#Bagot_R2,0,0,106,16
2,2,21,#Bushy_R2,0,0,106,16
2,2,21,#Green_R2,0,0,106,16
2,2,21,#Queen_R2,0,0,106,16
2,3,25,#Hotspur_R2,0,0,83,11
2,3,26,#Hotspur_R2,0,0,112,13
2,3,26,#Ross_R2,0,0,112,13
2,3,26,#Willoughby_R2,0,0,112,13
2,3,27,#Berkeley_R2,0,0,731,92
2,3,27,#Hotspur_R2,0,0,731,92
3,1,30,#LORDS_R2,0,0,274,37
3,1,30,#Northumberland_R2,0,0,274,37
3,1,30,#York_R2,0,0,274,37
3,1,31,#LORDS_R2,0,0,69,10
