source,target,n_lines,n_tokens,edge_type
#ATTENDANTS.0.1_Cym,3.05.0057,3,22,active
#ATTENDANTS.0.2_Cym,4.03.0087,16,102,active
#ATTENDANTS.1_Cym,1.01.0001,67,506,active
#ATTENDANTS.2_Cym,1.01.0001,13,71,active
#ATTENDANTS.3_Cym,5.03.0094,7,34,active
#ATTENDANTS.CLOTEN.1_Cym,1.02.0011,14,109,active
#ATTENDANTS.CLOTEN.1_Cym,2.01.0028,7,40,active
#ATTENDANTS.CLOTEN.1_Cym,2.03.0033,6,41,active
#ATTENDANTS.CLOTEN.2_Cym,1.02.0011,17,98,active
#ATTENDANTS.CLOTEN.2_Cym,2.01.0028,16,99,active
#ATTENDANTS.CLOTEN.2_Cym,2.01.0029,14,112,active
#ATTENDANTS.CLOTEN.2_Cym,2.03.0035,1,4,active
#Arviragus_Cym,3.03.0052,11,82,active
#Arviragus_Cym,3.06.0067,1,9,active
#Arviragus_Cym,3.06.0068,13,87,active
#Arviragus_Cym,4.02.0072,13,85,active
#Arviragus_Cym,4.02.0073,10,64,active
#Arviragus_Cym,4.02.0076,4,30,active
#Arviragus_Cym,4.02.0077,3,14,active
#Arviragus_Cym,4.02.0078,11,68,active
#Arviragus_Cym,4.02.0081,36,236,active
#Arviragus_Cym,4.02.0082,16,86,active
#Arviragus_Cym,4.04.0089,19,136,active
#Arviragus_Cym,5.05.0109,9,50,active
#Belarius_Cym,3.03.0052,61,515,active
#Belarius_Cym,3.03.0053,31,244,active
#Belarius_Cym,3.06.0067,16,104,active
#Belarius_Cym,3.06.0068,15,91,active
#Belarius_Cym,4.02.0072,16,96,active
#Belarius_Cym,4.02.0073,3,18,active
#Belarius_Cym,4.02.0074,5,40,active
#Belarius_Cym,4.02.0076,10,69,active
#Belarius_Cym,4.02.0077,23,159,active
#Belarius_Cym,4.02.0078,9,57,active
#Belarius_Cym,4.02.0079,15,111,active
#Belarius_Cym,4.02.0080,4,23,active
#Belarius_Cym,4.02.0081,19,140,active
#Belarius_Cym,4.02.0083,8,68,active
#Belarius_Cym,4.04.0089,27,198,active
#Belarius_Cym,5.02.0092,3,22,active
#Belarius_Cym,5.05.0107,8,46,active
#Belarius_Cym,5.05.0109,70,502,active
#Cloten_Cym,1.02.0011,10,58,active
#Cloten_Cym,2.01.0028,28,226,active
#Cloten_Cym,2.03.0033,7,52,active
#Cloten_Cym,2.03.0034,11,92,active
#Cloten_Cym,2.03.0035,7,52,active
#Cloten_Cym,2.03.0038,14,110,active
#Cloten_Cym,2.03.0039,5,23,active
#Cloten_Cym,2.03.0041,21,147,active
#Cloten_Cym,2.03.0042,2,7,active
#Cloten_Cym,2.03.0043,3,12,active
#Cloten_Cym,2.03.0044,1,7,active
#Cloten_Cym,3.01.0049,21,188,active
#Cloten_Cym,3.05.0055,2,14,active
#Cloten_Cym,3.05.0056,2,12,active
#Cloten_Cym,3.05.0058,2,15,active
#Cloten_Cym,3.05.0060,3,18,active
#Cloten_Cym,3.05.0061,11,83,active
#Cloten_Cym,3.05.0062,40,286,active
#Cloten_Cym,3.05.0063,18,161,active
#Cloten_Cym,3.05.0064,8,71,active
#Cloten_Cym,4.01.0071,26,240,active
#Cloten_Cym,4.02.0074,2,13,active
#Cloten_Cym,4.02.0075,21,114,active
#Cornelius_Cym,1.05.0019,11,64,active
#Cornelius_Cym,1.05.0020,15,115,active
#Cornelius_Cym,5.05.0108,31,220,active
#Cornelius_Cym,5.05.0109,18,123,active
#Cymbeline_Cym,1.01.0006,4,28,active
#Cymbeline_Cym,1.01.0007,10,52,active
#Cymbeline_Cym,1.01.0008,6,35,active
#Cymbeline_Cym,2.03.0035,6,43,active
#Cymbeline_Cym,2.03.0037,10,70,active
#Cymbeline_Cym,3.01.0049,30,215,active
#Cymbeline_Cym,3.05.0055,10,61,active
#Cymbeline_Cym,3.05.0056,14,111,active
#Cymbeline_Cym,3.05.0057,5,25,active
#Cymbeline_Cym,4.03.0086,12,99,active
#Cymbeline_Cym,4.03.0087,9,59,active
#Cymbeline_Cym,5.05.0107,17,127,active
#Cymbeline_Cym,5.05.0108,21,148,active
#Cymbeline_Cym,5.05.0109,144,915,active
#Frenchman_Cym,1.04.0014,4,25,active
#Frenchman_Cym,1.04.0015,20,150,active
#Frenchman_Cym,1.04.0016,1,5,active
#GHOSTS.BROTHERS.1_Cym,5.04.0100,14,71,active
#GHOSTS.BROTHERS.1_Cym,5.04.0102,1,2,active
#GHOSTS.BROTHERS.2_Cym,5.04.0100,8,42,active
#GHOSTS.BROTHERS.2_Cym,5.04.0102,1,2,active
#GHOSTS.Father_Cym,5.04.0100,31,160,active
#GHOSTS.Father_Cym,5.04.0102,10,70,active
#GHOSTS.Mother_Cym,5.04.0100,12,60,active
#GHOSTS.Mother_Cym,5.04.0102,1,2,active
#Guiderius_Cym,3.03.0052,12,76,active
#Guiderius_Cym,3.06.0067,4,26,active
#Guiderius_Cym,3.06.0068,6,33,active
#Guiderius_Cym,4.02.0072,7,46,active
#Guiderius_Cym,4.02.0073,6,38,active
#Guiderius_Cym,4.02.0074,3,21,active
#Guiderius_Cym,4.02.0075,23,151,active
#Guiderius_Cym,4.02.0077,25,188,active
#Guiderius_Cym,4.02.0080,12,67,active
#Guiderius_Cym,4.02.0081,22,129,active
#Guiderius_Cym,4.02.0082,17,100,active
#Guiderius_Cym,4.02.0083,1,9,active
#Guiderius_Cym,4.04.0089,19,122,active
#Guiderius_Cym,5.02.0092,1,4,active
#Guiderius_Cym,5.05.0109,15,100,active
#Iachimo_Cym,1.04.0014,18,146,active
#Iachimo_Cym,1.04.0015,63,485,active
#Iachimo_Cym,1.06.0026,35,223,active
#Iachimo_Cym,1.06.0027,122,877,active
#Iachimo_Cym,2.02.0032,42,330,active
#Iachimo_Cym,2.04.0046,71,469,active
#Iachimo_Cym,2.04.0047,1,4,active
#Iachimo_Cym,5.02.0091,10,83,active
