act,scene,stagegroup,setting,speaker,onstage,n_tokens,n_lines
1,1,1,1,#Duke_MM,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,1
1,1,1,2,#Escalus_MM,#ATTENDANTS_MM #Duke_MM #Escalus_MM,2,1
1,1,1,3,#Duke_MM,#ATTENDANTS_MM #Duke_MM #Escalus_MM,154,20
1,1,1,4,#Escalus_MM,#ATTENDANTS_MM #Duke_MM #Escalus_MM,18,3
1,1,2,5,#Duke_MM,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,4,1
1,1,2,6,#Angelo_MM,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,12,2
1,1,2,7,#Duke_MM,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,157,22
1,1,2,8,#Angelo_MM,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,26,4
1,1,2,9,#Duke_MM,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,80,11
1,1,2,10,#Angelo_MM,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,14,2
1,1,2,11,#Duke_MM,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,91,11
1,1,2,12,#Angelo_MM,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,7,1
1,1,2,13,#Escalus_MM,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,8,1
1,1,2,14,#Duke_MM,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,6,1
1,1,3,15,#Escalus_MM,#ATTENDANTS_MM #Angelo_MM #Escalus_MM,42,5
1,1,3,16,#Angelo_MM,#ATTENDANTS_MM #Angelo_MM #Escalus_MM,18,3
1,1,3,17,#Escalus_MM,#ATTENDANTS_MM #Angelo_MM #Escalus_MM,5,1
1,2,4,18,#Lucio_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,25,3
1,2,4,19,#GENTLEMEN.1_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,11,2
1,2,4,20,#GENTLEMEN.2_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,1,1
1,2,4,21,#Lucio_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,21,3
1,2,4,22,#GENTLEMEN.2_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,4,1
1,2,4,23,#Lucio_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,4,1
1,2,4,24,#GENTLEMEN.1_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,42,5
1,2,4,25,#GENTLEMEN.2_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,7,1
1,2,4,26,#Lucio_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,13,2
1,2,4,27,#GENTLEMEN.2_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,6,1
1,2,4,28,#GENTLEMEN.1_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,3,1
1,2,4,29,#Lucio_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,7,1
1,2,4,30,#GENTLEMEN.1_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,6,1
1,2,4,31,#Lucio_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,23,3
1,2,4,32,#GENTLEMEN.1_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,10,2
1,2,4,33,#Lucio_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,15,2
1,2,4,34,#GENTLEMEN.1_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,43,5
1,2,4,35,#Lucio_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,34,4
1,2,4,36,#GENTLEMEN.1_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,10,2
1,2,4,37,#GENTLEMEN.2_MM,#GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,10,2
1,2,5,38,#Lucio_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,18,3
1,2,5,39,#GENTLEMEN.2_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,4,1
1,2,5,40,#Lucio_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,1,1
1,2,5,41,#GENTLEMEN.2_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,6,1
1,2,5,42,#GENTLEMEN.1_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,3,1
1,2,5,43,#Lucio_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,4,1
1,2,5,44,#GENTLEMEN.1_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,16,2
1,2,5,45,#Lucio_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,26,3
1,2,5,46,#GENTLEMEN.1_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,11,2
1,2,5,47,#Bawd_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,17,2
1,2,5,48,#GENTLEMEN.2_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,5,1
1,2,5,49,#Bawd_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,6,1
1,2,5,50,#GENTLEMEN.1_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,6,1
1,2,5,51,#Bawd_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,28,3
1,2,5,52,#Lucio_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,16,2
1,2,5,53,#Bawd_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,15,2
1,2,5,54,#Lucio_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,20,3
1,2,5,55,#GENTLEMEN.2_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,16,2
1,2,5,56,#GENTLEMEN.1_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,8,2
1,2,5,57,#Lucio_MM,#Bawd_MM #GENTLEMEN.1_MM #GENTLEMEN.2_MM #Lucio_MM,8,1
1,2,6,58,#Bawd_MM,#Bawd_MM,20,3
1,2,7,59,#Bawd_MM,#Bawd_MM #Pompey_MM,7,1
1,2,7,60,#Pompey_MM,#Bawd_MM #Pompey_MM,6,1
1,2,7,61,#Bawd_MM,#Bawd_MM #Pompey_MM,5,1
1,2,7,62,#Pompey_MM,#Bawd_MM #Pompey_MM,2,1
1,2,7,63,#Bawd_MM,#Bawd_MM #Pompey_MM,4,1
1,2,7,64,#Pompey_MM,#Bawd_MM #Pompey_MM,7,1
1,2,7,65,#Bawd_MM,#Bawd_MM #Pompey_MM,9,1
1,2,7,66,#Pompey_MM,#Bawd_MM #Pompey_MM,18,2
1,2,7,67,#Bawd_MM,#Bawd_MM #Pompey_MM,3,1
1,2,7,68,#Pompey_MM,#Bawd_MM #Pompey_MM,11,2
1,2,7,69,#Bawd_MM,#Bawd_MM #Pompey_MM,9,1
1,2,7,70,#Pompey_MM,#Bawd_MM #Pompey_MM,19,2
1,2,7,71,#Bawd_MM,#Bawd_MM #Pompey_MM,13,2
1,2,7,72,#Pompey_MM,#Bawd_MM #Pompey_MM,4,1
1,2,7,73,#Bawd_MM,#Bawd_MM #Pompey_MM,13,2
1,2,7,74,#Pompey_MM,#Bawd_MM #Pompey_MM,48,6
1,2,8,75,#Bawd_MM,#Bawd_MM #Claudio_MM #Juliet_MM #OFFICERS_MM #Pompey_MM #Provost_MM,8,2
1,2,8,76,#Pompey_MM,#Bawd_MM #Claudio_MM #Juliet_MM #OFFICERS_MM #Pompey_MM #Provost_MM,14,2
1,2,9,77,#Claudio_MM,#Claudio_MM #Juliet_MM #OFFICERS_MM #Provost_MM,18,2
1,2,9,78,#Provost_MM,#Claudio_MM #Juliet_MM #OFFICERS_MM #Provost_MM,14,2
1,2,9,79,#Claudio_MM,#Claudio_MM #Juliet_MM #OFFICERS_MM #Provost_MM,34,4
1,2,10,80,#Lucio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,8,2
1,2,10,81,#Claudio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,46,6
1,2,10,82,#Lucio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,41,5
1,2,10,83,#Claudio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,8,1
1,2,10,84,#Lucio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,4,1
1,2,10,85,#Claudio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,1,1
1,2,10,86,#Lucio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,1,1
1,2,10,87,#Claudio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,3,1
1,2,10,88,#Provost_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,5,1
1,2,10,89,#Claudio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,9,1
1,2,10,90,#Lucio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,13,2
1,2,10,91,#Claudio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,87,11
1,2,10,92,#Lucio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,3,1
1,2,10,93,#Claudio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,122,16
1,2,10,94,#Lucio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,33,3
1,2,10,95,#Claudio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,95,12
1,2,10,96,#Lucio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,44,5
1,2,10,97,#Claudio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,6,1
1,2,10,98,#Lucio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,3,1
1,2,10,99,#Claudio_MM,#Claudio_MM #GENTLEMEN.2_MM #Juliet_MM #Lucio_MM #OFFICERS_MM #Provost_MM,3,1
1,3,11,100,#Duke_MM,#Duke_MM #FriarThomas_MM,44,6
1,3,11,101,#FriarThomas_MM,#Duke_MM #FriarThomas_MM,6,1
1,3,11,102,#Duke_MM,#Duke_MM #FriarThomas_MM,86,11
1,3,11,103,#FriarThomas_MM,#Duke_MM #FriarThomas_MM,3,1
1,3,11,104,#Duke_MM,#Duke_MM #FriarThomas_MM,100,13
1,3,11,105,#FriarThomas_MM,#Duke_MM #FriarThomas_MM,26,4
1,3,11,106,#Duke_MM,#Duke_MM #FriarThomas_MM,174,22
1,4,12,107,#Isabella_MM,#Isabella_MM #Nun_MM,7,1
