source,target,key,n_lines,n_tokens,edge_index,edge_type
#CITIZENS.ROMAN.0.1_Cor,1.01.0001,0,2,8,1,active
1.01.0001,#CITIZENS.ROMAN_Cor,0,2,8,1,passive
#CITIZENS.ROMAN_Cor,1.01.0001,0,1,2,2,active
1.01.0001,#CITIZENS.ROMAN.0.1_Cor,0,1,2,2,passive
#CITIZENS.ROMAN.0.1_Cor,1.01.0001,1,2,10,3,active
1.01.0001,#CITIZENS.ROMAN_Cor,1,2,10,3,passive
#CITIZENS.ROMAN_Cor,1.01.0001,1,1,2,4,active
1.01.0001,#CITIZENS.ROMAN.0.1_Cor,1,1,2,4,passive
#CITIZENS.ROMAN.0.1_Cor,1.01.0001,2,2,11,5,active
1.01.0001,#CITIZENS.ROMAN_Cor,2,2,11,5,passive
#CITIZENS.ROMAN_Cor,1.01.0001,2,1,6,6,active
1.01.0001,#CITIZENS.ROMAN.0.1_Cor,2,1,6,6,passive
#CITIZENS.ROMAN.0.1_Cor,1.01.0001,3,2,16,7,active
1.01.0001,#CITIZENS.ROMAN_Cor,3,2,16,7,passive
#CITIZENS.ROMAN_Cor,1.01.0001,3,1,11,8,active
1.01.0001,#CITIZENS.ROMAN.0.1_Cor,3,1,11,8,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0002,0,1,4,9,active
1.01.0002,#CITIZENS.ROMAN.0.1_Cor,0,1,4,9,passive
1.01.0002,#CITIZENS.ROMAN_Cor,0,1,4,9,passive
#CITIZENS.ROMAN.0.1_Cor,1.01.0002,0,11,93,10,active
1.01.0002,#CITIZENS.ROMAN.0.2_Cor,0,11,93,10,passive
1.01.0002,#CITIZENS.ROMAN_Cor,1,11,93,10,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0002,1,2,7,11,active
1.01.0002,#CITIZENS.ROMAN.0.1_Cor,1,2,7,11,passive
1.01.0002,#CITIZENS.ROMAN_Cor,2,2,7,11,passive
#CITIZENS.ROMAN_Cor,1.01.0002,0,2,10,12,active
1.01.0002,#CITIZENS.ROMAN.0.1_Cor,2,2,10,12,passive
1.01.0002,#CITIZENS.ROMAN.0.2_Cor,1,2,10,12,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0002,2,2,10,13,active
1.01.0002,#CITIZENS.ROMAN.0.1_Cor,3,2,10,13,passive
1.01.0002,#CITIZENS.ROMAN_Cor,3,2,10,13,passive
#CITIZENS.ROMAN.0.1_Cor,1.01.0002,1,3,21,14,active
1.01.0002,#CITIZENS.ROMAN.0.2_Cor,2,3,21,14,passive
1.01.0002,#CITIZENS.ROMAN_Cor,4,3,21,14,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0002,3,1,5,15,active
1.01.0002,#CITIZENS.ROMAN.0.1_Cor,4,1,5,15,passive
1.01.0002,#CITIZENS.ROMAN_Cor,5,1,5,15,passive
#CITIZENS.ROMAN.0.1_Cor,1.01.0002,2,6,50,16,active
1.01.0002,#CITIZENS.ROMAN.0.2_Cor,3,6,50,16,passive
1.01.0002,#CITIZENS.ROMAN_Cor,6,6,50,16,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0002,4,3,22,17,active
1.01.0002,#CITIZENS.ROMAN.0.1_Cor,5,3,22,17,passive
1.01.0002,#CITIZENS.ROMAN_Cor,7,3,22,17,passive
#CITIZENS.ROMAN.0.1_Cor,1.01.0002,3,5,40,18,active
1.01.0002,#CITIZENS.ROMAN.0.2_Cor,4,5,40,18,passive
1.01.0002,#CITIZENS.ROMAN_Cor,8,5,40,18,passive
#CITIZENS.ROMAN_Cor,1.01.0002,1,1,2,19,active
1.01.0002,#CITIZENS.ROMAN.0.1_Cor,6,1,2,19,passive
1.01.0002,#CITIZENS.ROMAN.0.2_Cor,5,1,2,19,passive
#CITIZENS.ROMAN.0.1_Cor,1.01.0003,0,1,4,20,active
1.01.0003,#CITIZENS.ROMAN.0.2_Cor,0,1,4,20,passive
1.01.0003,#CITIZENS.ROMAN_Cor,0,1,4,20,passive
1.01.0003,#Menenius_Cor,0,1,4,20,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0003,0,2,10,21,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,0,2,10,21,passive
1.01.0003,#CITIZENS.ROMAN_Cor,1,2,10,21,passive
1.01.0003,#Menenius_Cor,1,2,10,21,passive
#CITIZENS.ROMAN.0.1_Cor,1.01.0003,1,2,10,22,active
1.01.0003,#CITIZENS.ROMAN.0.2_Cor,1,2,10,22,passive
1.01.0003,#CITIZENS.ROMAN_Cor,2,2,10,22,passive
1.01.0003,#Menenius_Cor,2,2,10,22,passive
#Menenius_Cor,1.01.0003,0,3,20,23,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,1,3,20,23,passive
1.01.0003,#CITIZENS.ROMAN.0.2_Cor,2,3,20,23,passive
1.01.0003,#CITIZENS.ROMAN_Cor,3,3,20,23,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0003,1,5,41,24,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,2,5,41,24,passive
1.01.0003,#CITIZENS.ROMAN_Cor,4,5,41,24,passive
1.01.0003,#Menenius_Cor,3,5,41,24,passive
#Menenius_Cor,1.01.0003,1,3,12,25,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,3,3,12,25,passive
1.01.0003,#CITIZENS.ROMAN.0.2_Cor,3,3,12,25,passive
1.01.0003,#CITIZENS.ROMAN_Cor,5,3,12,25,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0003,2,1,7,26,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,4,1,7,26,passive
1.01.0003,#CITIZENS.ROMAN_Cor,6,1,7,26,passive
1.01.0003,#Menenius_Cor,4,1,7,26,passive
#Menenius_Cor,1.01.0003,2,14,112,27,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,5,14,112,27,passive
1.01.0003,#CITIZENS.ROMAN.0.2_Cor,4,14,112,27,passive
1.01.0003,#CITIZENS.ROMAN_Cor,7,14,112,27,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0003,3,8,67,28,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,6,8,67,28,passive
1.01.0003,#CITIZENS.ROMAN_Cor,8,8,67,28,passive
1.01.0003,#Menenius_Cor,5,8,67,28,passive
#Menenius_Cor,1.01.0003,3,6,41,29,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,7,6,41,29,passive
1.01.0003,#CITIZENS.ROMAN.0.2_Cor,5,6,41,29,passive
1.01.0003,#CITIZENS.ROMAN_Cor,9,6,41,29,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0003,4,3,24,30,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,8,3,24,30,passive
1.01.0003,#CITIZENS.ROMAN_Cor,10,3,24,30,passive
1.01.0003,#Menenius_Cor,6,3,24,30,passive
#Menenius_Cor,1.01.0003,4,10,74,31,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,9,10,74,31,passive
1.01.0003,#CITIZENS.ROMAN.0.2_Cor,6,10,74,31,passive
1.01.0003,#CITIZENS.ROMAN_Cor,11,10,74,31,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0003,5,1,7,32,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,10,1,7,32,passive
1.01.0003,#CITIZENS.ROMAN_Cor,12,1,7,32,passive
1.01.0003,#Menenius_Cor,7,1,7,32,passive
#Menenius_Cor,1.01.0003,5,8,63,33,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,11,8,63,33,passive
1.01.0003,#CITIZENS.ROMAN.0.2_Cor,7,8,63,33,passive
1.01.0003,#CITIZENS.ROMAN_Cor,13,8,63,33,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0003,6,6,39,34,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,12,6,39,34,passive
1.01.0003,#CITIZENS.ROMAN_Cor,14,6,39,34,passive
1.01.0003,#Menenius_Cor,8,6,39,34,passive
#Menenius_Cor,1.01.0003,6,2,11,35,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,13,2,11,35,passive
1.01.0003,#CITIZENS.ROMAN.0.2_Cor,8,2,11,35,passive
1.01.0003,#CITIZENS.ROMAN_Cor,15,2,11,35,passive
#CITIZENS.ROMAN.0.2_Cor,1.01.0003,7,2,14,36,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,14,2,14,36,passive
1.01.0003,#CITIZENS.ROMAN_Cor,16,2,14,36,passive
1.01.0003,#Menenius_Cor,9,2,14,36,passive
#Menenius_Cor,1.01.0003,7,1,3,37,active
1.01.0003,#CITIZENS.ROMAN.0.1_Cor,15,1,3,37,passive
1.01.0003,#CITIZENS.ROMAN.0.2_Cor,9,1,3,37,passive
1.01.0003,#CITIZENS.ROMAN_Cor,17,1,3,37,passive
