node1,node2,key,act,scene,stagegroup,n_tokens,n_lines,edge_index
#ATTENDANTS_1H4,#Bedford_H5,0,1,1,1,803,107,1
#ATTENDANTS_1H4,#HenryIV_1H4,0,1,1,1,803,107,1
#ATTENDANTS_1H4,#Westmoreland_1H4,0,1,1,1,803,107,1
#Bedford_H5,#HenryIV_1H4,0,1,1,1,803,107,1
#Bedford_H5,#Westmoreland_1H4,0,1,1,1,803,107,1
#HenryIV_1H4,#Westmoreland_1H4,0,1,1,1,803,107,1
#Falstaff_1H4,#HenryV_H5,0,1,2,2,894,111,2
#Falstaff_1H4,#HenryV_H5,1,1,2,3,403,55,3
#Falstaff_1H4,#Poins_1H4,0,1,2,3,403,55,3
#HenryV_H5,#Poins_1H4,0,1,2,3,403,55,3
#HenryV_H5,#Poins_1H4,1,1,2,4,292,35,4
#ATTENDANTS_1H4,#Blunt_1H4,0,1,3,6,159,21,6
#ATTENDANTS_1H4,#HenryIV_1H4,1,1,3,6,159,21,6
#ATTENDANTS_1H4,#Hotspur_R2,0,1,3,6,159,21,6
#ATTENDANTS_1H4,#Northumberland_R2,0,1,3,6,159,21,6
#ATTENDANTS_1H4,#Worcester_1H4,0,1,3,6,159,21,6
#Blunt_1H4,#Hotspur_R2,0,1,3,6,159,21,6
#Blunt_1H4,#Northumberland_R2,0,1,3,6,159,21,6
#Blunt_1H4,#Worcester_1H4,0,1,3,6,159,21,6
#HenryIV_1H4,#Blunt_1H4,0,1,3,6,159,21,6
#HenryIV_1H4,#Hotspur_R2,0,1,3,6,159,21,6
#HenryIV_1H4,#Northumberland_R2,0,1,3,6,159,21,6
#HenryIV_1H4,#Worcester_1H4,0,1,3,6,159,21,6
#Hotspur_R2,#Northumberland_R2,0,1,3,6,159,21,6
#Hotspur_R2,#Worcester_1H4,0,1,3,6,159,21,6
#Northumberland_R2,#Worcester_1H4,0,1,3,6,159,21,6
#ATTENDANTS_1H4,#Blunt_1H4,1,1,3,7,766,105,7
#ATTENDANTS_1H4,#HenryIV_1H4,2,1,3,7,766,105,7
#ATTENDANTS_1H4,#Hotspur_R2,1,1,3,7,766,105,7
#ATTENDANTS_1H4,#Northumberland_R2,1,1,3,7,766,105,7
#Blunt_1H4,#Hotspur_R2,1,1,3,7,766,105,7
#Blunt_1H4,#Northumberland_R2,1,1,3,7,766,105,7
#HenryIV_1H4,#Blunt_1H4,1,1,3,7,766,105,7
#HenryIV_1H4,#Hotspur_R2,1,1,3,7,766,105,7
#HenryIV_1H4,#Northumberland_R2,1,1,3,7,766,105,7
#Hotspur_R2,#Northumberland_R2,1,1,3,7,766,105,7
#Hotspur_R2,#Northumberland_R2,2,1,3,8,48,6,8
#Hotspur_R2,#Northumberland_R2,3,1,3,9,1323,181,9
#Hotspur_R2,#Worcester_1H4,1,1,3,9,1323,181,9
#Northumberland_R2,#Worcester_1H4,1,1,3,9,1323,181,9
#Ostler_1H4,#TRAVELERS.CARRIERS.1_1H4,0,2,1,11,26,4,11
#Ostler_1H4,#TRAVELERS.CARRIERS.1_1H4,1,2,1,12,198,26,12
#Ostler_1H4,#TRAVELERS.CARRIERS.2_1H4,0,2,1,12,198,26,12
#TRAVELERS.CARRIERS.1_1H4,#TRAVELERS.CARRIERS.2_1H4,0,2,1,12,198,26,12
#Ostler_1H4,#Gadshill_1H4,0,2,1,13,101,17,13
#Ostler_1H4,#TRAVELERS.CARRIERS.1_1H4,2,2,1,13,101,17,13
#Ostler_1H4,#TRAVELERS.CARRIERS.2_1H4,1,2,1,13,101,17,13
#TRAVELERS.CARRIERS.1_1H4,#Gadshill_1H4,0,2,1,13,101,17,13
#TRAVELERS.CARRIERS.1_1H4,#TRAVELERS.CARRIERS.2_1H4,1,2,1,13,101,17,13
#TRAVELERS.CARRIERS.2_1H4,#Gadshill_1H4,0,2,1,13,101,17,13
#Ostler_1H4,#Gadshill_1H4,1,2,1,14,3,1,14
#Gadshill_1H4,#Chamberlain_1H4,0,2,1,15,419,51,15
#Ostler_1H4,#Chamberlain_1H4,0,2,1,15,419,51,15
#Ostler_1H4,#Gadshill_1H4,2,2,1,15,419,51,15
#Bardolph_1H4,#Peto_1H4,0,2,2,16,17,3,16
#HenryV_H5,#Bardolph_1H4,0,2,2,16,17,3,16
#HenryV_H5,#Peto_1H4,0,2,2,16,17,3,16
#HenryV_H5,#Poins_1H4,2,2,2,16,17,3,16
#Poins_1H4,#Bardolph_1H4,0,2,2,16,17,3,16
#Poins_1H4,#Peto_1H4,0,2,2,16,17,3,16
#Falstaff_1H4,#HenryV_H5,2,2,2,17,33,6,17
#Bardolph_1H4,#Peto_1H4,1,2,2,19,154,20,19
#Falstaff_1H4,#Bardolph_1H4,0,2,2,19,154,20,19
#Falstaff_1H4,#HenryV_H5,3,2,2,19,154,20,19
#Falstaff_1H4,#Peto_1H4,0,2,2,19,154,20,19
#Falstaff_1H4,#Poins_1H4,1,2,2,19,154,20,19
#HenryV_H5,#Bardolph_1H4,1,2,2,19,154,20,19
#HenryV_H5,#Peto_1H4,1,2,2,19,154,20,19
#HenryV_H5,#Poins_1H4,3,2,2,19,154,20,19
#Poins_1H4,#Bardolph_1H4,1,2,2,19,154,20,19
#Poins_1H4,#Peto_1H4,1,2,2,19,154,20,19
#Bardolph_1H4,#Peto_1H4,2,2,2,20,171,28,20
#Falstaff_1H4,#Bardolph_1H4,1,2,2,20,171,28,20
#Falstaff_1H4,#Gadshill_1H4,0,2,2,20,171,28,20
#Falstaff_1H4,#HenryV_H5,4,2,2,20,171,28,20
#Falstaff_1H4,#Peto_1H4,1,2,2,20,171,28,20
#Falstaff_1H4,#Poins_1H4,2,2,2,20,171,28,20
#Gadshill_1H4,#Bardolph_1H4,0,2,2,20,171,28,20
