source,target,n_lines,n_tokens,edge_type
#AEDILES.X.2_Cor,3.03.0088,7,24,active
#AEDILES.X.2_Cor,3.03.0092,1,8,active
#AEDILES.X.2_Cor,3.03.0093,1,7,active
#AEDILES.X.3_Cor,4.06.0120,6,38,active
#AEDILES_Cor,3.01.0073,1,2,active
#Adrian_Cor,4.03.0100,22,160,active
#Aufidius_Cor,1.02.0010,24,164,active
#Aufidius_Cor,1.02.0011,8,52,active
#Aufidius_Cor,1.08.0037,9,46,active
#Aufidius_Cor,1.08.0038,3,12,active
#Aufidius_Cor,1.10.0041,1,4,active
#Aufidius_Cor,1.10.0042,31,254,active
#Aufidius_Cor,4.05.0112,61,430,active
#Aufidius_Cor,4.07.0129,50,393,active
#Aufidius_Cor,5.02.0133,1,5,active
#Aufidius_Cor,5.03.0136,5,31,active
#Aufidius_Cor,5.03.0137,4,28,active
#Aufidius_Cor,5.06.0142,9,63,active
#Aufidius_Cor,5.06.0143,1,2,active
#Aufidius_Cor,5.06.0144,3,16,active
#Aufidius_Cor,5.06.0145,2,13,active
#Aufidius_Cor,5.06.0146,28,216,active
#Aufidius_Cor,5.06.0147,4,23,active
#Aufidius_Cor,5.06.0149,24,159,active
#Aufidius_Cor,5.06.0150,2,8,active
#Aufidius_Cor,5.06.0151,16,115,active
#CITIZENS.ANTIUM.1_Cor,4.04.0102,4,20,active
#CITIZENS.ROMAN.0.1_Cor,1.01.0001,8,45,active
#CITIZENS.ROMAN.0.1_Cor,1.01.0002,25,204,active
#CITIZENS.ROMAN.0.1_Cor,1.01.0003,3,14,active
#CITIZENS.ROMAN.0.1_Cor,3.01.0079,3,15,active
#CITIZENS.ROMAN.0.1_Cor,4.06.0118,2,15,active
#CITIZENS.ROMAN.0.1_Cor,4.06.0124,2,13,active
#CITIZENS.ROMAN.0.1_Cor,4.06.0127,3,22,active
#CITIZENS.ROMAN.0.2_Cor,1.01.0002,9,48,active
#CITIZENS.ROMAN.0.2_Cor,1.01.0003,34,245,active
#CITIZENS.ROMAN.0.2_Cor,1.01.0004,1,6,active
#CITIZENS.ROMAN.0.2_Cor,4.06.0125,1,4,active
#CITIZENS.ROMAN.0.2_Cor,4.06.0127,1,8,active
#CITIZENS.ROMAN.0.3_Cor,4.06.0126,4,37,active
#CITIZENS.ROMAN.1_Cor,2.03.0054,6,44,active
#CITIZENS.ROMAN.1_Cor,2.03.0055,1,2,active
#CITIZENS.ROMAN.1_Cor,2.03.0058,1,7,active
#CITIZENS.ROMAN.1_Cor,2.03.0065,6,41,active
#CITIZENS.ROMAN.2_Cor,2.03.0054,6,31,active
#CITIZENS.ROMAN.2_Cor,2.03.0055,1,2,active
#CITIZENS.ROMAN.2_Cor,2.03.0058,4,18,active
#CITIZENS.ROMAN.2_Cor,2.03.0065,10,68,active
#CITIZENS.ROMAN.3_Cor,2.03.0054,29,251,active
#CITIZENS.ROMAN.3_Cor,2.03.0055,8,73,active
#CITIZENS.ROMAN.3_Cor,2.03.0058,6,35,active
#CITIZENS.ROMAN.3_Cor,2.03.0065,16,102,active
#CITIZENS.ROMAN.4_Cor,2.03.0055,1,2,active
#CITIZENS.ROMAN.4_Cor,2.03.0059,8,52,active
#CITIZENS.ROMAN.4_Cor,2.03.0065,3,15,active
#CITIZENS.ROMAN.5_Cor,2.03.0055,1,2,active
#CITIZENS.ROMAN.5_Cor,2.03.0059,3,21,active
#CITIZENS.ROMAN.5_Cor,2.03.0065,3,15,active
#CITIZENS.ROMAN.6_Cor,2.03.0055,1,2,active
#CITIZENS.ROMAN.6_Cor,2.03.0061,3,19,active
#CITIZENS.ROMAN.6_Cor,2.03.0065,3,15,active
#CITIZENS.ROMAN.7_Cor,2.03.0055,1,2,active
#CITIZENS.ROMAN.7_Cor,2.03.0061,4,25,active
#CITIZENS.ROMAN.7_Cor,2.03.0065,3,15,active
#CITIZENS.ROMAN.8_Cor,2.03.0055,1,2,active
#CITIZENS.ROMAN.8_Cor,2.03.0061,1,7,active
#CITIZENS.ROMAN.8_Cor,2.03.0065,3,15,active
#CITIZENS.ROMAN_Cor,1.01.0001,4,21,active
#CITIZENS.ROMAN_Cor,1.01.0002,3,12,active
#CITIZENS.ROMAN_Cor,3.01.0072,1,6,active
#CITIZENS.ROMAN_Cor,3.01.0073,6,26,active
#CITIZENS.ROMAN_Cor,3.01.0079,2,10,active
#CITIZENS.ROMAN_Cor,3.03.0092,4,34,active
#CITIZENS.ROMAN_Cor,3.03.0093,3,25,active
#CITIZENS.ROMAN_Cor,4.06.0117,2,5,active
#CITIZENS.ROMAN_Cor,4.06.0118,1,5,active
#CITIZENS.ROMAN_Cor,4.06.0124,1,5,active
#CITIZENS.VOLSCIAN_Cor,5.06.0149,3,22,active
#CONSPIRATORS.0.1_Cor,5.06.0144,1,6,active
#CONSPIRATORS.0.1_Cor,5.06.0146,7,50,active
#CONSPIRATORS.0.2_Cor,5.06.0145,4,22,active
#CONSPIRATORS.0.2_Cor,5.06.0146,3,16,active
#CONSPIRATORS.0.3_Cor,5.06.0146,12,80,active
#CONSPIRATORS_Cor,5.06.0149,1,5,active
#CONSPIRATORS_Cor,5.06.0150,1,6,active
#Cominius_Cor,1.01.0007,3,11,active
#Cominius_Cor,1.06.0033,11,70,active
#Cominius_Cor,1.06.0034,7,40,active
