act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Bertram_AWW,76,12,604,83
1,1,#Countess_AWW,332,43,581,79
1,1,#Helen_AWW,669,88,1760,235
1,1,#Lafew_AWW,185,27,604,83
1,1,#Page_AWW,7,1,200,29
1,1,#Parolles_AWW,491,64,877,118
1,2,#ATTENDANTS.KING.0.1_AWW,28,6,585,83
1,2,#ATTENDANTS.KING.0.2_AWW,29,5,494,68
1,2,#Bertram_AWW,41,7,478,65
1,2,#King_AWW,505,68,603,86
1,3,#Countess_AWW,794,111,2043,273
1,3,#Fool_AWW,523,65,734,98
1,3,#Helen_AWW,518,72,1062,144
1,3,#Steward_AWW,208,25,981,129
2,1,#Bertram_AWW,73,11,461,68
2,1,#Helen_AWW,527,68,936,124
2,1,#King_AWW,576,81,1674,231
2,1,#LORDS.DUMAINE.1_AWW,48,9,367,54
2,1,#LORDS.DUMAINE.2_AWW,19,4,367,54
2,1,#Lafew_AWW,259,35,324,46
2,1,#Parolles_AWW,177,24,461,68
2,2,#Countess_AWW,233,32,542,67
2,2,#Fool_AWW,309,35,542,67
2,3,#Bertram_AWW,279,37,1689,232
2,3,#Helen_AWW,249,35,1170,158
2,3,#King_AWW,591,79,1170,158
2,3,#LORDS.COURT.1_AWW,11,2,1077,145
2,3,#LORDS.COURT.2_AWW,13,2,1077,145
2,3,#LORDS.COURT.3_AWW,8,1,1077,145
2,3,#LORDS.COURT.4_AWW,14,2,1077,145
2,3,#Lafew_AWW,711,90,2006,272
2,3,#Parolles_AWW,506,71,2358,316
2,4,#Fool_AWW,194,23,423,58
2,4,#Helen_AWW,59,10,423,58
2,4,#Parolles_AWW,170,25,323,45
2,5,#Bertram_AWW,285,42,723,103
2,5,#Helen_AWW,147,21,305,44
2,5,#Lafew_AWW,252,31,363,50
2,5,#Parolles_AWW,39,9,622,89
3,1,#Duke_AWW,86,13,177,27
3,1,#LORDS.DUMAINE.1_AWW,36,6,177,27
3,1,#LORDS.DUMAINE.2_AWW,55,8,177,27
3,2,#Countess_AWW,357,52,771,109
3,2,#Fool_AWW,199,22,248,30
3,2,#GENTLEMEN.1_AWW,61,11,423,65
3,2,#GENTLEMEN.2_AWW,79,13,423,65
3,2,#Helen_AWW,334,42,682,96
3,3,#Bertram_AWW,56,8,94,14
3,3,#Duke_AWW,38,6,94,14
3,4,#Countess_AWW,207,26,344,44
3,4,#Steward_AWW,137,18,344,44
3,5,#Diana_AWW,152,24,785,120
3,5,#Helen_AWW,178,30,544,89
3,5,#Mariana_AWW,172,22,785,120
3,5,#Parolles_AWW,4,1,117,22
3,5,#Widow_AWW,284,44,785,120
3,6,#Bertram_AWW,272,35,966,122
3,6,#LORDS.DUMAINE.1_AWW,300,37,886,112
3,6,#LORDS.DUMAINE.2_AWW,264,33,966,122
3,6,#Parolles_AWW,130,17,348,45
3,7,#Helen_AWW,287,38,394,54
3,7,#Widow_AWW,107,16,394,54
4,1,#LORDS.DUMAINE.1_AWW,265,42,695,105
4,1,#Parolles_AWW,321,43,464,72
4,1,#SOLDIERS.0.1_AWW,7,2,26,5
4,1,#SOLDIERS.Interpreter_AWW,95,17,645,96
4,1,#SOLDIERS_AWW,7,1,695,105
4,2,#Bertram_AWW,242,34,580,80
4,2,#Diana_AWW,411,54,653,88
4,3,#Bertram_AWW,256,38,1846,258
4,3,#LORDS.DUMAINE.1_AWW,451,65,2480,343
4,3,#LORDS.DUMAINE.2_AWW,499,67,2480,343
4,3,#Parolles_AWW,877,108,1724,241
4,3,#SOLDIERS.Interpreter_AWW,512,80,2420,335
4,3,#Servant_AWW,34,4,215,28
4,4,#Diana_AWW,16,3,296,40
4,4,#Helen_AWW,265,34,296,40
4,4,#Widow_AWW,15,3,296,40
4,5,#Countess_AWW,144,19,843,108
4,5,#Fool_AWW,311,38,585,76
4,5,#Lafew_AWW,388,51,843,108
5,1,#GENTLEMEN.3_AWW,45,10,256,39
5,1,#Helen_AWW,254,34,305,45
5,1,#Widow_AWW,6,1,305,45
5,2,#Fool_AWW,135,17,201,26
5,2,#Lafew_AWW,171,20,306,38
5,2,#Parolles_AWW,128,19,434,56
5,3,#ATTENDANTS.KING.0.1_AWW,4,1,4,1
5,3,#Bertram_AWW,453,65,2302,315
5,3,#Countess_AWW,108,16,2776,380
