act,scene,stagegroup,setting,speaker,onstage,n_tokens,n_lines
1,1,1,1,#Shallow_2H4,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,27,4
1,1,1,2,#Slender_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,10,2
1,1,1,3,#Shallow_2H4,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,5,1
1,1,1,4,#Slender_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,22,4
1,1,1,5,#Shallow_2H4,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,13,2
1,1,1,6,#Slender_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,28,4
1,1,1,7,#Shallow_2H4,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,5,1
1,1,1,8,#HughEvans_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,24,3
1,1,1,9,#Shallow_2H4,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,13,2
1,1,1,10,#Slender_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,4,1
1,1,1,11,#Shallow_2H4,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,4,1
1,1,1,12,#HughEvans_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,8,1
1,1,1,13,#Shallow_2H4,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,3,1
1,1,1,14,#HughEvans_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,57,7
1,1,1,15,#Shallow_2H4,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,9,1
1,1,1,16,#HughEvans_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,41,4
1,1,1,17,#Shallow_2H4,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,14,2
1,1,1,18,#HughEvans_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,42,5
1,1,1,19,#Slender_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,13,2
1,1,1,20,#HughEvans_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,70,8
1,1,1,21,#Slender_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,8,2
1,1,1,22,#HughEvans_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,10,2
1,1,1,23,#Slender_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,9,2
1,1,1,24,#HughEvans_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,8,2
1,1,1,25,#Shallow_2H4,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,10,2
1,1,1,26,#HughEvans_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,58,6
1,1,2,27,#MasterPage_Wiv,#HughEvans_Wiv #MasterPage_Wiv #Shallow_2H4 #Slender_Wiv,2,1
1,1,2,28,#HughEvans_Wiv,#HughEvans_Wiv #MasterPage_Wiv #Shallow_2H4 #Slender_Wiv,28,4
1,1,2,29,#MasterPage_Wiv,#HughEvans_Wiv #MasterPage_Wiv #Shallow_2H4 #Slender_Wiv,16,2
1,1,2,30,#Shallow_2H4,#HughEvans_Wiv #MasterPage_Wiv #Shallow_2H4 #Slender_Wiv,41,5
1,1,2,31,#MasterPage_Wiv,#HughEvans_Wiv #MasterPage_Wiv #Shallow_2H4 #Slender_Wiv,4,1
