node1,node2,n_lines,n_tokens
#Chorus_Rom,0.00,14,106
#ATTENDANTS.PRINCE_Rom,1.01,247,1806
#Benvolio_Rom,1.01,247,1806
#CITIZENS_Rom,1.01,247,1806
#Capulet_Rom,1.01,247,1806
#LadyCapulet_Rom,1.01,247,1806
#LadyMontague_Rom,1.01,247,1806
#Montague_Rom,1.01,247,1806
#PrinceEscalus_Rom,1.01,247,1806
#Romeo_Rom,1.01,247,1806
#SERVANTS.CAPULET.Gregory_Rom,1.01,247,1806
#SERVANTS.CAPULET.Sampson_Rom,1.01,247,1806
#SERVANTS.MONTAGUE.1_Rom,1.01,247,1806
#SERVANTS.MONTAGUE.Abram_Rom,1.01,247,1806
#Tybalt_Rom,1.01,247,1806
#Benvolio_Rom,1.02,108,792
#Capulet_Rom,1.02,108,792
#Paris_Rom,1.02,108,792
#Romeo_Rom,1.02,108,792
#SERVANTS.CAPULET.X.1_Rom,1.02,108,792
#Juliet_Rom,1.03,113,882
#LadyCapulet_Rom,1.03,113,882
#Nurse_Rom,1.03,113,882
#SERVANTS.CAPULET.X.2_Rom,1.03,113,882
#ATTENDANTS_Rom,1.04,121,905
#Benvolio_Rom,1.04,121,905
#Boy_Rom,1.04,121,905
#MASKERS_Rom,1.04,121,905
#Mercutio_Rom,1.04,121,905
#Romeo_Rom,1.04,121,905
#Benvolio_Rom,1.05,161,1160
#Capulet_Rom,1.05,161,1160
#Cousin_Rom,1.05,161,1160
#GUESTS_Rom,1.05,161,1160
#Juliet_Rom,1.05,161,1160
#LadyCapulet_Rom,1.05,161,1160
#Nurse_Rom,1.05,161,1160
#Romeo_Rom,1.05,161,1160
#SERVANTS.CAPULET.0.1_Rom,1.05,161,1160
#SERVANTS.CAPULET.0.2_Rom,1.05,161,1160
#SERVANTS.CAPULET.0.3_Rom,1.05,161,1160
#SERVANTS.CAPULET.0_Rom,1.05,161,1160
#SERVANTS.CAPULET_Rom,1.05,161,1160
#SERVANTS.TYBALT.1_Rom,1.05,161,1160
#Tybalt_Rom,1.05,161,1160
#Chorus_Rom,2.00,14,113
#Benvolio_Rom,2.01,46,343
#Mercutio_Rom,2.01,46,343
#Romeo_Rom,2.01,46,343
#Juliet_Rom,2.02,205,1559
#Nurse_Rom,2.02,205,1559
#Romeo_Rom,2.02,205,1559
#FriarLawrence_Rom,2.03,101,753
#Romeo_Rom,2.03,101,753
#Benvolio_Rom,2.04,219,1615
#Mercutio_Rom,2.04,219,1615
#Nurse_Rom,2.04,219,1615
#Romeo_Rom,2.04,219,1615
#SERVANTS.CAPULET.Peter_Rom,2.04,219,1615
#Juliet_Rom,2.05,83,672
#Nurse_Rom,2.05,83,672
#SERVANTS.CAPULET.Peter_Rom,2.05,83,672
#FriarLawrence_Rom,2.06,37,290
#Juliet_Rom,2.06,37,290
#Romeo_Rom,2.06,37,290
#Benvolio_Rom,3.01,207,1581
#CITIZENS.0.1_Rom,3.01,207,1581
#CITIZENS_Rom,3.01,207,1581
#Capulet_Rom,3.01,207,1581
#LadyCapulet_Rom,3.01,207,1581
#LadyMontague_Rom,3.01,207,1581
#Mercutio_Rom,3.01,207,1581
#Montague_Rom,3.01,207,1581
#Petruchio_Rom,3.01,207,1581
#PrinceEscalus_Rom,3.01,207,1581
#Romeo_Rom,3.01,207,1581
#SERVANTS.CAPULET_Rom,3.01,207,1581
#SERVANTS.MONTAGUE_Rom,3.01,207,1581
#SERVANTS_Rom,3.01,207,1581
#Tybalt_Rom,3.01,207,1581
